StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
4	62	Accepted	Keep $7, Give $3	Accept	2470.9225
4	9	Accepted	Keep $7, Give $3	Accept	1703.3147
4	63	Rejected	Keep $9, Give $1	Accept	2070.4315
4	97	Accepted	Keep $6, Give $4	Accept	1352.885
4	60	Accepted	Keep $5, Give $5	Accept	1135.9523
4	64	Accepted	Keep $6, Give $4	Accept	1753.3761
4	70	Rejected	Keep $6, Give $4	Reject	2120.4929
4	7	Rejected	Keep $7, Give $3	Accept	1219.388
4	90	Rejected	Keep $8, Give $2	Accept	1853.4988
4	85	Rejected	Keep $8, Give $2	Reject	2053.7443
4	41	Rejected	Keep $6, Give $4	Reject	1836.8117
4	77	Rejected	Keep $8, Give $2	Reject	1202.7008
4	55	Accepted	Keep $8, Give $2	Reject	2420.8612
4	16	Accepted	Keep $8, Give $2	Reject	1469.6949
4	63	Accepted	Keep $8, Give $2	Accept	2320.7384
4	31	Accepted	Keep $6,0 Give $4	Reject	1186.0137
4	25	Rejected	Keep $9, Give $1	Accept	1486.382
4	34	Rejected	Keep $7, Give $3	Accept	1219.388
4	20	Rejected	Keep $6, Give $4	Accept	2320.7384
4	31	Rejected	Keep $9, Give $1	Accept	2821.3522
4	57	Rejected	Keep $8, Give $2	Accept	2537.671
4	78	Accepted	Keep $5, Give $5	Accept	985.7682
4	31	Accepted	Keep $8, Give $2	Accept	2037.0572
4	20	Accepted	Keep $6, Give $4	Reject	1436.3206
4	85	Rejected	Keep $9, Give $1	Reject	2137.18
4	28	Rejected	Keep $7, Give $3	Accept	635.3385
4	71	Accepted	Keep $9, Give $1	Accept	1419.6335
4	24	Rejected	Keep $5, Give $5	Accept	551.9029
4	87	Rejected	Keep $5, Give $5	Accept	735.4613
4	9	Accepted	Keep $5, Give $5	Accept	818.8969
4	62	Accepted	Keep $9, Give $1	Accept	1135.9523
4	0	Accepted	Keep $8, Give $2	Reject	1436.3206
4	24	Accepted	Keep $5, Give $5	Accept	1352.885
4	61	Accepted	Keep $6, Give $4	Accept	969.0811
4	84	Accepted	Keep $7, Give $3	Accept	1753.3761
4	74	Rejected	Keep $9, Give $1	Reject	735.4613
4	22	Accepted	Keep $5, Give $5	Accept	418.4058
4	61	Accepted	Keep $5, Give $5	Accept	334.9702
4	10	Rejected	Keep $9, Give $1	Reject	1135.9523
4	9	Accepted	Keep $9, Give $1	Reject	418.4058
4	43	Rejected	Keep $5, Give $5	Accept	435.093
4	34	Rejected	Keep $7, Give $3	Accept	1352.885
4	42	Rejected	Keep $5, Give $5	Accept	385.0316
4	42	Accepted	Keep $6, Give $4	Accept	635.3385
4	10	Rejected	Keep $6, Give $4	Accept	635.3385
4	99	Accepted	Keep $5, Give $5	Accept	368.3445
4	24	Rejected	Keep $8, Give $2	Reject	652.0256
4	42	Rejected	Keep $9, Give $1	Reject	718.7741
4	2	Accepted	Keep $7, Give $3	Accept	1085.8909
4	5	Rejected	Keep $5, Give $5	Accept	735.4613
4	35	Rejected	Keep $7, Give $3	Accept	935.7068
4	30	Accepted	Keep $6, Give $4	Accept	768.8355
4	24	Accepted	Keep $9, Give $1	Reject	401.7187
