StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
1	8	1	4	1	1085.9594
1	92	1	1	0	685.4552
1	10	1	5	1	835.6443
1	0	0	4	1	1603.2773
1	74	1	2	0	501.8908
1	62	1	4	1	802.2689
1	15	0	4	1	969.1457
1	13	1	5	1	902.395
1	84	0	1	0	902.395
1	64	0	4	1	501.8908
1	65	0	2	0	869.0196
1	17	1	3	0	902.395
1	34	0	2	0	1369.6499
1	77	0	1	0	518.5784
1	19	0	3	1	852.332
1	28	1	4	1	735.5182
1	82	1	1	0	618.7045
1	51	0	1	0	835.6443
1	40	1	1	0	551.9538
1	24	0	2	0	602.0168
1	2	0	3	1	685.4552
1	84	1	1	0	935.7703
1	7	1	1	0	468.5154
1	12	1	5	1	969.1457
1	42	0	4	1	869.0196
1	94	0	4	1	735.5182
1	79	1	3	1	735.5182
1	11	1	1	0	702.1429
1	20	1	2	0	869.0196
1	76	0	5	1	685.4552
1	89	0	3	1	768.8936
1	26	0	4	1	618.7045
1	34	0	2	0	385.077
1	2	0	5	1	602.0168
1	77	0	3	1	685.4552
1	26	0	1	0	551.9538
1	63	1	2	0	969.1457
1	78	0	2	0	518.5784
1	94	1	2	0	418.4524
1	9	1	2	0	518.5784
1	96	0	3	1	635.3922
1	18	0	5	1	785.5813
1	90	1	5	1	652.0798
1	47	1	5	1	551.9538
1	44	0	5	1	535.2661
1	24	0	1	0	568.6415
1	55	0	3	1	652.0798
1	58	1	4	1	635.3922
1	82	1	4	1	551.9538
1	66	1	3	1	718.8306
1	80	0	5	1	451.8277
1	12	0	5	1	451.8277
1	92	0	2	0	401.7647
1	68	1	4	1	585.3291
1	2	1	3	0	1369.6499
1	21	0	2	0	568.6415
1	68	1	3	1	1186.0855
1	30	0	2	0	435.1401
1	77	0	5	1	1503.1513
1	30	1	3	0	1119.3348
1	54	0	3	0	1202.7731
1	53	1	3	1	1152.7101
1	36	1	5	1	485.2031
1	41	1	1	0	551.9538
1	35	1	2	0	585.3291
1	94	1	5	1	385.077
1	74	0	4	1	668.7675
1	75	0	4	1	602.0168
1	44	0	1	0	485.2031
1	59	1	4	1	969.1457
1	65	1	5	1	535.2661
1	92	1	4	1	418.4524
1	37	1	2	0	501.8908
1	62	1	1	0	418.4524
1	7	0	1	0	351.7017
1	20	0	3	0	551.9538
1	75	0	2	0	451.8277
1	42	0	1	0	318.3263
1	83	1	3	1	1019.2087
1	56	0	3	0	885.7073
1	70	1	5	1	518.5784
1	26	1	2	0	1386.3376
1	41	0	5	1	435.1401
1	50	0	4	1	568.6415
1	60	1	3	1	802.2689
1	19	1	4	1	635.3922
1	50	0	5	1	418.4524
1	74	1	2	0	952.458
1	5	1	1	0	485.2031
2	77	0	1	0	602.0168
2	4	0	4	1	551.9538
2	59	1	3	0	501.8908
2	81	0	4	1	752.2059
2	87	0	5	1	401.7647
2	22	1	4	1	435.1401
2	19	1	1	0	385.077
2	68	0	3	0	985.8334
2	18	1	2	0	602.0168
2	63	0	5	1	468.5154
2	98	0	5	1	351.7017
2	98	0	3	0	635.3922
2	27	0	5	1	535.2661
2	36	0	3	1	1286.2115
2	69	1	1	0	802.2689
2	65	0	4	1	1419.7129
2	6	0	2	0	1419.7129
2	44	0	1	0	1236.1485
2	58	0	1	0	635.3922
2	82	0	5	1	368.3894
2	6	1	2	0	752.2059
2	20	0	1	0	435.1401
2	43	1	4	1	518.5784
2	43	1	1	0	368.3894
2	39	1	1	0	301.6387
2	44	1	4	1	518.5784
2	16	0	5	1	735.5182
2	68	1	1	0	568.6415
2	85	0	3	0	1586.5897
2	95	1	2	0	1386.3376
2	64	0	3	0	1219.4608
2	40	1	2	0	1052.5841
2	30	1	5	1	985.8334
2	95	1	2	0	1102.6471
2	52	0	5	1	568.6415
2	53	1	4	0	301.6387
2	33	1	3	0	1035.8964
2	69	1	4	1	1069.2717
2	59	1	2	0	1686.7157
2	12	1	3	0	1553.2143
2	78	1	4	1	485.2031
2	50	0	4	1	418.4524
2	17	1	2	0	785.5813
2	44	1	5	1	401.7647
2	95	0	2	0	251.5756
2	46	1	5	1	351.7017
2	20	0	4	1	618.7045
2	18	1	4	1	1469.7759
2	70	1	1	0	418.4524
2	31	1	3	0	1102.6471
2	48	1	1	0	451.8277
2	92	1	3	1	852.332
2	1	1	1	0	435.1401
2	23	0	1	0	301.6387
2	9	1	4	1	551.9538
2	78	0	1	0	368.3894
2	26	1	1	0	585.3291
2	34	0	2	0	618.7045
2	97	1	2	0	635.3922
2	77	1	5	1	468.5154
2	34	0	1	0	351.7017
2	29	0	3	1	1186.0855
2	90	1	5	1	451.8277
2	50	0	2	0	418.4524
2	74	0	1	0	735.5182
2	98	1	5	1	1119.3348
2	94	1	3	1	1085.9594
2	99	0	1	0	802.2689
2	76	1	4	1	1236.1485
2	44	1	2	0	818.9566
2	29	1	5	1	568.6415
2	40	1	3	0	1569.902
2	0	0	3	1	1286.2115
2	28	0	1	0	618.7045
2	50	0	2	0	735.5182
2	22	0	5	1	869.0196
2	54	0	4	1	635.3922
2	58	0	3	0	1152.7101
2	85	0	4	1	885.7073
2	30	0	2	0	869.0196
2	11	0	2	0	518.5784
2	18	1	5	1	284.951
2	97	1	3	1	1870.2801
2	67	0	2	0	1770.1541
2	38	1	5	1	418.4524
2	8	0	4	1	1102.6471
2	57	1	3	1	1436.4006
2	7	0	3	1	869.0196
2	48	0	5	1	435.1401
2	94	0	2	0	2037.1569
