Subject, rTPJ, rDLPFC
6, 0.5111111111111111, 0.5280898876404494
7, 0.5111111111111111, 0.5280898876404494
9, 0.5, 0.4606741573033708
10, 0.4943820224719101, 0.5
11, 0.5056179775280899, 0.5280898876404494
12, 0.48314606741573035, 0.5121951219512195
13, 0.5384615384615384, 0.5168539325842697
14, 0.47191011235955055, 0.5180722891566265
19, 0.4888888888888889, 0.5
20 ,0.5, 0.5
21, 0.5111111111111111, 0.5609756097560976
23, 0.5, 0.4777777777777778
