StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	2	2	1	1269.1514
3	1	4	0	1018.8774
3	3	1	1	1118.987
3	3	3	1	1869.8092
3	1	5	0	968.8226
3	2	4	0	1002.1924
3	2	1	1	835.3431
3	1	1	1	1285.8364
3	2	5	0	852.028
3	2	5	0	751.9184
3	3	4	0	1052.2472
3	2	4	0	1102.3021
3	3	2	1	902.0828
3	2	2	0	1419.3159
3	2	1	1	885.3979
3	2	1	1	935.4527
3	3	5	0	835.3431
3	2	3	1	1385.946
3	2	2	1	768.6033
3	3	3	1	751.9184
3	3	4	0	868.7129
3	1	3	1	1118.987
3	1	4	0	651.8088
3	2	3	1	668.4937
3	3	4	0	1235.7815
3	1	4	0	1252.4665
3	1	1	1	852.028
3	2	3	1	818.6581
3	1	3	1	868.7129
3	1	5	0	685.1786
3	3	3	1	835.3431
3	3	1	1	818.6581
3	1	5	0	952.1376
3	1	2	1	1018.8774
3	1	1	1	768.6033
3	3	5	0	885.3979
3	3	1	1	718.5485
3	2	5	0	585.069
3	3	5	0	651.8088
3	1	2	1	751.9184
3	1	3	1	751.9184
3	1	2	1	701.8636
3	3	2	1	718.5485
3	3	2	0	1502.7405
3	2	4	0	785.2883
1	3	2	1	952.1376
1	1	5	0	885.3979
1	2	2	1	685.1786
1	2	4	0	852.028
1	3	3	1	668.4937
1	1	5	0	918.7677
1	2	2	1	651.8088
1	3	3	1	718.5485
1	1	1	1	1202.4117
1	3	2	1	768.6033
1	3	1	1	835.3431
1	1	2	1	968.8226
1	2	5	0	701.8636
1	1	4	0	818.6581
1	2	2	1	801.9732
1	3	3	1	785.2883
1	2	1	1	735.2334
1	1	3	1	768.6033
1	1	4	0	1052.2472
1	2	3	1	1219.0966
1	2	3	1	601.7539
1	1	2	1	618.4389
1	3	5	0	635.1238
1	3	1	1	535.0142
1	2	4	0	718.5485
1	3	4	0	651.8088
1	2	4	0	618.4389
1	3	4	0	718.5485
1	3	4	0	484.9594
1	2	3	1	718.5485
1	1	1	1	718.5485
1	3	5	0	651.8088
1	1	3	1	985.5075
1	1	2	1	618.4389
1	2	5	0	635.1238
1	1	1	1	585.069
1	2	5	0	601.7539
1	1	4	0	852.028
1	2	1	1	635.1238
1	2	1	1	651.8088
1	1	5	0	618.4389
1	1	3	1	418.2196
1	3	1	1	902.0828
1	3	2	1	601.7539
1	3	5	0	518.3293
2	1	4	0	735.2334
2	2	3	1	1185.7267
2	2	2	1	618.4389
2	2	5	0	451.5895
2	1	5	0	501.6443
2	3	5	0	751.9184
2	2	2	1	501.6443
2	3	5	0	501.6443
2	1	5	0	701.8636
2	3	1	1	852.028
2	1	3	1	852.028
2	2	4	0	801.9732
2	1	5	0	968.8226
2	2	2	1	885.3979
2	2	1	1	585.069
2	2	1	1	501.6443
2	3	2	1	568.3841
2	2	3	1	735.2334
2	2	5	0	1302.5213
2	2	4	0	585.069
2	3	4	0	718.5485
2	3	4	0	618.4389
2	2	4	0	451.5895
2	1	1	1	551.6991
2	1	2	1	518.3293
2	1	2	1	451.5895
2	3	4	0	768.6033
2	3	3	1	1285.8364
2	3	3	1	885.3979
2	3	2	1	585.069
2	1	1	1	885.3979
2	3	3	1	1152.3569
2	1	3	1	601.7539
2	1	1	1	501.6443
2	3	1	1	852.028
2	2	1	1	451.5895
2	1	4	0	918.7677
2	3	1	1	484.9594
2	1	2	1	1369.261
2	1	4	0	768.6033
2	3	2	1	484.9594
2	2	3	1	501.6443
2	3	5	0	468.2745
2	2	5	0	651.8088
