StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	2	2	1	1452.6895
3	2	1	1	818.6609
3	2	5	0	1219.1
3	3	5	0	2971.0211
3	2	2	1	635.1263
3	1	1	1	2186.8278
3	1	3	0	902.0857
3	1	3	0	701.8662
3	1	3	0	1402.6346
3	3	4	0	1018.8805
3	1	5	0	1702.9639
3	1	4	0	1102.3053
3	3	1	1	835.3459
3	2	3	0	801.9759
3	1	2	1	1886.4985
3	2	3	0	1169.0451
3	3	2	1	751.9211
3	3	4	0	701.8662
3	2	4	0	952.1406
3	3	2	1	518.3316
3	1	4	0	535.0165
3	3	3	0	1135.6752
3	1	4	0	985.5105
3	3	1	1	701.8662
3	3	3	1	1285.8398
3	2	2	1	701.8662
3	2	1	1	718.5511
3	2	1	1	885.4008
3	2	5	0	685.1812
3	2	4	0	1085.6203
3	2	5	0	585.0714
3	1	2	1	968.8256
3	2	4	0	484.9617
3	3	5	0	585.0714
3	3	2	1	768.606
3	2	3	1	1202.415
3	3	3	1	785.291
3	1	5	0	1052.2504
3	3	1	1	1352.5797
3	3	5	0	868.7158
3	1	1	1	1135.6752
3	1	1	1	985.5105
3	1	5	0	935.4556
3	1	2	1	801.9759
1	1	4	0	1269.1549
1	1	1	1	818.6609
1	3	4	0	618.4414
1	2	4	0	685.1812
1	3	3	1	1152.3602
1	2	1	1	484.9617
1	2	4	0	701.8662
1	1	5	0	852.0308
1	2	2	1	1002.1955
1	3	2	1	585.0714
1	1	3	1	852.0308
1	3	1	1	1619.5391
1	3	4	0	1252.4699
1	3	2	1	818.6609
1	2	3	1	768.606
1	2	2	1	751.9211
1	3	3	1	818.6609
1	1	3	1	1135.6752
1	1	5	0	1035.5654
1	3	1	1	635.1263
1	3	3	1	751.9211
1	1	4	0	618.4414
1	1	2	1	902.0857
1	1	1	1	1335.8947
1	1	3	1	968.8256
1	2	1	1	601.7564
1	3	1	1	852.0308
1	2	4	0	668.4962
1	1	4	0	668.4962
1	2	5	0	651.8113
1	3	5	0	551.7015
1	2	3	1	718.5511
1	1	2	1	701.8662
1	2	5	0	568.3865
1	2	5	0	568.3865
1	1	2	1	635.1263
1	3	5	0	735.2361
1	3	2	1	768.606
1	2	1	1	985.5105
1	1	5	0	785.291
1	1	1	1	1152.3602
1	2	2	1	635.1263
1	3	5	0	568.3865
1	3	4	0	718.5511
1	2	3	1	635.1263
2	1	1	1	1252.4699
2	2	2	1	2053.3481
2	3	4	0	801.9759
2	3	5	0	685.1812
2	3	2	1	635.1263
2	1	3	1	1202.415
2	2	2	1	835.3459
2	2	3	1	651.8113
2	2	4	0	685.1812
2	3	2	1	685.1812
2	1	5	0	801.9759
2	3	3	1	685.1812
2	2	5	0	768.606
2	1	5	0	601.7564
2	1	2	1	2136.7729
2	1	3	1	1319.2098
2	2	3	1	384.8519
2	3	4	0	2804.1714
2	2	1	1	885.4008
2	3	1	1	718.5511
2	2	1	1	818.6609
2	1	1	1	918.7707
2	1	2	1	668.4962
2	2	2	1	601.7564
2	3	3	1	568.3865
2	2	4	0	451.5917
2	1	3	1	1068.9353
2	1	5	0	701.8662
2	3	5	0	551.7015
2	1	1	1	751.9211
2	2	4	0	768.606
2	2	5	0	685.1812
2	2	1	1	568.3865
2	3	3	1	852.0308
2	1	2	1	785.291
2	3	5	0	551.7015
2	2	3	1	1035.5654
2	1	4	0	635.1263
2	3	2	1	852.0308
2	3	1	1	2253.5677
2	3	1	1	685.1812
2	1	4	0	1018.8805
2	3	4	0	868.7158
2	2	5	0	785.291
2	1	4	0	801.9759
