StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
2	1	5	0	2165.2795
2	1	1	1	1465.5862
2	3	3	0	1698.8173
2	1	5	0	2281.8951
2	2	5	0	2165.2795
2	3	1	1	1848.7516
2	2	4	0	2098.6421
2	3	5	0	2281.8951
2	1	1	1	1832.0922
2	1	3	1	2515.1262
2	3	1	1	1882.0703
2	1	4	0	1398.9487
2	3	3	0	1432.2674
2	3	5	0	2315.2138
2	2	4	0	2131.9608
2	1	4	0	1682.1579
2	1	3	1	2198.5983
2	3	4	0	1932.0484
2	1	1	1	2681.7199
2	3	5	0	2081.9827
2	2	3	0	1498.9049
2	2	3	0	1732.136
2	1	2	1	1698.8173
2	2	2	1	2631.7418
2	2	2	1	2864.9729
2	2	2	1	2248.5764
2	2	5	0	1265.6738
2	3	4	0	1432.2674
2	2	4	0	2681.7199
2	1	4	0	2331.8732
2	2	1	1	2131.9608
2	1	3	0	2415.17
2	2	1	1	1698.8173
2	3	3	0	1648.8392
2	1	2	1	2448.4887
2	3	2	1	1315.6519
2	3	4	0	2665.0605
2	3	1	1	1398.9487
2	3	2	1	2348.5326
1	2	5	0	2931.6104
1	3	3	0	2781.6761
1	3	3	1	2748.3573
1	1	3	1	1732.136
1	1	4	0	1365.63
1	2	2	1	1115.7395
1	1	2	1	1698.8173
1	1	1	1	1482.2455
1	2	2	0	2698.3792
1	3	5	0	1632.1798
1	2	4	0	2065.3233
1	1	2	1	1865.4109
1	3	2	1	1598.8611
1	3	4	0	1882.0703
1	1	1	1	1498.9049
1	2	3	0	2165.2795
1	1	5	0	2281.8951
1	3	1	1	1548.883
1	1	5	0	1715.4766
1	3	4	0	2298.5545
1	2	4	0	2015.3452
1	1	4	0	1898.7297
1	2	1	1	965.8052
1	3	5	0	1765.4547
1	2	4	0	1448.9268
1	1	3	0	1615.5205
1	2	5	0	1882.0703
1	2	1	1	1065.7614
1	2	5	0	1682.1579
1	1	5	0	2365.1919
1	3	1	1	2148.6202
1	1	1	1	1498.9049
1	2	3	0	1332.3112
1	3	3	0	1249.0144
1	3	5	0	2398.5107
1	3	2	1	2715.0386
1	3	1	1	2964.9291
1	3	4	0	1498.9049
1	1	3	1	2315.2138
3	1	1	0	2298.5545
3	2	1	1	2631.7418
3	2	5	0	1982.0265
3	1	2	1	1982.0265
3	2	2	1	2231.917
3	1	1	1	1815.4328
3	3	3	0	2032.0046
3	2	2	0	2864.9729
3	2	3	0	1415.6081
3	2	4	0	1498.9049
3	2	1	1	2081.9827
3	3	3	0	1965.3671
3	2	5	0	1432.2674
3	3	4	0	1332.3112
3	3	2	0	1882.0703
3	2	4	0	2281.8951
3	1	2	1	1565.5424
3	1	3	1	2781.6761
3	1	2	1	1765.4547
3	2	3	0	1832.0922
3	3	5	0	1199.0363
3	2	1	1	1265.6738
3	3	1	1	1865.4109
3	1	3	0	2198.5983
3	2	5	0	2032.0046
3	1	3	0	1332.3112
3	1	5	0	1715.4766
3	3	4	0	1815.4328
3	3	3	0	2431.8294
3	3	1	1	1665.4986
3	2	4	0	1348.9706
3	1	1	1	2015.3452
3	1	4	0	2531.7856
3	3	2	1	865.849
3	2	3	1	2098.6421
3	1	5	0	1565.5424
3	3	1	1	1115.7395
3	2	2	1	2381.8513
3	3	5	0	1249.0144
3	3	4	0	2798.3354
3	1	4	0	2048.664
3	1	5	0	1432.2674
