Subject, Baseline, Punishment
6, 23.389830508474578, 84.40677966101696
8, 8.305084745762711, 43.5
9, 35.0, 54.310344827586206
10, 16.271186440677965, 46.333333333333336
11, 59.81818181818182, 56.72727272727273
12, 20.185185185185187, 55.25423728813559
13, 23.26923076923077, 71.55172413793103
15, 9.661016949152541, 60.0
16, 18.0, 77.71428571428571
19, 61.666666666666664, 85.83333333333333
20, 48.59649122807018, 58.5
21, 6.545454545454546, 34.18181818181818
23, 9.491525423728813, 45.5
