Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
1	2	2	100.0	53.6092	0.0	0.0
1	1	2	0.0	1188.2836		
1	1	1	30.0	604.26		
1	2	1	30.0	671.0056	7.0	35.0
1	2	1	100.0	2539.8811	0.0	0.0
1	2	2	100.0	1555.3842	0.0	0.0
1	2	2	100.0	904.615	0.0	0.0
1	2	1	60.0	1471.9522	0.0	0.0
1	1	1	40.0	921.3014		
1	2	2	100.0	2139.4078	0.0	0.0
1	2	1	70.0	1188.2836	0.0	0.0
1	1	1	50.0	1471.9522		
1	1	2	0.0	487.4553		
1	1	2	0.0	721.0647		
1	1	1				
1	2	2	100.0	1421.8931	0.0	0.0
1	1	1	40.0	754.4375		
1	1	2	0.0	404.0233		
1	2	1	50.0	2339.6444	0.0	0.0
4	1	2	0.0	86.9819		
4	1	1				
4	1	1	40.0	287.2186		
4	2	1	50.0	454.0825	0.0	0.0
4	2	2	50.0	1989.2303	0.0	0.0
4	2	1	50.0	237.1594	0.0	0.0
4	1	2	0.0	153.7275		
4	1	2	0.0	220.4731		
4	2	1	50.0	270.5322	0.0	0.0
4	2	1	50.0	1371.8339	0.0	0.0
4	1	1	40.0	3.55		
4	2	1	50.0	1138.2244	0.0	0.0
4	1	2	0.0	320.5914		
4	2	2	50.0	587.5736	0.0	0.0
4	2	2	50.0	420.7097	0.0	0.0
4	2	2	50.0	554.2008	0.0	0.0
4	1	2	0.0	771.1239		
4	2	2	50.0	404.0233	0.0	0.0
4	1	1	40.0	771.1239		
4	1	1	40.0	320.5914		
6	1	2	0.0	904.615		
6	1	2	0.0	1221.6564		
6	2	2	50.0	1221.6564	0.0	0.0
6	1	2	0.0	320.5914		
6	1	1	40.0	1004.7333		
6	1	2	0.0	303.905		
6	1	1	40.0	2973.7272		
6	1	1	40.0	1071.4789		
6	1	1	40.0	270.5322		
6	2	1	50.0	1755.6208	0.0	0.0
6	2	2	50.0	1238.3428	0.0	0.0
6	1	2	0.0	704.3783		
6	2	1	50.0	320.5914	0.0	0.0
6	2	2	50.0	320.5914	0.0	0.0
6	1	2	0.0	320.5914		
6	2	1	50.0	887.9286	0.0	0.0
6	2	2	50.0	1538.6978	0.0	0.0
6	2	2	50.0	804.4967	0.0	0.0
6	1	1	40.0	687.6919		
6	2	1	50.0	303.905	0.0	0.0
2	2	1	50.0	387.3369	0.0	0.0
2	1	2	0.0	554.2008		
2	2	1	50.0	620.9464	0.0	0.0
2	1	1				
2	2	1	50.0	303.905	0.0	0.0
2	2	2	50.0	287.2186	0.0	0.0
2	1	1	40.0	804.4967		
2	1	2	0.0	287.2186		
2	2	1	50.0	337.2778	0.0	0.0
2	1	2	0.0	1388.5203		
2	1	2	40.0	1922.4847		
2	2	1	50.0	2122.7214	0.0	0.0
2	2	2	50.0	470.7689	0.0	0.0
2	1	1	40.0	320.5914		
2	2	2	50.0	220.4731	0.0	0.0
2	1	1	40.0	287.2186		
2	2	2	50.0	954.6742	0.0	0.0
2	1	2	0.0	587.5736		
2	2	2	50.0	387.3369	0.0	0.0
2	2	1	50.0	1755.6208	0.0	0.0
3	1	1	40.0	1939.1711		
3	1	1	40.0	804.4967		
3	2	1	50.0	420.7097	0.0	0.0
3	2	2	50.0	487.4553	0.0	0.0
3	2	2	50.0	537.5144	0.0	0.0
3	1	2	0.0	387.3369		
3	2	2	50.0	320.5914	0.0	0.0
3	2	1	50.0	454.0825	0.0	0.0
3	1	2	0.0	520.8281		
3	2	1	50.0	287.2186	0.0	0.0
3	2	1	50.0	1722.2481	0.0	0.0
3	1	1	40.0	2740.1178		
3	1	1				
3	1	2	0.0	2940.3544		
3	1	2	0.0	570.8872		
3	2	1	50.0	370.6506	0.0	0.0
3	1	1	40.0	2039.2894		
3	1	2				
3	2	2			0.0	0.0
3	2	2	50.0	2756.8042	0.0	0.0
5	1	1	50.0	2723.4314		
5	2	1	50.0	687.6919	0.0	0.0
5	1	1	40.0	2823.5497		
5	2	1	50.0	1371.8339	0.0	0.0
5	2	2	50.0	1772.3072	0.0	0.0
5	1	2	40.0	2256.2125		
5	1	1	40.0	1255.0292		
5	2	1	50.0	303.905	0.0	0.0
5	1	2	0.0	554.2008		
5	2	1	50.0	1321.7747	0.0	0.0
5	1	2	0.0	871.2422		
5	2	1	50.0	320.5914	0.0	0.0
5	2	2	50.0	687.6919	0.0	0.0
5	1	2	0.0	237.1594		
5	1	2	0.0	420.7097		
5	2	2	50.0	287.2186	0.0	0.0
5	2	2	50.0	287.2186	0.0	0.0
5	1	1	40.0	1438.5794		
5	1	1	40.0	353.9642		
5	2	2	50.0	287.2186	0.0	0.0
