Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
3	1	1	70.0	1855.6391		
3	2	2	80.0	3.4881	0.0	0.0
3	2	1	80.0	303.8369	0.0	0.0
3	1	1	50.0	971.2787		
3	2	1	80.0	320.52299999999997	0.0	0.0
3	1	2	30.0	170.3485		
3	2	1	80.0	1188.1973	0.0	0.0
3	1	1	0.0	754.3601		
3	2	1	80.0	1521.9182	0.0	0.0
3	1	2	20.0	1154.8252		
3	1	1	20.0	403.9532		
3	2	2	80.0	704.302	0.0	0.0
3	1	2	10.0	787.7322		
3	1	2	10.0	704.302		
3	2	2	90.0	136.9765	0.0	0.0
3	2	2	80.0	70.2323	0.0	0.0
3	2	1	90.0	1622.0345	0.0	0.0
3	2	2	90.0	1822.267	0.0	0.0
3	1	2	10.0	1038.0229		
4	1	1	0.0	971.2787		
4	2	1	80.0	887.8485	0.0	0.0
4	1	2	10.0	86.9183		
4	1	1	20.0	887.8485		
4	2	1	90.0	1038.0229	0.0	0.0
4	2	2	100.0	704.302	0.0	0.0
4	2	2	90.0	737.6741	0.0	0.0
4	1	2	10.0	287.1509		
4	1	1	0.0	971.2787		
4	1	2	0.0	1755.5228		
4	1	2	10.0	637.5578		
4	2	2	90.0	537.4415	0.0	0.0
4	2	2	70.0	670.9299	0.0	0.0
4	2	1			0.0	0.0
4	2	2	100.0	454.0113	0.0	0.0
4	1	1	0.0	687.6159		
4	1	1	0.0	821.1043		
4	2	1	80.0	1238.2554	0.0	0.0
4	1	1	30.0	987.9648		
4	1	2	20.0	587.4997		
5	2	1	90.0	737.6741	0.0	0.0
5	2	2	100.0	587.4997	0.0	0.0
5	2	2	70.0	353.895	0.0	0.0
5	1	1	30.0	771.0462		
5	1	2	60.0	537.4415		
5	1	2	10.0	1571.9763		
5	1	1	70.0	1171.5112		
5	2	1	80.0	654.2439	0.0	0.0
5	2	1	100.0	1388.4298	0.0	0.0
5	1	2	10.0	253.7788		
5	2	1	70.0	1071.395	0.0	0.0
5	1	2	80.0	1388.4298		
5	2	2	80.0	454.0113	0.0	0.0
5	2	2	90.0	570.8136	0.0	0.0
5	1	2	20.0	437.3253		
5	2	2	80.0	620.8718	0.0	0.0
5	2	1	80.0	670.9299	0.0	0.0
5	1	1	70.0	1038.0229		
5	1	1	70.0	1488.5461		
5	1	1	10.0	470.6974		
1	2	1	100.0	520.7555	0.0	0.0
1	2	1	80.0	320.52299999999997	0.0	0.0
1	2	1	90.0	320.52299999999997	0.0	0.0
1	2	2	100.0	921.2206	0.0	0.0
1	1	2	80.0	3.4881		
1	2	2	90.0	437.3253	0.0	0.0
1	1	2	10.0	637.5578		
1	1	1	40.0	504.0694		
1	1	1	30.0	854.4764		
1	1	2	40.0	871.1624		
1	1	1	10.0	720.988		
1	2	1	30.0	1238.2554	8.0	40.0
1	1	2	10.0	1371.7438		
1	1	1	20.0	1071.395		
1	2	2	80.0	387.2671	0.0	0.0
1	2	1	70.0	337.209	0.0	0.0
1	2	2	90.0	1304.9996	0.0	0.0
1	2	2	100.0	987.9648	0.0	0.0
1	1	2	10.0	1304.9996		
1	2	1	100.0	520.7555	0.0	0.0
2	1	1	10.0	403.9532		
2	1	2	20.0	537.4415		
2	1	1	0.0	320.52299999999997		
2	2	1	80.0	287.1509	0.0	0.0
2	1	1	20.0	370.5811		
2	2	2	90.0	437.3253	0.0	0.0
2	2	1	80.0	1321.6857	0.0	0.0
2	2	1	80.0	2089.2437	0.0	0.0
2	2	2	80.0	1855.6391	0.0	0.0
2	2	1	80.0	437.3253	0.0	0.0
2	1	1	70.0	1855.6391		
2	1	1	20.0	720.988		
2	1	1	10.0	1822.267		
2	1	2	0.0	604.1857		
2	1	2	30.0	604.1857		
2	2	1	90.0	320.52299999999997	0.0	0.0
2	2	2	80.0	403.9532	0.0	0.0
2	1	2	30.0	303.8369		
2	2	2	90.0	687.6159	0.0	0.0
2	2	2	80.0	370.5811	0.0	0.0
6	1	2	20.0	387.2671		
6	1	2	20.0	2506.3948		
6	1	1	0.0	654.2439		
6	2	1	90.0	403.9532	0.0	0.0
6	2	2	80.0	337.209	0.0	0.0
6	2	2	70.0	1088.0810000000001	0.0	0.0
6	1	2	80.0	570.8136		
6	2	2	80.0	487.3834	0.0	0.0
6	2	1	90.0	587.4997	0.0	0.0
6	2	1	80.0	270.4648	0.0	0.0
6	2	2	90.0	937.9066	0.0	0.0
6	2	2	100.0	1872.3251	0.0	0.0
6	1	2	0.0	454.0113		
6	2	1	90.0	1505.2321	0.0	0.0
6	1	1	10.0	420.6392		
6	1	1	0.0	303.8369		
6	1	1	10.0	320.52299999999997		
6	1	1	0.0	337.209		
6	1	2	30.0	454.0113		
6	2	1	80.0	1088.0810000000001	0.0	0.0
