Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
3	1	1	30.0	1955.5171		
3	2	1	60.0	370.41900000000004	0.0	0.0
3	1	2	20.0	270.3076		
3	2	2	50.0	520.5862	0.0	0.0
3	2	1	50.0	470.5305	0.0	0.0
3	2	2	60.0	2155.74	0.0	0.0
3	1	1	20.0	854.291		
3	2	2	70.0	470.5305	0.0	0.0
3	1	2	20.0	2139.0547		
3	2	1	50.0	1338.1631	0.0	0.0
3	2	1	80.0	670.7534	0.0	0.0
3	2	2	70.0	453.8452	0.0	0.0
3	2	1	70.0	1171.3107	0.0	0.0
3	1	1	10.0	253.6223		
3	1	1	10.0	337.0485		
3	1	2	10.0	387.1042		
3	1	2	10.0	1571.7565		
3	1	2	10.0	520.5862		
3	1	1				
1	2	2	60.0	1154.6254	0.0	0.0
1	2	2	60.0	186.8813	0.0	0.0
1	2	2			0.0	0.0
1	2	1	100.0	620.6976	0.0	0.0
1	1	1	10.0	620.6976		
1	2	2	60.0	854.291	0.0	0.0
1	1	2	0.0	320.3633		
1	1	2	0.0	1071.1992		
1	1	2	0.0	904.3468		
1	1	1	10.0	2389.3334		
1	2	2	50.0	1338.1631	0.0	0.0
1	1	1	10.0	720.8091		
1	1	2	0.0	553.9567		
1	1	2	0.0	403.7895		
1	1	1	10.0	987.773		
1	2	1	60.0	704.1239	0.0	0.0
1	1	1	10.0	637.3829		
1	2	2	50.0	787.5501	0.0	0.0
1	2	1	60.0	420.4747	0.0	0.0
1	2	1	70.0	403.7895	0.0	0.0
2	2	1	60.0	587.3272	0.0	0.0
2	2	2	50.0	353.7338	0.0	0.0
2	2	2	50.0	470.5305	0.0	0.0
2	2	1			0.0	0.0
2	2	2	50.0	2572.871	0.0	0.0
2	1	2	40.0	2322.5924		
2	1	2	0.0	1421.5893		
2	2	2	50.0	2539.5005	0.0	0.0
2	1	1	10.0	553.9567		
2	2	1	60.0	820.9206	0.0	0.0
2	2	1	60.0	353.7338	0.0	0.0
2	1	1	20.0	403.7895		
2	1	1	10.0	770.8648		
2	1	1	10.0	403.7895		
2	2	2	50.0	1137.9402	0.0	0.0
2	1	2	0.0	387.1042		
2	1	1	20.0	420.4747		
2	1	2	0.0	520.5862		
2	2	1	70.0	820.9206	0.0	0.0
2	1	2	0.0	420.4747		
6	2	1	70.0	1805.3499	0.0	0.0
6	1	2	0.0	353.7338		
6	1	1	20.0	837.6058		
6	2	2	70.0	1888.7761	0.0	0.0
6	1	2	0.0	487.2157		
6	2	1	70.0	1822.0351	0.0	0.0
6	2	1	70.0	1838.7204	0.0	0.0
6	2	1	60.0	403.7895	0.0	0.0
6	1	2	0.0	286.9928		
6	2	2	50.0	420.4747	0.0	0.0
6	2	1	60.0	403.7895	0.0	0.0
6	2	2	50.0	870.9763	0.0	0.0
6	1	2	0.0	270.3076		
6	1	1	20.0	370.41900000000004		
6	1	1	20.0	1288.1073		
6	1	1	20.0	720.8091		
6	2	2	50.0	303.678	0.0	0.0
6	2	1	60.0	420.4747	0.0	0.0
6	1	1	30.0	470.5305		
6	1	2	0.0	1838.7204		
4	2	2	50.0	236.9371	0.0	0.0
4	1	1	20.0	470.5305		
4	2	1	70.0	286.9928	0.0	0.0
4	1	1	20.0	337.0485		
4	2	2	50.0	1137.9402	0.0	0.0
4	1	1	20.0	1471.645		
4	2	2	50.0	1621.8122	0.0	0.0
4	1	2	0.0	286.9928		
4	2	1	70.0	553.9567	0.0	0.0
4	2	1	100.0	1521.7007	0.0	0.0
4	1	1	10.0	120.1404		
4	1	2	0.0	2789.7792		
4	1	2	0.0	820.9206		
4	2	1	60.0	537.2714	0.0	0.0
4	2	1	60.0	437.16	0.0	0.0
4	2	2	50.0	570.6419	0.0	0.0
4	1	2	0.0	370.41900000000004		
4	2	2	50.0	2222.4809	0.0	0.0
4	1	2	0.0	1021.1435		
4	1	1	20.0	937.7173		
5	2	2	50.0	720.8091	0.0	0.0
5	1	1	20.0	487.2157		
5	1	2	0.0	337.0485		
5	1	2	0.0	337.0485		
5	2	1	70.0	1721.9237	0.0	0.0
5	1	1	20.0	604.0124		
5	2	1	70.0	537.2714	0.0	0.0
5	1	2	0.0	370.41900000000004		
5	2	1	60.0	1588.4417	0.0	0.0
5	2	1	60.0	270.3076	0.0	0.0
5	2	2	50.0	520.5862	0.0	0.0
5	1	1	10.0	587.3272		
5	1	1	10.0	253.6223		
5	1	2	0.0	303.678		
5	2	1	60.0	270.3076	0.0	0.0
5	2	2	50.0	437.16	0.0	0.0
5	1	1	10.0	503.9009		
5	1	2	0.0	286.9928		
5	2	2	50.0	303.678	0.0	0.0
5	2	2	50.0	387.1042	0.0	0.0
