Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
1	1	1	10	521.2849		
1	1	1	30	3.9397		
1	2	1	60	371.0879	0.0	0.0
1	2	1	50	220.8909	0.0	0.0
1	2	2	50	1005.253	0.0	0.0
1	2	2	60	654.7933	0.0	0.0
1	1	2	30	1422.4668		
1	1	2	20	1188.8271		
1	1	2	20	237.5795		
1	2	1	50	421.1536	0.0	0.0
1	2	2	40	1756.2379	0.0	0.0
1	1	1	20	287.6451		
1	2	2	40	404.465	0.0	0.0
1	2	1	40	971.8759	0.0	0.0
1	2	1	40	471.2192	2.0	10.0
1	1	2	20	1222.2042		
1	1	1	10	1255.5813		
1	2	2	50	537.9735	0.0	0.0
1	1	2	0	1138.7614		
2	1	1	0	754.9247		
2	2	2	50	404.465	0.0	0.0
2	2	2	40	771.6132	0.0	0.0
2	2	1	50	237.5795	0.0	0.0
2	1	2	20	421.1536		
2	2	1	50	287.6451	0.0	0.0
2	2	1	50	1906.4349	0.0	0.0
2	1	2	0	337.7108		
2	1	2	0	638.1048		
2	1	2	10	604.7277		
2	1	1	20	1005.253		
2	1	2	0	1055.3186		
2	1	1	30	537.9735		
2	2	1	50	671.4819	0.0	0.0
2	1	1	20	437.8421		
2	2	2	50	254.268	0.0	0.0
2	2	2	50	688.1704	0.0	0.0
2	1	1	30	621.4162		
2	2	2	50	321.0223	0.0	0.0
2	1	1	20	337.7108		
3	2	1	50	254.268	0.0	0.0
3	1	1	30	2123.3861		
3	2	1	50	1088.6957	0.0	0.0
3	2	1	50	237.5795	0.0	0.0
3	1	2	0	270.9566		
3	2	1	50	487.9078	0.0	0.0
3	2	1	50	187.5138	0.0	0.0
3	1	2	0	404.465		
3	2	2	30	287.6451	7.0	35.0
3	2	2	40	1839.6807	0.0	0.0
3	2	2	40	1088.6957	2.0	10.0
3	1	1	30	1055.3186		
3	1	1	30	971.8759		
3	2	2	40	1706.1722	2.0	10.0
3	1	1	40	1639.418		
3	1	2	10	1122.0729		
3	2	2	50	871.7445	0.0	0.0
3	1	2	10	871.7445		
3	1	1	10	2740.8626		
3	2	1	50	187.5138	0.0	0.0
6	1	2	0	70.6939		
6	2	1	60	2273.5831	0.0	0.0
6	1	2	0	1188.8271		
6	1	2	0	1772.9265		
6	2	1	50	788.3018	0.0	0.0
6	2	2	50	1489.221	0.0	0.0
6	1	1	20	771.6132		
6	2	2	50	321.0223	0.0	0.0
6	1	2	20	254.268		
6	2	1	50	254.268	0.0	0.0
6	1	1	40	1072.0072		
6	2	1	50	371.0879	0.0	0.0
6	1	1	30	487.9078		
6	1	2	0	304.3337		
6	2	1	50	571.3506	0.0	0.0
6	1	2	0	270.9566		
6	2	2	40	421.1536	0.0	0.0
6	2	2	40	287.6451	0.0	0.0
6	1	1	20	738.2361		
6	1	1	20	237.5795		
4	2	2	40	20.6283	2.0	10.0
4	2	2	40	1672.7951	0.0	0.0
4	2	1	50	220.8909	0.0	0.0
4	2	1	50	270.9566	0.0	0.0
4	1	1	20	287.6451		
4	2	1	50	604.7277	0.0	0.0
4	1	2	10	838.3674		
4	1	1	20	955.1873		
4	1	1	20	537.9735		
4	2	2	40	938.4988	2.0	10.0
4	2	1	50	254.268	0.0	0.0
4	1	2	20	1405.7783		
4	1	2	0	754.9247		
4	1	1	20	354.3994		
4	2	2	50	955.1873	0.0	0.0
4	1	2	0	270.9566		
4	1	2	10	504.5964		
4	2	1	50	1555.9753	0.0	0.0
4	2	2	40	838.3674	2.0	10.0
4	1	1	20	1706.1722		
5	2	2	40	821.6789	2.0	10.0
5	2	1	50	337.7108	0.0	0.0
5	1	1	30	721.5476		
5	2	2	50	1455.8439	0.0	0.0
5	1	2	10	1238.8927		
5	1	2	20	1772.9265		
5	2	2	50	1539.2867	0.0	0.0
5	2	2	40	204.2024	0.0	0.0
5	2	1	40	287.6451	2.0	10.0
5	2	1	50	254.268	0.0	0.0
5	2	1	40	521.2849	0.0	0.0
5	2	2	40	821.6789	2.0	10.0
5	1	1	40	2273.5831		
5	1	1	20	1572.6638		
5	2	1	50	554.6619999999999	0.0	0.0
5	1	1	40	1505.9096		
5	1	1	30	1155.45		
5	2	2	10	287.6451	13.0	65.0
5	1	2	10	671.4819		
5	1	2	0	270.9566		
