Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
4	2	2	50.0	1354.6622	0.0	0.0
4	2	2	40.0	1321.2931	0.0	0.0
4	2	1	70.0	3.2153	0.0	0.0
4	2	1	80.0	1137.7633	0.0	0.0
4	1	1	100.0	603.8583		
4	1	2	60.0	186.7451		
4	1	1	40.0	286.8523		
4	2	1	50.0	2555.9483	0.0	0.0
4	2	1	60.0	1037.6561	0.0	0.0
4	1	2	70.0	386.9595		
4	1	2	90.0	503.7512		
4	1	1	50.0	970.918		
4	1	2				
4	1	1				
4	2	2			0.0	0.0
4	2	2			0.0	0.0
4	2	2	50.0	69.9534	0.0	0.0
4	1	1				
4	2	1	20.0	637.2274	10.0	50.0
2	1	2	40.0	2405.7875		
2	1	2	90.0	1521.5075		
2	2	2			0.0	0.0
2	2	2	30.0	1287.924	7.0	35.0
2	1	2	50.0	2288.9958		
2	2	2	70.0	2188.8886	0.0	0.0
2	2	1	80.0	1955.3052	0.0	0.0
2	1	1	40.0	353.5904		
2	2	2			0.0	0.0
2	1	1				
2	1	1	60.0	603.8583		
2	2	2	40.0	503.7512	0.0	0.0
2	1	1	80.0	3.2153		
2	2	1	30.0	1087.7097	7.0	35.0
2	2	1	40.0	1037.6561	2.0	10.0
2	1	1	70.0	1755.0909		
2	2	1	60.0	3.2153	0.0	0.0
2	2	1	50.0	1671.6682	0.0	0.0
2	1	2	60.0	2205.5732		
2	1	2	30.0	2205.5732		
3	1	2	80.0	153.3761		
3	1	2	60.0	2455.8411		
3	2	1	40.0	804.0727	0.0	0.0
3	1	1				
3	1	2	60.0	804.0727		
3	1	2	70.0	703.9655		
3	1	1	70.0	520.4357		
3	1	2	30.0	987.6025		
3	2	2	60.0	2055.4124	0.0	0.0
3	2	1	70.0	1855.1979999999999	0.0	0.0
3	1	1	30.0	1855.1979999999999		
3	2	2	70.0	1071.0252	0.0	0.0
3	1	1	90.0	2439.1566		
3	1	1	50.0	2022.0433		
3	2	2	40.0	2155.5196	2.0	10.0
3	2	1	40.0	2656.0555	0.0	0.0
3	2	1	70.0	1538.192	0.0	0.0
3	2	2	30.0	2205.5732	7.0	35.0
3	1	2	50.0	1071.0252		
3	2	2	50.0	1488.1384	0.0	0.0
1	2	1	60.0	970.918	0.0	0.0
1	1	1	70.0	1104.3942		
1	2	2	70.0	1121.0788	0.0	0.0
1	2	1	70.0	2639.3709	0.0	0.0
1	2	2	40.0	1588.2456	2.0	10.0
1	1	2	50.0	1521.5075		
1	2	2	70.0	870.8108	0.0	0.0
1	2	1	60.0	1104.3942	0.0	0.0
1	1	1	50.0	2005.3588		
1	2	2	60.0	620.5429	0.0	0.0
1	1	2	60.0	653.9119		
1	1	2	40.0	1204.5014		
1	2	2	70.0	937.5489	0.0	0.0
1	2	1	50.0	1221.1859	0.0	0.0
1	1	1	40.0	1404.7158		
1	1	1	50.0	1054.3406		
1	1	1	40.0	1554.8765		
1	1	2	70.0	1738.4063		
1	1	2	50.0	1738.4063		
1	2	1	60.0	1304.6086	0.0	0.0
5	2	1	70.0	1171.1323	0.0	0.0
5	1	2	70.0	2172.2041		
5	2	1	80.0	2489.2102	0.0	0.0
5	2	2	50.0	1121.0788	0.0	0.0
5	2	1	40.0	1554.8765	2.0	10.0
5	1	2	50.0	637.2274		
5	1	2	60.0	1104.3942		
5	2	1	60.0	1287.924	0.0	0.0
5	2	2	70.0	1671.6682	0.0	0.0
5	2	1	40.0	2756.1626	0.0	0.0
5	2	2	60.0	1121.0788	0.0	0.0
5	2	2	80.0	1604.9301	0.0	0.0
5	2	1	40.0	2756.1626	0.0	0.0
5	2	2	50.0	703.9655	0.0	0.0
5	1	1	60.0	453.6976		
5	1	1	70.0	804.0727		
5	1	1	80.0	703.9655		
5	1	1	60.0	687.2810000000001		
5	1	2	70.0	603.8583		
5	1	2	50.0	620.5429		
6	1	1	60.0	1738.4063		
6	1	2	60.0	1471.4539		
6	2	2	70.0	1121.0788	0.0	0.0
6	2	1	70.0	804.0727	0.0	0.0
6	1	2	50.0	1337.9776		
6	2	2	60.0	737.3346	0.0	0.0
6	2	1	70.0	1538.192	0.0	0.0
6	2	2	60.0	1571.5610000000001	0.0	0.0
6	1	2	70.0	1004.2869999999999		
6	1	1	70.0	1271.2395		
6	2	1	80.0	1254.555	0.0	0.0
6	1	1	40.0	1638.2992		
6	1	2	60.0	670.5965		
6	1	2	70.0	2622.6864		
6	1	1	80.0	1988.6743		
6	1	1	60.0	1354.6622		
6	2	2	60.0	1304.6086	0.0	0.0
6	1	1	60.0	2122.1505		
6	2	1	50.0	1855.1979999999999	0.0	0.0
6	2	2	60.0	1421.4003	0.0	0.0
