StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
1	2.0	0	3	1	1065.9958
1	3.0	0	4	1	2482.2026
1	3.0	1	1	0	749.4319
1	1.0	0	4	1	766.0932
1	1.0	0	1	0	616.1419
1	4.0	1	5	1	799.4157
1	1.0	0	4	1	699.4482
1	1.0	0	2	0	749.4319
1	3.0	1	4	1	982.6895
1	4.0	1	4	1	666.1257
1	2.0	1	3	0	566.1581
1	1.0	1	2	0	1082.6571
1	2.0	0	5	1	682.7869
1	2.0	1	4	1	716.1094
1	4.0	1	4	1	716.1094
1	1.0	1	1	0	532.8356
1	3.0	1	1	0	566.1581
1	1.0	0	1	0	616.1419
1	4.0	0	2	0	616.1419
1	3.0	1	1	0	549.4969
1	1.0	1	5	1	782.7545
1	4.0	1	1	0	516.1743
1	3.0	1	2	0	516.1743
1	1.0	1	3	0	666.1257
1	3.0	0	3	0	482.8518
1	2.0	0	5	1	516.1743
1	1.0	0	3	0	516.1743
1	4.0	1	2	0	716.1094
1	2.0	0	1	0	549.4969
1	2.0	1	3	0	599.4806
1	2.0	1	5	1	632.8031
1	4.0	0	1	0	432.8681
1	4.0	0	3	0	499.5131
1	3.0	0	4	1	566.1581
1	3.0	0	2	0	566.1581
1	4.0	1	3	0	549.4969
1	3.0	1	5	1	566.1581
1	3.0	0	4	1	632.8031
1	2.0	1	4	1	532.8356
1	4.0	0	2	0	499.5131
1	4.0	1	4	1	632.8031
1	3.0	1	5	1	566.1581
1	4.0	0	5	1	516.1743
1	4.0	0	1	0	516.1743
1	3.0	1	1	0	549.4969
1	4.0	0	1	0	499.5131
1	2.0	1	5	1	599.4806
1	1.0	1	5	1	632.8031
1	1.0	1	1	0	449.5293
1	2.0	0	1	0	632.8031
1	4.0	0	3	0	882.722
1	1.0	0	3	0	599.4806
1	3.0	0	5	1	699.4482
1	3.0	1	2	0	582.8194
1	2.0	0	2	0	482.8518
1	3.0	0	5	1	732.7707
1	1.0	1	5	1	616.1419
1	3.0	1	3	0	882.722
1	4.0	1	1	0	582.8194
1	3.0	0	4	1	599.4806
1	1.0	1	1	0	532.8356
1	1.0	1	2	0	682.7869
1	3.0	1	2	0	599.4806
1	3.0	0	3	0	666.1257
1	3.0	0	4	1	632.8031
1	3.0	1	4	1	549.4969
1	1.0	0	5	1	682.7869
1	3.0	1	3	0	732.7707
1	3.0	1	2	0	682.7869
1	3.0	0	1	0	532.8356
1	4.0	1	2	0	616.1419
1	1.0	1	4	1	782.7545
1	1.0	0	2	0	582.8194
1	3.0	0	2	0	616.1419
1	2.0	1	3	0	532.8356
1	2.0	1	3	0	549.4969
1	3.0	0	5	1	582.8194
1	2.0	0	2	0	599.4806
1	1.0	0	5	1	599.4806
1	4.0	1	5	1	599.4806
1	1.0	1	2	0	516.1743
1	4.0	0	5	1	582.8194
1	1.0	1	4	1	616.1419
1	3.0	0	4	1	732.7707
1	4.0	0	3	0	682.7869
1	4.0	1	3	0	532.8356
1	3.0	0	3	0	349.5618
1	1.0	0	1	0	616.1419
1	2.0	0	4	1	566.1581
1	1.0	0	2	0	666.1257
2	3.0	0	4	1	666.1257
2	2.0	0	1	0	482.8518
2	4.0	0	3	0	632.8031
2	3.0	0	5	1	582.8194
2	1.0	1	3	0	582.8194
2	2.0	1	4	1	466.1906
2	2.0	1	5	1	566.1581
2	4.0	1	2	0	666.1257
2	1.0	0	5	1	632.8031
2	3.0	1	5	1	499.5131
2	4.0	1	3	0	532.8356
2	2.0	1	5	1	549.4969
2	1.0	1	1	0	832.7382
2	2.0	1	2	0	549.4969
2	3.0	0	4	1	499.5131
2	4.0	1	5	1	616.1419
2	4.0	0	4	1	532.8356
2	2.0	0	1	0	749.4319
2	3.0	0	1	0	449.5293
2	1.0	0	3	0	599.4806
2	3.0	1	3	0	482.8518
2	3.0	1	3	0	466.1906
2	3.0	0	3	0	482.8518
2	2.0	1	2	0	632.8031
2	3.0	1	1	0	532.8356
2	2.0	0	2	0	666.1257
2	4.0	0	4	1	582.8194
2	4.0	0	1	0	566.1581
2	1.0	1	4	1	532.8356
2	4.0	1	2	0	599.4806
2	2.0	1	4	1	582.8194
2	4.0	0	1	0	416.2068
2	3.0	1	2	0	599.4806
2	2.0	0	3	0	499.5131
2	3.0	1	1	0	499.5131
2	3.0	0	5	1	699.4482
2	2.0	0	2	0	699.4482
2	3.0	1	1	0	449.5293
2	1.0	1	2	0	532.8356
2	1.0	1	4	1	582.8194
2	1.0	1	4	1	532.8356
2	4.0	1	1	0	516.1743
2	3.0	1	5	1	666.1257
2	3.0	0	3	0	932.7058
2	2.0	0	3	0	466.1906
2	4.0	1	4	1	649.4644
2	3.0	1	1	0	516.1743
2	1.0	1	1	0	499.5131
2	1.0	0	4	1	566.1581
2	2.0	1	5	1	616.1419
2	1.0	0	1	0	499.5131
2	1.0	0	1	0	599.4806
2	1.0	1	1	0	466.1906
2	2.0	1	3	0	682.7869
2	3.0	1	3	0	582.8194
2	4.0	1	5	1	682.7869
2	2.0	1	2	0	616.1419
2	1.0	0	4	1	649.4644
2	4.0	0	1	0	516.1743
2	4.0	0	2	0	466.1906
2	1.0	0	2	0	482.8518
2	4.0	0	3	0	599.4806
2	3.0	0	4	1	599.4806
2	3.0	0	1	0	532.8356
2	2.0	1	4	1	666.1257
2	2.0	0	5	1	749.4319
2	1.0	1	5	1	699.4482
2	4.0	1	3	0	1099.3183
2	1.0	1	2	0	516.1743
2	1.0	1	3	0	599.4806
2	3.0	1	1	0	516.1743
2	4.0	1	4	1	632.8031
2	2.0	0	3	0	466.1906
2	1.0	0	3	0	499.5131
2	3.0	1	5	1	632.8031
2	4.0	1	4	1	666.1257
2	4.0	0	5	1	516.1743
