StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
2	17	1	1	0	651.7533
2	10	0	3	1	818.597
2	78	1	1	0	685.122
2	23	0	4	1	868.6502
2	71	0	4	1	801.9127
2	83	0	5	1	434.8564
2	27	1	2	0	685.122
2	24	0	5	1	484.9095
2	50	0	2	1	1319.1283
2	51	0	3	1	1536.0252
2	71	0	2	0	935.3877
2	14	0	4	1	601.7001
2	19	0	1	0	1319.1283
2	61	1	1	0	1485.9721
2	39	0	2	0	1919.7659
2	46	0	5	1	1269.0752
2	10	0	5	1	551.647
2	57	1	4	1	635.0689
2	25	1	3	0	2937.5129
2	35	0	1	0	2887.4597
2	27	1	2	0	902.0189
2	50	0	3	1	601.7001
2	62	1	3	1	1886.3971
2	3	0	2	0	501.5939
2	70	1	4	1	1452.6034
2	34	0	5	1	685.122
2	55	1	2	0	551.647
2	49	0	2	0	868.6502
2	19	0	3	1	918.7033
2	55	1	5	1	401.4876
2	94	0	4	1	534.9626
2	58	0	4	1	334.7501
2	43	1	4	1	351.4345
2	98	0	5	1	618.3845
2	85	1	4	1	568.3314
2	59	1	4	1	1052.1783
2	94	1	4	1	601.7001
2	84	0	3	1	902.0189
2	4	1	4	1	1519.3409
2	84	0	5	1	451.5408
2	86	1	5	1	534.9626
2	3	0	2	1	568.3314
2	21	1	2	0	1018.8096
2	68	0	1	1	2670.5628
2	82	1	3	1	1519.3409
2	18	0	5	1	735.1752
2	58	1	3	1	1369.1815
2	62	0	5	1	468.2251
2	44	1	1	0	751.8595
2	80	0	2	0	918.7033
2	21	1	5	1	1769.6065
2	42	0	1	0	2053.2409
2	97	0	1	0	1836.344
2	72	1	3	1	2520.4034
2	18	1	3	1	751.8595
2	26	0	1	0	501.5939
2	13	1	1	0	401.4876
2	78	1	5	1	384.8033
2	3	0	2	1	1269.0752
2	11	1	3	1	534.9626
2	11	1	1	0	468.2251
2	84	1	1	0	568.3314
2	72	1	2	1	968.7564
2	93	1	2	0	551.647
2	12	1	5	1	585.0158
2	12	0	3	1	668.4377
2	55	1	2	1	701.8064
2	44	0	4	1	434.8564
2	83	0	3	1	518.2783
2	81	0	2	0	701.8064
2	71	1	5	1	468.2251
2	84	0	1	0	718.4908
2	63	1	2	0	685.122
2	3	1	4	1	1068.8627
2	94	1	2	0	585.0158
2	96	1	1	0	518.2783
2	33	0	1	0	418.172
2	60	0	4	1	985.4408
2	78	0	4	1	401.4876
2	54	0	3	1	434.8564
2	10	1	5	1	501.5939
2	51	0	1	0	768.5439
2	43	1	5	1	585.0158
2	52	1	3	1	2470.3503
2	20	0	4	1	2570.4566
2	93	1	3	1	2403.6128
2	97	0	3	1	1185.6533
2	46	1	5	1	785.2283
2	66	1	1	0	518.2783
1	45	1	1	0	434.8564
1	97	0	3	1	518.2783
1	58	0	5	1	518.2783
1	85	1	3	1	468.2251
1	35	0	2	0	468.2251
1	38	1	3	1	918.7033
1	51	1	1	0	451.5408
1	68	0	2	0	751.8595
1	41	1	4	1	451.5408
1	96	1	5	1	618.3845
1	32	0	2	1	1519.3409
1	36	0	3	1	601.7001
1	84	1	4	1	468.2251
1	41	1	1	0	401.4876
1	71	1	1	0	418.172
1	78	1	1	0	384.8033
1	69	1	5	1	1102.2314
1	38	1	1	0	451.5408
1	98	0	4	0	401.4876
1	7	1	3	1	451.5408
1	20	1	1	0	468.2251
1	64	0	4	1	351.4345
1	32	1	3	1	468.2251
1	70	1	5	1	384.8033
1	39	0	5	1	334.7501
1	75	1	4	1	284.697
1	55	1	4	1	301.3814
1	24	0	5	1	484.9095
1	21	1	4	1	418.172
1	13	0	2	0	601.7001
1	84	0	2	1	1185.6533
1	9	1	1	0	501.5939
1	92	1	2	0	735.1752
1	4	0	1	0	1435.919
1	53	0	2	0	1269.0752
1	55	0	2	0	1802.9753
1	84	1	2	0	1903.0815
1	76	0	1	0	1903.0815
1	84	0	5	1	1285.7596
1	10	1	5	1	618.3845
1	8	0	3	1	1285.7596
1	20	1	1	0	434.8564
1	98	0	3	1	434.8564
1	86	0	1	0	568.3314
1	16	0	3	1	1602.7627
1	25	0	4	1	2119.9784
1	48	1	5	1	534.9626
1	39	1	3	1	1652.8159
1	42	1	2	0	685.122
1	15	0	4	1	551.647
1	58	0	3	1	334.7501
1	68	1	1	0	401.4876
1	67	0	5	1	351.4345
1	56	0	4	1	751.8595
1	31	0	1	1	1452.6034
1	47	1	4	1	651.7533
1	64	1	5	1	651.7533
1	43	1	2	1	801.9127
1	76	0	4	1	685.122
1	23	0	5	1	384.8033
1	19	0	1	0	384.8033
1	22	1	5	1	468.2251
1	44	0	4	1	1018.8096
1	32	0	4	1	635.0689
1	79	1	3	1	1452.6034
1	42	0	5	1	2103.294
1	1	1	2	0	718.4908
1	95	0	4	1	551.647
1	5	1	3	1	551.647
1	9	0	5	1	384.8033
1	67	0	2	0	968.7564
1	98	0	1	0	451.5408
1	55	1	2	0	534.9626
1	8	0	2	0	468.2251
1	29	1	5	1	534.9626
1	12	1	4	1	418.172
1	40	0	1	0	551.647
1	51	1	5	1	685.122
1	47	0	3	1	551.647
1	20	1	4	1	2570.4566
1	67	1	2	1	1135.6002
1	49	0	1	0	534.9626
1	17	1	2	1	418.172
1	40	1	3	1	518.2783
1	1	1	2	0	585.0158
1	87	0	3	1	1719.5534
1	69	1	4	1	2453.6659
1	49	0	1	1	2370.2441
1	3	0	3	0	801.9127
1	98	0	5	1	1385.8658
