StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
1	49	0	3	0	2631.7567
1	32	1	3	0	2448.5029
1	83	1	3	1	2032.017
1	84	1	2	1	1915.401
1	49	1	3	1	2081.9953
1	81	1	1	n/a	n/a
1	23	0	1	0	2665.0755
1	19	0	2	1	1598.8717
1	26	1	4	0	1632.1906
1	21	1	1	0	2465.1623
1	60	0	4	n/a	n/a
1	62	0	4	0	1948.7199
1	95	1	4	1	2281.9085
1	84	1	1	1	2898.3076
1	77	1	4	1	2165.2925
1	21	1	4	1	1582.2123
1	11	0	4	1	1582.2123
1	28	1	3	0	1215.7047
1	23	0	2	1	1682.1689
1	71	1	3	1	2098.6548
1	65	1	1	1	2481.8217
1	40	1	5	0	2248.5897
1	21	0	1	n/a	n/a
1	18	0	4	n/a	n/a
1	77	0	4	0	1348.9802
1	92	1	1	1	1115.7481
1	51	1	3	1	1815.4444
1	21	0	2	1	2081.9953
1	21	1	2	0	2498.4812
1	71	0	3	n/a	n/a
1	21	1	5	0	1582.2123
1	34	1	2	0	1432.2774
1	21	0	5	1	1199.0453
1	58	1	4	1	2781.6916
1	17	1	1	0	1615.5312
1	43	0	2	1	2115.3142
1	70	0	4	0	1865.4227
1	13	0	3	n/a	n/a
1	32	1	5	0	1632.1906
1	96	0	3	0	2015.3576
1	59	1	5	0	2231.9302
1	4	0	5	1	2048.6765
1	45	1	1	1	2914.967
1	40	0	5	1	1382.2991
1	54	0	5	0	2864.9887
1	37	0	4	1	1282.3425
1	41	1	5	0	1765.4661
1	82	0	5	0	1648.85
1	64	0	5	0	1782.1255
1	41	0	3	1	2248.5897
1	78	1	3	1	2265.2491
1	62	0	3	n/a	n/a
1	33	1	3	0	1348.9802
1	62	1	2	1	2515.1406
1	78	1	2	1	882.5161
1	97	0	2	0	1332.3208
1	11	1	1	0	2065.3359
1	25	1	2	0	2648.4161
1	26	0	4	1	1115.7481
1	68	1	5	1	1465.5963
1	74	0	4	0	1215.7047
1	32	1	5	0	2531.8001
1	88	1	5	1	1715.4878
1	67	0	5	0	1365.6397
1	12	0	1	1	1482.2557
1	27	0	3	0	1482.2557
1	79	1	5	1	2798.351
1	44	1	3	0	1099.0887
1	81	1	2	1	2181.9519
1	67	0	2	0	2131.9736
1	46	1	4	1	2914.967
1	20	0	5	1	1482.2557
1	90	0	2	0	1199.0453
1	59	0	1	n/a	n/a
1	46	1	1	0	965.8132
1	81	0	5	0	2315.2274
1	45	0	2	0	2781.6916
1	37	1	2	0	1882.0821
1	91	0	1	0	1065.7698
