StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
1	2.0	0	2	1	718.7295
1	4.0	0	4	1	768.7896
1	3.0	0	3	1	852.2231
1	3.0	1	3	1	401.6823
1	3.0	1	4	1	601.9227
1	4.0	1	2	1	485.1158
1	1.0	0	3	1	635.2961
1	3.0	0	5	1	268.1888
1	1.0	0	5	0	885.5965
1	2.0	0	5	0	835.5364
1	2.0	1	5	0	435.0557
1	1.0	1	1	1	435.0557
1	4.0	0	2	1	568.5493
1	3.0	1	2	1	702.0428
1	1.0	1	3	1	885.5965
1	4.0	0	2	1	284.8755
1	3.0	0	5	1	284.8755
1	2.0	1	3	1	885.5965
1	3.0	1	1	1	1219.3304
1	1.0	1	5	0	952.3433
1	4.0	0	1	1	1019.09
1	2.0	0	1	1	818.8497
1	1.0	1	2	1	384.9956
1	1.0	1	2	1	1953.5449
1	3.0	1	3	1	468.4291
1	3.0	1	1	1	568.5493
1	1.0	1	3	1	601.9227
1	2.0	0	4	1	501.8025
1	1.0	1	2	1	518.4892
1	2.0	1	1	1	384.9956
1	3.0	1	3	1	485.1158
1	1.0	0	1	1	635.2961
1	4.0	0	4	1	568.5493
1	2.0	1	1	1	585.236
1	3.0	1	5	1	301.5622
1	3.0	1	4	1	735.4162
1	3.0	1	1	1	468.4291
1	1.0	0	3	1	518.4892
1	3.0	1	2	1	1019.09
1	3.0	1	5	0	468.4291
1	3.0	1	4	1	1202.6437
1	1.0	0	5	0	1586.4377
1	1.0	0	4	1	1486.3175
1	1.0	1	4	1	418.369
1	3.0	0	3	1	585.236
1	1.0	1	5	0	485.1158
1	1.0	0	2	1	535.1759
1	2.0	0	4	1	418.369
1	4.0	1	5	0	718.7295
1	1.0	1	4	1	501.8025
1	1.0	0	1	1	485.1158
1	4.0	0	5	0	551.8626
1	4.0	1	2	1	551.8626
1	4.0	1	3	1	551.8626
1	4.0	0	4	1	318.2489
1	2.0	0	3	1	501.8025
1	3.0	0	1	1	451.7424
1	4.0	0	2	1	334.9356
1	1.0	0	4	1	334.9356
1	2.0	0	3	1	668.6695
1	2.0	0	5	0	1169.2703
1	1.0	0	4	1	1553.0643
1	1.0	0	3	1	785.4763
1	4.0	0	1	1	2787.8797
1	3.0	0	1	1	1653.1844
1	4.0	1	3	1	1436.2574
1	2.0	0	4	1	952.3433
1	3.0	1	4	1	935.6566
1	4.0	1	5	1	1719.9312
1	3.0	0	1	1	1619.8110000000001
1	4.0	1	2	1	401.6823
1	4.0	1	1	1	318.2489
1	3.0	1	5	1	802.163
1	3.0	0	2	1	802.163
1	2.0	1	4	1	2420.7724
1	1.0	0	2	1	418.369
1	3.0	1	4	1	485.1158
1	1.0	1	4	1	618.6094
1	2.0	0	2	1	568.5493
1	2.0	0	2	1	1052.4634
1	1.0	0	5	0	818.8497
1	4.0	0	3	1	935.6566
1	3.0	1	3	1	1236.0171
1	2.0	1	2	1	2604.326
1	4.0	0	3	1	1119.2102
1	2.0	1	1	1	702.0428
1	3.0	0	5	0	1486.3175
1	2.0	1	5	0	1936.8582
1	1.0	0	1	1	1503.0042
2	4.0	1	1	1	2137.0986
2	4.0	0	4	1	868.9098
2	4.0	1	4	1	1052.4634
2	1.0	0	2	1	535.1759
2	4.0	1	1	1	1519.6909
2	2.0	0	3	1	468.4291
2	3.0	0	1	1	651.9828
2	3.0	1	3	1	368.309
2	4.0	0	1	1	535.1759
2	1.0	1	3	1	1002.4033
2	4.0	0	5	0	618.6094
2	2.0	0	4	1	535.1759
2	4.0	1	1	1	785.4763
2	1.0	1	5	0	685.3561
2	4.0	0	5	0	451.7424
2	4.0	1	5	0	435.0557
2	4.0	0	2	1	368.309
2	1.0	0	5	0	468.4291
2	1.0	0	4	1	501.8025
2	1.0	1	4	1	551.8626
2	2.0	0	4	1	368.309
2	3.0	0	2	1	1870.1115
2	1.0	1	1	1	1002.4033
2	4.0	0	5	0	1486.3175
2	3.0	0	4	1	368.309
2	3.0	0	1	1	518.4892
2	4.0	1	4	1	2971.4333
2	3.0	0	2	1	1102.5235
2	4.0	1	2	1	1503.0042
2	1.0	0	1	1	1469.6308
2	1.0	1	4	1	802.163
2	2.0	0	2	1	368.309
2	4.0	1	3	1	1085.8368
2	4.0	1	1	1	451.7424
2	3.0	0	2	1	969.03
2	1.0	1	5	1	551.8626
2	2.0	1	1	1	501.8025
2	4.0	0	1	1	485.1158
2	3.0	0	3	1	1236.0171
2	4.0	0	3	1	551.8626
2	2.0	0	5	0	935.6566
2	3.0	1	3	1	1119.2102
2	2.0	0	1	1	718.7295
2	1.0	1	2	1	485.1158
2	2.0	1	4	1	585.236
2	3.0	1	2	1	418.369
2	2.0	1	2	1	568.5493
2	1.0	0	3	1	1035.7767
2	3.0	1	3	1	1336.1372
2	4.0	0	2	1	451.7424
2	3.0	0	4	1	451.7424
2	1.0	1	1	1	435.0557
2	1.0	0	3	1	418.369
2	3.0	1	1	1	418.369
2	1.0	0	4	1	752.1029
2	1.0	0	3	1	568.5493
2	4.0	1	4	1	2203.8454
2	4.0	1	5	1	351.6223
2	4.0	0	4	1	1669.8711
2	2.0	0	2	1	535.1759
2	4.0	1	2	1	351.6223
2	1.0	0	2	1	1236.0171
2	2.0	1	1	1	451.7424
2	2.0	0	5	0	651.9828
2	2.0	0	5	0	501.8025
2	4.0	1	5	0	518.4892
2	4.0	1	3	1	518.4892
2	1.0	1	2	1	451.7424
2	1.0	1	2	1	368.309
2	1.0	1	1	1	301.5622
2	2.0	1	3	1	368.309
2	3.0	1	5	0	818.8497
2	4.0	0	3	1	1953.5449
2	3.0	1	2	1	651.9828
2	3.0	1	3	1	1152.5836
2	1.0	0	5	0	1085.8368
2	1.0	1	4	1	535.1759
2	2.0	0	1	1	1369.5106
2	2.0	1	4	1	2137.0986
2	3.0	1	4	1	685.3561
2	1.0	1	5	0	1169.2703
2	2.0	0	3	1	518.4892
2	4.0	0	1	1	535.1759
2	1.0	1	3	1	651.9828
2	4.0	0	3	1	802.163
2	3.0	1	2	1	1069.1501
2	2.0	1	5	0	1069.1501
2	3.0	0	4	1	351.6223
2	1.0	0	1	1	518.4892
