StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
1	86	1	2	0	2299.2983
1	99	1	4	1	1216.1953
1	41	1	1	0	782.9541
1	20	1	4	1	866.2697
1	75	1	5	1	1166.2059
1	42	1	1	0	1466.1421
1	25	1	5	1	799.6172
1	3	0	5	1	2182.6564
1	99	1	5	1	2182.6564
1	61	0	4	1	1782.7415
1	77	0	3	1	1616.1102
1	28	1	4	1	1316.174
1	84	0	5	0	2665.8869
1	23	0	5	1	849.6066
1	13	0	3	1	1399.4896
1	13	1	3	1	1116.2166
1	17	1	2	0	1099.5534
1	68	1	1	0	866.2697
1	36	0	1	0	999.5747
1	54	0	3	1	1232.8584
1	22	1	5	1	916.2591
1	97	0	1	0	1232.8584
1	89	0	2	0	2982.4863
1	93	1	5	1	1116.2166
1	37	1	4	1	1316.174
1	29	0	2	0	1466.1421
1	28	1	3	1	1049.5641
1	20	1	2	0	1082.8903
1	14	0	4	1	1132.8797
1	36	1	5	1	849.6066
1	77	0	4	1	2949.16
1	82	0	4	1	732.9647
1	16	0	2	0	1149.5428
1	51	0	5	1	1016.2378
1	40	0	2	0	1266.1847
1	23	0	3	1	1116.2166
1	64	0	4	1	1616.1102
1	26	1	2	0	1049.5641
1	37	0	4	1	1066.2272
1	15	0	1	0	1266.1847
1	40	1	4	1	1266.1847
1	47	0	1	0	1949.3727
1	19	1	1	0	932.9222
1	79	0	5	1	1016.2378
1	36	0	2	0	2482.5926
1	84	1	1	0	1882.7202
1	85	0	3	1	1982.6989
1	51	1	3	1	1082.8903
1	11	1	5	1	1032.9009
1	9	0	5	1	1132.8797
1	84	1	4	1	1566.1209
1	88	1	3	1	2232.6458
1	63	0	3	1	1366.1634
1	51	1	2	0	1732.7521
1	2	0	1	0	1249.5215
1	80	0	1	0	1532.7946
1	72	0	5	1	1432.8159
1	37	1	5	1	1799.4046
1	41	1	4	1	1566.1209
1	86	1	2	0	2615.8976
1	41	1	1	0	1166.2059
1	19	1	1	0	1432.8159
1	2	0	2	1	2232.6458
1	1	1	3	1	1382.8265
1	37	1	3	1	1682.7627
1	83	1	3	1	1299.5109
1	61	0	2	0	2615.8976
1	72	1	3	1	2465.9295
1	77	0	3	1	1249.5215
1	75	1	1	0	1132.8797
1	29	1	1	0	1116.2166
1	7	1	4	1	1382.8265
1	50	0	1	0	1132.8797
1	64	0	3	1	1949.3727
1	84	0	1	0	1549.4577
1	77	1	2	0	1032.9009
1	26	0	1	0	2749.2026
1	87	0	2	0	849.6066
1	21	0	3	0	999.5747
1	72	0	2	0	666.3122
1	39	1	3	1	749.6279
1	12	0	4	1	2116.0039
1	39	1	5	1	882.9328
1	83	0	4	1	682.9754
1	88	1	4	1	1082.8903
1	5	0	4	1	1516.1315
1	60	0	5	1	932.9222
1	41	1	2	0	1099.5534
1	63	0	5	1	1799.4046
1	52	1	2	0	982.9116
2	6	1	3	1	2215.9826
2	85	1	4	1	1466.1421
2	37	0	1	0	882.9328
2	84	1	3	1	766.291
2	98	0	4	1	699.6385
2	22	0	4	0	1549.4577
2	3	0	2	0	949.5853
2	52	0	2	0	1032.9009
2	37	0	5	1	1549.4577
2	28	0	4	1	1266.1847
2	34	0	4	1	1082.8903
2	68	1	2	0	1282.8478
2	45	0	5	1	1882.7202
2	3	1	1	0	2132.667
2	86	1	2	0	1499.4684
2	69	1	4	1	1282.8478
2	77	0	3	0	1849.3939
2	26	0	2	0	832.9435
2	56	1	5	1	2165.9933
2	70	0	2	0	666.3122
2	53	0	3	1	782.9541
2	90	1	1	1	782.9541
2	26	0	4	0	349.7129
2	91	0	1	1	316.3867
2	42	1	4	1	932.9222
2	7	0	1	0	849.6066
2	44	1	2	0	1382.8265
2	19	1	5	1	799.6172
2	79	0	3	1	932.9222
2	22	0	2	0	1082.8903
2	59	1	2	0	1132.8797
2	94	1	1	0	2032.6883
2	96	1	4	1	1466.1421
2	60	1	1	0	732.9647
2	39	1	4	1	1099.5534
2	12	0	5	1	1599.4471
2	83	1	5	1	899.596
2	21	1	5	0	2549.2451
2	63	1	1	0	1449.479
2	55	1	3	1	666.3122
2	56	0	5	1	2066.0145
2	16	0	1	0	1949.3727
2	66	0	2	0	1232.8584
2	10	1	3	1	849.6066
2	52	0	3	0	1082.8903
2	48	0	3	1	1116.2166
2	98	0	5	1	849.6066
2	22	1	4	1	2682.5501
2	71	0	5	1	1766.0783
2	98	1	1	0	1582.784
2	33	1	4	1	1016.2378
2	18	0	3	1	1449.479
2	22	1	5	1	1249.5215
2	93	1	2	0	982.9116
2	12	1	1	0	1349.5003
2	98	0	4	1	1016.2378
2	63	0	2	0	1399.4896
2	46	1	3	1	1116.2166
2	78	0	3	1	949.5853
2	9	0	1	0	1082.8903
2	59	1	4	1	916.2591
2	40	0	4	1	632.986
2	96	1	3	1	999.5747
2	58	1	5	1	1082.8903
2	65	1	3	1	1199.5322
2	2	1	2	1	1782.7415
2	12	1	2	1	916.2591
2	85	0	1	1	466.3548
2	76	1	5	1	616.3229
2	87	1	5	1	782.9541
2	36	1	5	1	749.6279
2	85	0	2	0	999.5747
2	5	0	5	1	766.291
2	55	1	2	0	1016.2378
2	19	1	3	1	899.596
2	83	1	3	1	1166.2059
2	38	1	1	0	1616.1102
2	41	0	1	0	1199.5322
2	79	0	4	1	832.9435
2	3	0	5	1	816.2804
2	60	0	4	0	816.2804
2	16	1	1	0	1266.1847
