StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
2	1.0	1	1	0	651.7533
2	1.0	0	3	1	818.597
2	3.0	1	1	0	685.122
2	1.0	0	4	1	868.6502
2	3.0	0	4	1	801.9127
2	3.0	0	5	1	434.8564
2	1.0	1	2	0	685.122
2	1.0	0	5	1	484.9095
2	2.0	0	2	1	1319.1283
2	2.0	0	3	1	1536.0252
2	3.0	0	2	0	935.3877
2	1.0	0	4	1	601.7001
2	1.0	0	1	0	1319.1283
2	2.0	1	1	0	1485.9721
2	2.0	0	2	0	1919.7659
2	2.0	0	5	1	1269.0752
2	1.0	0	5	1	551.6469999999998
2	2.0	1	4	1	635.0689
2	1.0	1	3	0	2937.5129
2	2.0	0	1	0	2887.4597
2	1.0	1	2	0	902.0189
2	2.0	0	3	1	601.7001
2	2.0	1	3	1	1886.3971
2	1.0	0	2	0	501.5939
2	3.0	1	4	1	1452.6034
2	2.0	0	5	1	685.122
2	2.0	1	2	0	551.6469999999998
2	2.0	0	2	0	868.6502
2	1.0	0	3	1	918.7033
2	2.0	1	5	1	401.4876
2	3.0	0	4	1	534.9626
2	2.0	0	4	1	334.7501
2	2.0	1	4	1	351.4345
2	3.0	0	5	1	618.3845
2	3.0	1	4	1	568.3314
2	2.0	1	4	1	1052.1783
2	3.0	1	4	1	601.7001
2	3.0	0	3	1	902.0189
2	1.0	1	4	1	1519.3409
2	3.0	0	5	1	451.5408
2	3.0	1	5	1	534.9626
2	1.0	0	2	1	568.3314
2	1.0	1	2	0	1018.8096
2	3.0	0	1	1	2670.5628
2	3.0	1	3	1	1519.3409
2	1.0	0	5	1	735.1752
2	2.0	1	3	1	1369.1815
2	2.0	0	5	1	468.2251
2	2.0	1	1	0	751.8595
2	3.0	0	2	0	918.7033
2	1.0	1	5	1	1769.6065
2	2.0	0	1	0	2053.2409
2	3.0	0	1	0	1836.344
2	3.0	1	3	1	2520.4034
2	1.0	1	3	1	751.8595
2	1.0	0	1	0	501.5939
2	1.0	1	1	0	401.4876
2	3.0	1	5	1	384.8033
2	1.0	0	2	1	1269.0752
2	1.0	1	3	1	534.9626
2	1.0	1	1	0	468.2251
2	3.0	1	1	0	568.3314
2	3.0	1	2	1	968.7564
2	3.0	1	2	0	551.6469999999998
2	1.0	1	5	1	585.0158
2	1.0	0	3	1	668.4377
2	2.0	1	2	1	701.8064
2	2.0	0	4	1	434.8564
2	3.0	0	3	1	518.2783
2	3.0	0	2	0	701.8064
2	3.0	1	5	1	468.2251
2	3.0	0	1	0	718.4908
2	2.0	1	2	0	685.122
2	1.0	1	4	1	1068.8627
2	3.0	1	2	0	585.0158
2	3.0	1	1	0	518.2783
2	1.0	0	1	0	418.172
2	2.0	0	4	1	985.4408
2	3.0	0	4	1	401.4876
2	2.0	0	3	1	434.8564
2	1.0	1	5	1	501.5939
2	2.0	0	1	0	768.5439
2	2.0	1	5	1	585.0158
2	2.0	1	3	1	2470.3503
2	1.0	0	4	1	2570.4566
2	3.0	1	3	1	2403.6128
2	3.0	0	3	1	1185.6533
2	2.0	1	5	1	785.2283
2	2.0	1	1	0	518.2783
1	2.0	1	1	0	434.8564
1	3.0	0	3	1	518.2783
1	2.0	0	5	1	518.2783
1	3.0	1	3	1	468.2251
1	2.0	0	2	0	468.2251
1	2.0	1	3	1	918.7033
1	2.0	1	1	0	451.5408
1	3.0	0	2	0	751.8595
1	2.0	1	4	1	451.5408
1	3.0	1	5	1	618.3845
1	1.0	0	2	1	1519.3409
1	2.0	0	3	1	601.7001
1	3.0	1	4	1	468.2251
1	2.0	1	1	0	401.4876
1	3.0	1	1	0	418.172
1	3.0	1	1	0	384.8033
1	3.0	1	5	1	1102.2314
1	2.0	1	1	0	451.5408
1	3.0	0	4	0	401.4876
1	1.0	1	3	1	451.5408
1	1.0	1	1	0	468.2251
1	2.0	0	4	1	351.4345
1	1.0	1	3	1	468.2251
1	3.0	1	5	1	384.8033
1	2.0	0	5	1	334.7501
1	3.0	1	4	1	284.697
1	2.0	1	4	1	301.3814
1	1.0	0	5	1	484.9095
1	1.0	1	4	1	418.172
1	1.0	0	2	0	601.7001
1	3.0	0	2	1	1185.6533
1	1.0	1	1	0	501.5939
1	3.0	1	2	0	735.1752
1	1.0	0	1	0	1435.919
1	2.0	0	2	0	1269.0752
1	2.0	0	2	0	1802.9753
1	3.0	1	2	0	1903.0815
1	3.0	0	1	0	1903.0815
1	3.0	0	5	1	1285.7596
1	1.0	1	5	1	618.3845
1	1.0	0	3	1	1285.7596
1	1.0	1	1	0	434.8564
1	3.0	0	3	1	434.8564
1	3.0	0	1	0	568.3314
1	1.0	0	3	1	1602.7627
1	1.0	0	4	1	2119.9784
1	2.0	1	5	1	534.9626
1	2.0	1	3	1	1652.8159
1	2.0	1	2	0	685.122
1	1.0	0	4	1	551.6469999999998
1	2.0	0	3	1	334.7501
1	3.0	1	1	0	401.4876
1	3.0	0	5	1	351.4345
1	2.0	0	4	1	751.8595
1	1.0	0	1	1	1452.6034
1	2.0	1	4	1	651.7533
1	2.0	1	5	1	651.7533
1	2.0	1	2	1	801.9127
1	3.0	0	4	1	685.122
1	1.0	0	5	1	384.8033
1	1.0	0	1	0	384.8033
1	1.0	1	5	1	468.2251
1	2.0	0	4	1	1018.8096
1	1.0	0	4	1	635.0689
