StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
2	1.0	0	4	1	2169.9299
2	1.0	1	4	1	2320.0845
2	2.0	1	2	0	2486.9229
2	2.0	0	5	0	2136.5622
2	1.0	1	4	0	2486.9229
2	3.0	0	4	0	1886.3046
2	2.0	1	2	1	2937.3866
2	2.0	0	2	1	2787.232
2	1.0	0	4	0	2937.3866
2	3.0	1	2	1	1953.04
2	1.0	1	3	0	2386.8198
2	3.0	0	3	0	2320.0845
2	3.0	0	5	1	2136.5622
2	2.0	1	3	1	1919.6723
2	3.0	1	5	1	1319.054
2	1.0	1	3	0	1953.04
2	1.0	0	1	1	1652.7308
2	2.0	0	2	1	1152.2156
2	1.0	0	4	1	2637.0775
2	2.0	0	4	0	1585.9954
2	1.0	1	2	1	2019.7753
2	1.0	1	1	0	2520.2906
2	3.0	1	4	1	2103.1945
2	2.0	0	5	1	1285.6863
2	1.0	0	3	1	2587.0259
2	3.0	0	4	1	2920.7028
2	2.0	1	3	1	1335.7378
2	3.0	0	5	1	1435.8409
2	3.0	0	1	0	2086.5107
2	2.0	0	5	1	2053.143
2	2.0	1	3	1	1902.9884
2	1.0	1	1	1	2436.8714
2	2.0	0	1	1	1319.054
2	3.0	0	4	1	1953.04
2	2.0	1	1	1	1202.2671
2	1.0	0	1	1	2870.6513
2	3.0	1	2	1	1035.4287
2	1.0	0	3	1	1152.2156
2	1.0	1	5	0	1319.054
2	1.0	0	2	1	1636.047
2	2.0	1	5	1	2003.0915
2	1.0	1	4	1	2353.4522
2	2.0	1	4	1	2386.8198
2	3.0	0	1	1	2119.8784
2	2.0	1	4	1	1686.0985
2	2.0	0	1	0	2270.033
2	2.0	0	4	1	1786.2015
2	1.0	0	5	1	1669.4147
2	2.0	1	1	0	1869.6208
2	3.0	0	2	0	918.6418
2	2.0	0	3	1	2553.6583
2	2.0	0	3	1	2136.5622
2	2.0	1	4	1	2119.8784
2	1.0	1	1	0	1319.054
2	2.0	1	5	1	1018.7448
2	2.0	1	5	1	534.9134
2	1.0	1	2	0	1168.8994
2	3.0	1	5	1	1285.6863
2	3.0	1	1	0	2670.4452
2	3.0	1	1	0	1552.6278
2	3.0	1	1	0	2520.2906
2	2.0	0	3	1	918.6418
2	3.0	0	5	1	768.4872
2	2.0	0	1	0	1869.6208
2	3.0	0	3	1	1168.8994
2	1.0	0	5	1	751.8034
2	2.0	0	2	0	1552.6278
2	3.0	1	3	1	1769.5177
