StimulationCondition	HerdType	FramingType	OfferType	PlayerChoice	PlayerReactionTime
1	1.0	0	2	1	1769.8518
1	2.0	1	4	1	1669.7366
1	2.0	0	1	1	968.9308
1	3.0	1	5	1	1119.1035
1	1.0	1	5	0	2303.7991
1	1.0	1	1	1	2320.4849
1	3.0	1	4	1	1269.2761
1	3.0	1	1	1	1035.6742
1	3.0	1	3	1	568.4703
1	2.0	0	4	1	618.5278
1	3.0	1	5	1	735.3288
1	1.0	0	2	1	985.6166
1	3.0	1	5	1	668.5854
1	2.0	1	4	1	768.7005
1	3.0	1	1	1	601.842
1	1.0	1	2	1	334.8683
1	2.0	0	2	1	501.7269
1	1.0	0	5	1	551.7844
1	1.0	1	4	1	518.4127
1	3.0	0	2	1	501.7269
1	1.0	1	1	1	852.1298
1	1.0	1	1	1	651.8995
1	3.0	0	5	1	451.6693
1	3.0	0	5	1	518.4127
1	3.0	0	1	1	651.8995
1	1.0	1	4	1	752.0147
1	1.0	0	4	1	468.3551
1	2.0	1	2	1	418.2976
1	2.0	1	4	1	585.1561
1	3.0	1	3	1	451.6693
1	1.0	0	3	1	468.3551
1	2.0	0	5	1	501.7269
1	2.0	1	1	1	401.6117
1	3.0	0	4	1	518.4127
1	2.0	1	5	1	351.5542
1	3.0	0	5	1	301.4966
1	2.0	0	1	1	418.2976
1	2.0	1	1	1	351.5542
1	1.0	1	4	1	485.041
1	1.0	1	5	1	535.0986
1	3.0	0	2	1	401.6117
1	2.0	1	3	1	384.9259
1	2.0	0	1	1	418.2976
1	2.0	1	3	1	434.9834
1	1.0	0	1	1	468.3551
1	2.0	0	2	1	384.9259
1	1.0	0	4	1	635.2137
1	3.0	1	2	1	418.2976
1	1.0	1	2	1	518.4127
1	1.0	1	2	1	334.8683
1	1.0	0	5	1	434.9834
1	2.0	1	2	1	501.7269
1	1.0	1	3	1	418.2976
1	3.0	0	3	1	418.2976
1	3.0	0	1	1	618.5278
1	1.0	0	5	1	651.8995
1	3.0	1	3	1	885.5015
1	1.0	0	3	1	1469.5064
1	3.0	0	3	1	668.5854
1	2.0	0	3	1	485.041
1	3.0	0	4	1	1202.5327
1	3.0	1	1	1	802.0722
1	2.0	0	5	1	701.9571
1	2.0	0	2	1	568.4703
1	3.0	1	4	1	618.5278
1	1.0	0	3	1	451.6693
1	2.0	0	5	1	685.2712
1	3.0	1	4	1	451.6693
1	1.0	1	5	1	985.6166
1	3.0	1	2	1	418.2976
1	2.0	1	3	1	501.7269
1	1.0	0	1	1	451.6693
1	2.0	1	5	1	568.4703
1	1.0	1	3	1	618.5278
1	2.0	0	3	1	368.24
1	2.0	1	5	1	434.9834
1	2.0	0	4	1	418.2976
1	1.0	0	4	1	418.2976
1	2.0	0	4	1	468.3551
1	1.0	0	2	1	418.2976
1	3.0	0	3	1	401.6117
1	3.0	0	2	1	485.041
1	1.0	0	1	1	485.041
1	1.0	1	3	1	535.0986
1	3.0	0	4	1	568.4703
1	2.0	1	2	1	668.5854
1	2.0	0	3	1	401.6117
1	3.0	0	1	1	651.8995
1	3.0	1	2	1	701.9571
2	2.0	1	1	1	351.5542
2	3.0	1	5	1	651.8995
2	3.0	0	4	1	1035.6742
2	2.0	0	5	1	718.643
2	1.0	0	4	1	668.5854
2	1.0	0	2	1	718.643
2	3.0	0	2	1	1436.1347
2	1.0	1	1	1	685.2712
2	3.0	1	2	1	1602.9932
2	1.0	1	3	1	501.7269
2	3.0	1	5	1	868.8156
2	3.0	1	4	1	735.3288
2	1.0	0	5	1	785.3864
2	2.0	0	2	1	735.3288
2	2.0	1	3	1	434.9834
2	2.0	1	4	1	434.9834
2	1.0	1	4	1	785.3864
2	2.0	1	1	1	401.6117
2	3.0	1	3	1	1586.3074
2	3.0	0	3	1	1002.3025
2	1.0	0	1	1	351.5542
2	1.0	1	3	1	434.9834
2	3.0	1	4	1	635.2137
2	1.0	0	3	1	451.6693
2	2.0	0	1	1	618.5278
2	1.0	0	4	1	501.7269
2	3.0	0	1	1	1469.5064
2	1.0	1	1	1	434.9834
2	2.0	0	1	1	468.3551
2	2.0	0	5	1	601.842
2	3.0	0	3	1	585.1561
2	3.0	0	4	1	685.2712
2	2.0	1	4	1	618.5278
2	2.0	1	2	1	434.9834
2	2.0	0	1	1	418.2976
2	3.0	1	2	1	651.8995
2	2.0	0	3	1	918.8732
2	1.0	0	1	1	752.0147
2	2.0	0	4	1	685.2712
2	2.0	1	5	1	501.7269
2	3.0	0	5	1	868.8156
2	3.0	0	1	1	384.9259
2	1.0	1	3	1	802.0722
2	3.0	0	5	1	468.3551
2	2.0	0	3	1	418.2976
2	2.0	0	4	1	568.4703
2	1.0	1	1	1	434.9834
2	3.0	1	4	1	618.5278
2	3.0	1	1	1	351.5542
2	2.0	1	5	1	1302.6478
2	2.0	1	5	1	1285.962
2	3.0	1	1	1	384.9259
2	1.0	0	3	1	351.5542
2	2.0	0	3	1	485.041
2	2.0	1	3	1	1152.4752
2	1.0	0	1	1	785.3864
