Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
1	1	2	0.0	3.2313		
1	1	1				
1	1	1	20.0	270.1852		
1	2	2	70.0	120.0237	0.0	0.0
1	2	1	80.0	787.4084	0.0	0.0
1	2	1	60.0	1020.9931	0.0	0.0
1	1	2	20.0	69.9698		
1	2	2	80.0	86.6544	0.0	0.0
1	1	1	30.0	3.2313		
1	2	1	80.0	970.9392	0.0	0.0
1	2	2	80.0	1371.3701	0.0	0.0
1	1	2	20.0	136.7083		
1	2	1	90.0	1404.7393	0.0	0.0
1	2	2	80.0	2772.8779999999997	0.0	0.0
1	1	1	0.0	3.2313		
1	1	1				
1	1	2				
1	1	2				
1	2	1	70.0	3.2313	0.0	0.0
4	2	2			0.0	0.0
4	1	2	40.0	970.9392		
4	1	1	30.0	203.4468		
4	1	1				
4	2	1	70.0	270.1852	0.0	0.0
4	2	2			2.0	10.0
4	2	1	70.0	270.1852	0.0	0.0
4	1	1				
4	2	2			2.0	10.0
4	1	2				
4	1	2				
4	2	1			0.0	0.0
4	1	1	0.0	236.81599999999997		
4	2	2			0.0	0.0
4	2	2			0.0	0.0
4	1	1				
4	2	1			0.0	0.0
4	1	2				
4	2	2			0.0	0.0
4	2	1	90.0	2389.1318	0.0	0.0
3	1	2	0.0	3.2313		
3	2	2	60.0	787.4084	0.0	0.0
3	1	1				
3	2	2	80.0	53.2852	0.0	0.0
3	1	2	0.0	86.6544		
3	2	1	60.0	86.6544	0.0	0.0
3	1	2				
3	1	1				
3	2	1			2.0	10.0
3	1	1	10.0	837.4623		
3	2	2			0.0	0.0
3	1	2				
3	2	1			2.0	10.0
3	2	2	100.0	1037.6777	0.0	0.0
3	1	2	30.0	120.0237		
3	1	1				
3	2	2			0.0	0.0
3	2	1	60.0	170.0775	0.0	0.0
3	2	1			0.0	0.0
3	1	2				
2	1	1				
2	2	1			0.0	0.0
2	2	1	70.0	3.2313	0.0	0.0
2	1	1	20.0	186.7621		
2	1	2				
2	1	1	30.0	437.0314		
2	1	1				
2	2	2			0.0	0.0
2	1	1				
2	2	1	100.0	69.9698	0.0	0.0
2	2	1			2.0	10.0
2	1	2	0.0	286.8698		
2	2	2	80.0	1604.9547	0.0	0.0
2	2	2	60.0	253.5006	0.0	0.0
2	1	1	10.0	236.81599999999997		
2	1	2				
2	2	1			2.0	10.0
2	1	2				
2	2	2			0.0	0.0
2	1	2				
6	2	2			2.0	10.0
6	1	1				
6	1	1				
6	1	2	20.0	804.0930000000001		
6	2	1			2.0	10.0
6	1	2	0.0	3.2313		
6	2	2	60.0	3.2313	0.0	0.0
6	2	2			0.0	0.0
6	2	2	90.0	553.8237	0.0	0.0
6	1	2				
6	1	2				
6	1	1				
6	1	1				
6	2	1	80.0	103.339	0.0	0.0
6	2	2	80.0	920.8854	0.0	0.0
6	2	1	100.0	1871.9086	0.0	0.0
6	1	1				
6	2	2	70.0	2038.7548	0.0	0.0
6	2	1	80.0	904.2007	0.0	0.0
6	2	1	80.0	754.0392	0.0	0.0
5	1	2	30.0	920.8854		
5	2	2	70.0	520.4545	0.0	0.0
5	2	1			0.0	0.0
5	2	1	80.0	837.4623	0.0	0.0
5	1	1				
5	1	2				
5	1	2	30.0	1121.1008		
5	2	2			2.0	10.0
5	2	2			0.0	0.0
5	1	1	40.0	103.339		
5	1	1				
5	1	2	30.0	870.8315		
5	2	1	100.0	854.1469	0.0	0.0
5	1	1	30.0	203.4468		
5	2	1	80.0	3.2313	0.0	0.0
5	2	2	90.0	1221.2085	0.0	0.0
5	1	2				
5	2	2			0.0	0.0
5	1	2	10.0	1838.5394		
5	2	1	70.0	86.6544	0.0	0.0
