Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
3	1	2	50.0	837.7874		
3	2	1	60.0	1989.1236	0.0	0.0
3	1	1	30.0	187.0322		
3	1	2	50.0	303.8344		
3	2	2	60.0	1889.0075	0.0	0.0
3	1	2	20.0	787.7293		
3	1	1	10.0	220.4042		
3	2	1	70.0	1521.9147	0.0	0.0
3	2	2	60.0	587.4969	0.0	0.0
3	2	2	100.0	353.8925	0.0	0.0
3	1	2	30.0	3.4858		
3	2	1	80.0	136.9741	0.0	0.0
3	1	1	20.0	2206.0421		
3	1	2	20.0	1738.8332		
3	2	2	70.0	420.6366	0.0	0.0
3	1	1	20.0	2556.4487		
3	1	1	20.0	1154.822		
3	2	1	60.0	353.8925	0.0	0.0
3	2	2	80.0	3.4858	0.0	0.0
2	2	1	70.0	654.2411	0.0	0.0
2	2	1	80.0	1088.0779	0.0	0.0
2	2	2	100.0	1221.5662	0.0	0.0
2	1	2				
2	2	2	90.0	2623.1929	0.0	0.0
2	2	2	80.0	3.4858	0.0	0.0
2	1	1	20.0	3.4858		
2	1	2	10.0	3.4858		
2	2	2	80.0	504.0668	0.0	0.0
2	2	1	70.0	1605.3449	0.0	0.0
2	2	1	80.0	220.4042	0.0	0.0
2	2	1	80.0	3.4858	0.0	0.0
2	2	1	60.0	2289.4722	0.0	0.0
2	1	2				
2	1	1	30.0	1355.0544		
2	1	1	30.0	2673.2509999999997		
2	1	1	20.0	3.4858		
2	2	2	60.0	1922.3795	0.0	0.0
2	1	2	10.0	1004.6477		
2	1	1	20.0	2940.2275		
4	1	2	10.0	403.9506		
4	1	1	30.0	2689.937		
4	1	1	30.0	1488.5427		
4	2	2	60.0	3.4858	0.0	0.0
4	2	2	80.0	203.7182	0.0	0.0
4	1	2	10.0	504.0668		
4	2	2	60.0	2072.5538	0.0	0.0
4	2	1	70.0	787.7293	0.0	0.0
4	1	1	10.0	203.7182		
4	2	1	70.0	1455.1706	0.0	0.0
4	2	2	70.0	203.7182	0.0	0.0
4	1	1	30.0	1104.7639		
4	2	1	80.0	437.3226	0.0	0.0
4	1	1	40.0	303.8344		
4	1	2	20.0	2539.7627		
4	1	2	10.0	454.0087		
4	1	2	20.0	237.0903		
4	2	1	70.0	1121.45	0.0	0.0
4	1	2	10.0	1722.1471		
4	2	2	70.0	520.7528	0.0	0.0
6	2	1	70.0	2723.3091	0.0	0.0
6	2	1	80.0	1455.1706	0.0	0.0
6	2	2	70.0	454.0087	0.0	0.0
6	2	1	70.0	120.288	0.0	0.0
6	2	2	80.0	153.6601	0.0	0.0
6	1	1	30.0	2923.5415		
6	2	1	80.0	1505.2287	0.0	0.0
6	1	1	20.0	954.5896		
6	1	2	10.0	2356.2164		
6	1	2	10.0	1989.1236		
6	2	1	80.0	537.4388	0.0	0.0
6	2	2	70.0	720.9852	0.0	0.0
6	2	2			0.0	0.0
6	1	2	10.0	2956.9135		
6	1	1	20.0	1755.5192		
6	2	1	80.0	3.4858	0.0	0.0
6	1	1	40.0	737.6712		
6	1	1				
6	1	2	10.0	2739.9951		
6	1	2	10.0	420.6366		
5	2	2	60.0	370.5785	0.0	0.0
5	1	2	10.0	604.183		
5	2	2	60.0	287.1484	0.0	0.0
5	1	1				
5	1	1	40.0	554.1249		
5	1	2	10.0	1088.0779		
5	1	1	70.0	2756.6811		
5	2	1	70.0	904.5315	0.0	0.0
5	1	2	20.0	871.1595		
5	1	2	10.0	937.9036		
5	2	1	70.0	3.4858	0.0	0.0
5	2	1	70.0	120.288	0.0	0.0
5	2	1	60.0	954.5896	0.0	0.0
5	1	2	10.0	70.2299		
5	2	2	60.0	470.6947	0.0	0.0
5	2	1			2.0	10.0
5	2	2	70.0	1154.822	0.0	0.0
5	2	2	80.0	804.4154	0.0	0.0
5	2	2	70.0	1038.0198	0.0	0.0
5	1	1	40.0	1588.6589		
1	1	1	40.0	337.2065		
1	1	2	10.0	86.916		
1	2	1	80.0	637.555	0.0	0.0
1	2	2	80.0	3.4858	0.0	0.0
1	2	1	70.0	287.1484	0.0	0.0
1	1	1	40.0	437.3226		
1	2	2	70.0	1471.8566	0.0	0.0
1	1	1				
1	2	2	80.0	1605.3449	0.0	0.0
1	1	2	10.0	1438.4846		
1	1	1	50.0	3.4858		
1	2	1	60.0	720.9852	0.0	0.0
1	2	2	80.0	2840.1113	0.0	0.0
1	2	1	60.0	454.0087	0.0	0.0
1	2	2	40.0	1688.7751	0.0	0.0
1	1	1				
1	1	1	50.0	203.7182		
1	2	1	60.0	2990.2856	0.0	0.0
1	1	2				
1	1	2	10.0	1555.2868		
