Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
2	1	2				
2	1	1				
2	2	2	50.0	432.5493	0.0	0.0
2	2	1	50.0	382.5607	0.0	0.0
2	1	2	50.0	1215.7038		
2	1	1	40.0	932.4352		
2	2	1	40.0	1565.6239	0.0	0.0
2	1	1	50.0	882.4466		
2	2	1	60.0	982.4237	0.0	0.0
2	2	2	50.0	532.5265	0.0	0.0
2	2	2	100.0	1448.9838	0.0	0.0
2	1	2	60.0	549.1894		
2	2	1	50.0	515.8636	0.0	0.0
2	1	1	50.0	915.7723		
2	2	2	60.0	1032.4123	0.0	0.0
2	2	1	60.0	165.9436	0.0	0.0
2	1	2	50.0	332.5722		
2	1	1	40.0	249.2579		
2	1	2	40.0	1099.0638		
2	2	2	60.0	699.1551	0.0	0.0
4	1	2	50.0	115.955		
4	1	1	50.0	265.9207		
4	2	2	60.0	415.8865	0.0	0.0
4	1	2	40.0	965.7609		
4	2	2	60.0	799.1323	0.0	0.0
4	1	2	40.0	749.1437		
4	1	1	50.0	432.5493		
4	1	2	50.0	549.1894		
4	2	1	50.0	15.9778	0.0	0.0
4	2	1	60.0	149.2807	0.0	0.0
4	2	1	50.0	532.5265	0.0	0.0
4	2	2	60.0	1415.6581	0.0	0.0
4	1	1	50.0	199.2693		
4	1	1	50.0	815.7951		
4	2	2	60.0	15.9778	0.0	0.0
4	2	1	60.0	749.1437	0.0	0.0
4	2	1	50.0	482.5379	0.0	0.0
4	2	2	50.0	449.2122	0.0	0.0
4	1	1	50.0	882.4466		
4	1	2	40.0	565.8522		
1	1	2				
1	2	2	60.0	532.5265	0.0	0.0
1	1	1	40.0	1682.2639		
1	1	2	40.0	1498.9724		
1	1	1	50.0	315.9093		
1	1	2	50.0	1432.3210000000001		
1	2	1	60.0	282.5836	0.0	0.0
1	2	2	50.0	432.5493	0.0	0.0
1	2	1	60.0	949.0980000000001	0.0	0.0
1	2	1	60.0	482.5379	0.0	0.0
1	2	1	60.0	882.4466	0.0	0.0
1	1	1	50.0	399.2236		
1	2	2	60.0	865.7837	0.0	0.0
1	1	1	40.0	449.2122		
1	2	2	60.0	15.9778	0.0	0.0
1	1	2	50.0	1115.7266		
1	2	1	60.0	782.4694	0.0	0.0
1	2	2	60.0	682.4922	0.0	0.0
1	1	2	50.0	199.2693		
1	1	1	50.0	415.8865		
3	2	2	50.0	2032.184	0.0	0.0
3	2	1	60.0	2115.4983	0.0	0.0
3	1	1	50.0	1432.3210000000001		
3	2	1	60.0	1049.0752	0.0	0.0
3	1	2	50.0	2515.4069		
3	1	1	50.0	649.1665		
3	2	2	60.0	782.4694	0.0	0.0
3	2	1	60.0	1249.0295	0.0	0.0
3	1	2	50.0	1082.4009		
3	2	1	50.0	865.7837	0.0	0.0
3	1	2	50.0	1882.2182		
3	2	2	70.0	832.4580000000001	0.0	0.0
3	1	1	50.0	665.8294		
3	1	1	50.0	749.1437		
3	2	1	60.0	965.7609	0.0	0.0
3	2	2	60.0	2398.7669	0.0	0.0
3	2	2	60.0	649.1665	0.0	0.0
3	1	1	50.0	649.1665		
3	1	2	50.0	915.7723		
3	1	2	50.0	832.4580000000001		
6	1	1	50.0	2232.1383		
6	2	1	60.0	2748.687	0.0	0.0
6	2	2	60.0	2448.7555	0.0	0.0
6	2	1	60.0	615.8408	0.0	0.0
6	2	2	60.0	482.5379	0.0	0.0
6	2	1	60.0	15.9778	0.0	0.0
6	1	2	50.0	532.5265		
6	1	2	50.0	1115.7266		
6	2	2	60.0	465.875	0.0	0.0
6	1	1	50.0	815.7951		
6	2	2	50.0	432.5493	0.0	0.0
6	1	2	50.0	949.0980000000001		
6	1	2	50.0	549.1894		
6	2	1	60.0	1832.2296	0.0	0.0
6	2	2	60.0	2265.464	0.0	0.0
6	1	2	50.0	2115.4983		
6	1	1	50.0	1532.2981		
6	1	1	50.0	1865.5554		
6	1	1	50.0	332.5722		
6	2	1	60.0	565.8522	0.0	0.0
5	1	2	50.0	499.2008		
5	2	1	60.0	815.7951	0.0	0.0
5	1	1	50.0	732.4808		
5	1	2	50.0	1032.4123		
5	1	1	50.0	1182.3781		
5	2	2	60.0	882.4466	0.0	0.0
5	1	1	50.0	499.2008		
5	2	2	60.0	1115.7266	0.0	0.0
5	1	1	50.0	399.2236		
5	2	2	60.0	515.8636	0.0	0.0
5	1	1	50.0	1115.7266		
5	2	1	60.0	1432.3210000000001	0.0	0.0
5	2	2	60.0	465.875	0.0	0.0
5	2	1	60.0	565.8522	0.0	0.0
5	1	2	50.0	432.5493		
5	1	2	50.0	899.1094		
5	2	1	60.0	615.8408	0.0	0.0
5	2	2	60.0	849.1208	0.0	0.0
5	2	1	60.0	682.4922	0.0	0.0
5	1	2	50.0	782.4694		
