Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
6	1	1	0.0	1049.3871		
6	1	2	10.0	1849.2661		
6	2	2	40.0	1082.7154	0.0	0.0
6	2	1	50.0	999.3947	0.0	0.0
6	1	1	10.0	816.0891		
6	2	1	50.0	682.7760000000001	0.0	0.0
6	1	2	10.0	932.7381		
6	1	2	0.0	832.7533		
6	1	2	10.0	1166.0361		
6	1	1	20.0	899.4098		
6	2	1	40.0	1366.0059	2.0	10.0
6	2	2	20.0	982.7306	10.0	50.0
6	2	2	30.0	866.0815	7.0	35.0
6	2	1	50.0	566.1269	0.0	0.0
6	1	1	0.0	782.7608		
6	2	2	20.0	1082.7154	9.0	45.0
6	2	1	50.0	882.7457	0.0	0.0
6	1	2	10.0	749.4325		
6	1	1	10.0	432.8138		
6	2	2	50.0	299.5006	0.0	0.0
5	1	2	10.0	599.4552		
5	2	2	30.0	32.8743	7.0	35.0
5	1	1	10.0	382.8214		
5	1	2	0.0	582.7911		
5	1	2	20.0	1482.6549		
5	2	1	40.0	1232.6927	0.0	0.0
5	2	1	40.0	732.7684	2.0	10.0
5	1	1	10.0	666.1118		
5	2	1	50.0	916.074	0.0	0.0
5	1	2	10.0	799.425		
5	1	2	0.0	849.4174		
5	2	2	30.0	482.8062	7.0	35.0
5	2	2	40.0	916.074	0.0	0.0
5	2	2	40.0	816.0891	0.0	0.0
5	2	1	50.0	149.5233	0.0	0.0
5	2	1	40.0	16.2102	2.0	10.0
5	1	1	0.0	849.4174		
5	1	1	0.0	382.8214		
5	1	1	0.0	516.1345		
5	2	2	30.0	382.8214	7.0	35.0
3	1	1	30.0	1116.0437		
3	1	1	40.0	1715.9529		
3	1	1	0.0	899.4098		
3	1	2	0.0	549.4628		
3	1	2	0.0	366.1572		
3	1	1	20.0	599.4552		
3	2	2	50.0	999.3947	0.0	0.0
3	1	1	10.0	716.1042		
3	1	2	0.0	749.4325		
3	2	2	40.0	799.425	0.0	0.0
3	2	1	40.0	216.1799	0.0	0.0
3	2	2	40.0	349.4931	2.0	10.0
3	1	2	20.0	799.425		
3	2	1	50.0	399.4855	0.0	0.0
3	2	1	30.0	1632.6322	7.0	35.0
3	2	1	70.0	382.8214	0.0	0.0
3	2	2	30.0	499.4704	8.0	40.0
3	1	2	0.0	1632.6322		
3	2	1	80.0	1699.2888	0.0	0.0
3	2	2	30.0	832.7533	7.0	35.0
4	2	2	40.0	2165.8848	0.0	0.0
4	1	2				
4	1	1	0.0	16.2102		
4	2	2	40.0	2149.2207	0.0	0.0
4	1	1	0.0	299.5006		
4	1	2	0.0	16.2102		
4	1	1	0.0	282.8365		
4	1	1	10.0	632.7835		
4	2	1	60.0	416.1496	0.0	0.0
4	2	2	40.0	332.8289	0.0	0.0
4	2	2	50.0	116.195	0.0	0.0
4	1	2	20.0	849.4174		
4	2	1	50.0	16.2102	0.0	0.0
4	2	1	50.0	1382.67	0.0	0.0
4	2	2	50.0	349.4931	0.0	0.0
4	1	2	10.0	516.1345		
4	1	2	30.0	782.7608		
4	2	1	70.0	532.7987	0.0	0.0
4	1	1	10.0	466.1421		
4	2	1	30.0	799.425	8.0	40.0
2	2	2	90.0	799.425	0.0	0.0
2	1	1	0.0	366.1572		
2	1	1	20.0	232.8441		
2	1	2	0.0	132.8592		
2	1	2	10.0	982.7306		
2	2	2	0.0	649.4477	16.0	80.0
2	1	2	0.0	499.4704		
2	1	1	20.0	582.7911		
2	2	1	90.0	1882.5944	0.0	0.0
2	2	1	60.0	382.8214	0.0	0.0
2	2	1	50.0	799.425	0.0	0.0
2	2	1	50.0	316.1648	0.0	0.0
2	1	1	20.0	399.4855		
2	1	2	0.0	749.4325		
2	2	1	50.0	249.5082	0.0	0.0
2	2	2	60.0	316.1648	0.0	0.0
2	2	2	60.0	282.8365	0.0	0.0
2	1	1	10.0	299.5006		
2	1	2	10.0	149.5233		
2	2	2	50.0	432.8138	0.0	0.0
1	1	2	10.0	566.1269		
1	2	1	50.0	332.8289	0.0	0.0
1	1	1	10.0	549.4628		
1	2	2	40.0	266.1723	0.0	0.0
1	2	1	50.0	1532.6473	0.0	0.0
1	1	1	10.0	349.4931		
1	1	2	10.0	532.7987		
1	2	1	50.0	2232.5414	0.0	0.0
1	1	1	10.0	749.4325		
1	2	2	40.0	16.2102	0.0	0.0
1	1	2	50.0	266.1723		
1	2	1	50.0	282.8365	0.0	0.0
1	2	1	40.0	282.8365	2.0	10.0
1	1	1	10.0	332.8289		
1	1	2	10.0	349.4931		
1	2	2	40.0	266.1723	2.0	10.0
1	1	2	10.0	749.4325		
1	1	1	0.0	199.5158		
1	2	2	40.0	266.1723	0.0	0.0
1	2	2	40.0	299.5006	2.0	10.0
