Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
1	Dictator	Person	30	20.2233	n/a	n/a
1	Ultimatum	Person	50	404.0086	0	0
3	Dictator	PC	20	253.8318	n/a	n/a
3	Dictator	PC	20	120.3412	n/a	n/a
3	Ultimatum	Person	60	1021.4023	0	0
6	Ultimatum	Person	60	237.1454	0	0
6	Ultimatum	PC	70	887.9118	0	0
6	Dictator	PC	40	237.1454	n/a	n/a
2	Ultimatum	Person	60	337.2633	0	0
2	Dictator	Person	30	187.0865	n/a	n/a
2	Dictator	PC	40	353.9497	n/a	n/a
5	Dictator	Person	30	253.8318	n/a	n/a
5	Ultimatum	PC	50	320.577	0	0
5	Dictator	PC	10	337.2633	n/a	n/a
4	Ultimatum	PC	70	320.577	0	0
4	Ultimatum	PC	60	320.577	0	0
4	Ultimatum	PC	60	854.5392	0	0
