Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
4	Ultimatum	PC	50	1354.6622	0	0
4	Ultimatum	PC	40	1321.2931	0	0
4	Ultimatum	Person	70	3.2153	0	0
4	Ultimatum	Person	80	1137.7633	0	0
4	Dictator	Person	100	603.8583	n/a	n/a
4	Dictator	PC	60	186.7451	n/a	n/a
4	Dictator	Person	40	286.8523	n/a	n/a
4	Ultimatum	Person	50	2555.9483	0	0
4	Ultimatum	Person	60	1037.6561	0	0
4	Dictator	PC	70	386.9595	n/a	n/a
4	Dictator	PC	90	503.7512	n/a	n/a
4	Dictator	Person	50	970.918	n/a	n/a
4	Dictator	PC	n/a	NaN	n/a	n/a
4	Dictator	Person	n/a	NaN	n/a	n/a
4	Ultimatum	PC	n/a	NaN	0	0
4	Ultimatum	PC	n/a	NaN	0	0
4	Ultimatum	PC	50	69.9534	0	0
4	Dictator	Person	n/a	NaN	n/a	n/a
4	Ultimatum	Person	20	637.2274	10	50
2	Dictator	PC	40	2405.7875	n/a	n/a
2	Dictator	PC	90	1521.5075	n/a	n/a
2	Ultimatum	PC	n/a	NaN	0	0
2	Ultimatum	PC	30	1287.924	7	35
2	Dictator	PC	50	2288.9958	n/a	n/a
2	Ultimatum	PC	70	2188.8886	0	0
2	Ultimatum	Person	80	1955.3052	0	0
2	Dictator	Person	40	353.5904	n/a	n/a
2	Ultimatum	PC	n/a	NaN	0	0
2	Dictator	Person	n/a	NaN	n/a	n/a
2	Dictator	Person	60	603.8583	n/a	n/a
2	Ultimatum	PC	40	503.7512	0	0
2	Dictator	Person	80	3.2153	n/a	n/a
2	Ultimatum	Person	30	1087.7097	7	35
2	Ultimatum	Person	40	1037.6561	2	10
2	Dictator	Person	70	1755.0909	n/a	n/a
2	Ultimatum	Person	60	3.2153	0	0
2	Ultimatum	Person	50	1671.6682	0	0
2	Dictator	PC	60	2205.5732	n/a	n/a
2	Dictator	PC	30	2205.5732	n/a	n/a
3	Dictator	PC	80	153.3761	n/a	n/a
3	Dictator	PC	60	2455.8411	n/a	n/a
3	Ultimatum	Person	40	804.0727	0	0
3	Dictator	Person	n/a	NaN	n/a	n/a
3	Dictator	PC	60	804.0727	n/a	n/a
3	Dictator	PC	70	703.9655	n/a	n/a
3	Dictator	Person	70	520.4357	n/a	n/a
3	Dictator	PC	30	987.6025	n/a	n/a
3	Ultimatum	PC	60	2055.4124	0	0
3	Ultimatum	Person	70	1855.198	0	0
3	Dictator	Person	30	1855.198	n/a	n/a
3	Ultimatum	PC	70	1071.0252	0	0
3	Dictator	Person	90	2439.1566	n/a	n/a
