Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
3	Dictator	PC	50	837.7874	n/a	n/a
3	Ultimatum	Person	60	1989.1236	0	0
3	Dictator	Person	30	187.0322	n/a	n/a
3	Dictator	PC	50	303.8344	n/a	n/a
3	Ultimatum	PC	60	1889.0075	0	0
3	Dictator	PC	20	787.7293	n/a	n/a
3	Dictator	Person	10	220.4042	n/a	n/a
3	Ultimatum	Person	70	1521.9147	0	0
3	Ultimatum	PC	60	587.4969	0	0
3	Ultimatum	PC	100	353.8925	0	0
3	Dictator	PC	30	3.4858	n/a	n/a
3	Ultimatum	Person	80	136.9741	0	0
3	Dictator	Person	20	2206.0421	n/a	n/a
3	Dictator	PC	20	1738.8332	n/a	n/a
3	Ultimatum	PC	70	420.6366	0	0
3	Dictator	Person	20	2556.4487	n/a	n/a
3	Dictator	Person	20	1154.822	n/a	n/a
3	Ultimatum	Person	60	353.8925	0	0
3	Ultimatum	PC	80	3.4858	0	0
2	Ultimatum	Person	70	654.2411	0	0
2	Ultimatum	Person	80	1088.0779	0	0
2	Ultimatum	PC	100	1221.5662	0	0
2	Dictator	PC	n/a	NaN	n/a	n/a
2	Ultimatum	PC	90	2623.1929	0	0
2	Ultimatum	PC	80	3.4858	0	0
2	Dictator	Person	20	3.4858	n/a	n/a
2	Dictator	PC	10	3.4858	n/a	n/a
2	Ultimatum	PC	80	504.0668	0	0
2	Ultimatum	Person	70	1605.3449	0	0
2	Ultimatum	Person	80	220.4042	0	0
2	Ultimatum	Person	80	3.4858	0	0
2	Ultimatum	Person	60	2289.4722	0	0
2	Dictator	PC	n/a	NaN	n/a	n/a
2	Dictator	Person	30	1355.0544	n/a	n/a
2	Dictator	Person	30	2673.251	n/a	n/a
2	Dictator	Person	20	3.4858	n/a	n/a
2	Ultimatum	PC	60	1922.3795	0	0
2	Dictator	PC	10	1004.6477	n/a	n/a
2	Dictator	Person	20	2940.2275	n/a	n/a
4	Dictator	PC	10	403.9506	n/a	n/a
4	Dictator	Person	30	2689.937	n/a	n/a
4	Dictator	Person	30	1488.5427	n/a	n/a
4	Ultimatum	PC	60	3.4858	0	0
4	Ultimatum	PC	80	203.7182	0	0
4	Dictator	PC	10	504.0668	n/a	n/a
4	Ultimatum	PC	60	2072.5538	0	0
4	Ultimatum	Person	70	787.7293	0	0
4	Dictator	Person	10	203.7182	n/a	n/a
4	Ultimatum	Person	70	1455.1706	0	0
4	Ultimatum	PC	70	203.7182	0	0
4	Dictator	Person	30	1104.7639	n/a	n/a
4	Ultimatum	Person	80	437.3226	0	0
4	Dictator	Person	40	303.8344	n/a	n/a
4	Dictator	PC	20	2539.7627	n/a	n/a
4	Dictator	PC	10	454.0087	n/a	n/a
4	Dictator	PC	20	237.0903	n/a	n/a
4	Ultimatum	Person	70	1121.45	0	0
4	Dictator	PC	10	1722.1471	n/a	n/a
4	Ultimatum	PC	70	520.7528	0	0
6	Ultimatum	Person	70	2723.3091	0	0
6	Ultimatum	Person	80	1455.1706	0	0
6	Ultimatum	PC	70	454.0087	0	0
6	Ultimatum	Person	70	120.288	0	0
6	Ultimatum	PC	80	153.6601	0	0
6	Dictator	Person	30	2923.5415	n/a	n/a
6	Ultimatum	Person	80	1505.2287	0	0
6	Dictator	Person	20	954.5896	n/a	n/a
6	Dictator	PC	10	2356.2164	n/a	n/a
6	Dictator	PC	10	1989.1236	n/a	n/a
6	Ultimatum	Person	80	537.4388	0	0
6	Ultimatum	PC	70	720.9852	0	0
6	Ultimatum	PC	n/a	NaN	0	0
6	Dictator	PC	10	2956.9135	n/a	n/a
6	Dictator	Person	20	1755.5192	n/a	n/a
6	Ultimatum	Person	80	3.4858	0	0
6	Dictator	Person	40	737.6712	n/a	n/a
6	Dictator	Person	n/a	NaN	n/a	n/a
6	Dictator	PC	10	2739.9951	n/a	n/a
6	Dictator	PC	10	420.6366	n/a	n/a
5	Ultimatum	PC	60	370.5785	0	0
5	Dictator	PC	10	604.183	n/a	n/a
5	Ultimatum	PC	60	287.1484	0	0
5	Dictator	Person	n/a	NaN	n/a	n/a
5	Dictator	Person	40	554.1249	n/a	n/a
5	Dictator	PC	10	1088.0779	n/a	n/a
5	Dictator	Person	70	2756.6811	n/a	n/a
5	Ultimatum	Person	70	904.5315	0	0
5	Dictator	PC	20	871.1595	n/a	n/a
5	Dictator	PC	10	937.9036	n/a	n/a
5	Ultimatum	Person	70	3.4858	0	0
5	Ultimatum	Person	70	120.288	0	0
5	Ultimatum	Person	60	954.5896	0	0
5	Dictator	PC	10	70.2299	n/a	n/a
5	Ultimatum	PC	60	470.6947	0	0
5	Ultimatum	Person	n/a	NaN	2	10
5	Ultimatum	PC	70	1154.822	0	0
5	Ultimatum	PC	80	804.4154	0	0
5	Ultimatum	PC	70	1038.0198	0	0
5	Dictator	Person	40	1588.6589	n/a	n/a
1	Dictator	Person	40	337.2065	n/a	n/a
1	Dictator	PC	10	86.916	n/a	n/a
1	Ultimatum	Person	80	637.555	0	0
1	Ultimatum	PC	80	3.4858	0	0
1	Ultimatum	Person	70	287.1484	0	0
1	Dictator	Person	40	437.3226	n/a	n/a
1	Ultimatum	PC	70	1471.8566	0	0
1	Dictator	Person	n/a	NaN	n/a	n/a
1	Ultimatum	PC	80	1605.3449	0	0
1	Dictator	PC	10	1438.4846	n/a	n/a
1	Dictator	Person	50	3.4858	n/a	n/a
1	Ultimatum	Person	60	720.9852	0	0
1	Ultimatum	PC	80	2840.1113	0	0
1	Ultimatum	Person	60	454.0087	0	0
1	Ultimatum	PC	40	1688.7751	0	0
1	Dictator	Person	n/a	NaN	n/a	n/a
1	Dictator	Person	50	203.7182	n/a	n/a
1	Ultimatum	Person	60	2990.2856	0	0
1	Dictator	PC	n/a	NaN	n/a	n/a
1	Dictator	PC	10	1555.2868	n/a	n/a

