Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
6	Dictator	Person	0	1049.3871	n/a	n/a
6	Dictator	PC	10	1849.2661	n/a	n/a
6	Ultimatum	PC	40	1082.7154	0	0
6	Ultimatum	Person	50	999.3947	0	0
6	Dictator	Person	10	816.0891	n/a	n/a
6	Ultimatum	Person	50	682.776	0	0
6	Dictator	PC	10	932.7381	n/a	n/a
6	Dictator	PC	0	832.7533	n/a	n/a
6	Dictator	PC	10	1166.0361	n/a	n/a
6	Dictator	Person	20	899.4098	n/a	n/a
6	Ultimatum	Person	40	1366.0059	2	10
6	Ultimatum	PC	20	982.7306	10	50
6	Ultimatum	PC	30	866.0815	7	35
6	Ultimatum	Person	50	566.1269	0	0
6	Dictator	Person	0	782.7608	n/a	n/a
6	Ultimatum	PC	20	1082.7154	9	45
6	Ultimatum	Person	50	882.7457	0	0
6	Dictator	PC	10	749.4325	n/a	n/a
6	Dictator	Person	10	432.8138	n/a	n/a
6	Ultimatum	PC	50	299.5006	0	0
5	Dictator	PC	10	599.4552	n/a	n/a
5	Ultimatum	PC	30	32.8743	7	35
5	Dictator	Person	10	382.8214	n/a	n/a
5	Dictator	PC	0	582.7911	n/a	n/a
5	Dictator	PC	20	1482.6549	n/a	n/a
5	Ultimatum	Person	40	1232.6927	0	0
5	Ultimatum	Person	40	732.7684	2	10
5	Dictator	Person	10	666.1118	n/a	n/a
5	Ultimatum	Person	50	916.074	0	0
5	Dictator	PC	10	799.425	n/a	n/a
5	Dictator	PC	0	849.4174	n/a	n/a
5	Ultimatum	PC	30	482.8062	7	35
5	Ultimatum	PC	40	916.074	0	0
5	Ultimatum	PC	40	816.0891	0	0
5	Ultimatum	Person	50	149.5233	0	0
5	Ultimatum	Person	40	16.2102	2	10
5	Dictator	Person	0	849.4174	n/a	n/a
5	Dictator	Person	0	382.8214	n/a	n/a
5	Dictator	Person	0	516.1345	n/a	n/a
5	Ultimatum	PC	30	382.8214	7	35
3	Dictator	Person	30	1116.0437	n/a	n/a
3	Dictator	Person	40	1715.9529	n/a	n/a
3	Dictator	Person	0	899.4098	n/a	n/a
3	Dictator	PC	0	549.4628	n/a	n/a
3	Dictator	PC	0	366.1572	n/a	n/a
3	Dictator	Person	20	599.4552	n/a	n/a
3	Ultimatum	PC	50	999.3947	0	0
3	Dictator	Person	10	716.1042	n/a	n/a
3	Dictator	PC	0	749.4325	n/a	n/a
3	Ultimatum	PC	40	799.425	0	0
3	Ultimatum	Person	40	216.1799	0	0
3	Ultimatum	PC	40	349.4931	2	10
3	Dictator	PC	20	799.425	n/a	n/a
3	Ultimatum	Person	50	399.4855	0	0
3	Ultimatum	Person	30	1632.6322	7	35
3	Ultimatum	Person	70	382.8214	0	0
3	Ultimatum	PC	30	499.4704	8	40
3	Dictator	PC	0	1632.6322	n/a	n/a
3	Ultimatum	Person	80	1699.2888	0	0
3	Ultimatum	PC	30	832.7533	7	35
4	Ultimatum	PC	40	2165.8848	0	0
4	Dictator	PC	n/a	n/a	n/a	n/a
4	Dictator	Person	0	16.2102	n/a	n/a
4	Ultimatum	PC	40	2149.2207	0	0
4	Dictator	Person	0	299.5006	n/a	n/a
4	Dictator	PC	0	16.2102	n/a	n/a
4	Dictator	Person	0	282.8365	n/a	n/a
4	Dictator	Person	10	632.7835	n/a	n/a
4	Ultimatum	Person	60	416.1496	0	0
4	Ultimatum	PC	40	332.8289	0	0
4	Ultimatum	PC	50	116.195	0	0
4	Dictator	PC	20	849.4174	n/a	n/a
4	Ultimatum	Person	50	16.2102	0	0
4	Ultimatum	Person	50	1382.67	0	0
4	Ultimatum	PC	50	349.4931	0	0
4	Dictator	PC	10	516.1345	n/a	n/a
4	Dictator	PC	30	782.7608	n/a	n/a
4	Ultimatum	Person	70	532.7987	0	0
4	Dictator	Person	10	466.1421	n/a	n/a
4	Ultimatum	Person	30	799.425	8	40
2	Ultimatum	PC	90	799.425	0	0
2	Dictator	Person	0	366.1572	n/a	n/a
