Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
10	Dictator	Person	10	1204.6052	n/a	n/a
10	Ultimatum	PC	50	370.3581	0	0
10	Ultimatum	Person	50	570.5774	0	0
10	Ultimatum	PC	30	253.5635	8	40
10	Ultimatum	Person	20	1872.0028	9	45
10	Ultimatum	PC	50	286.9334	0	0
10	Dictator	PC	10	637.3172	n/a	n/a
10	Dictator	Person	20	387.0431	n/a	n/a
10	Dictator	Person	10	1371.4546	n/a	n/a
10	Dictator	PC	10	1404.8245	n/a	n/a
10	Ultimatum	PC	60	487.1527	0	0
10	Dictator	Person	10	403.728	n/a	n/a
10	Ultimatum	PC	50	1154.5503	0	0
10	Ultimatum	PC	60	286.9334	0	0
10	Dictator	Person	10	220.1936	n/a	n/a
10	Ultimatum	PC	30	770.7967	8	40
10	Ultimatum	Person	30	403.728	8	40
10	Ultimatum	PC	40	1471.5642	0	0
10	Ultimatum	PC	40	1104.4955	2	10
10	Ultimatum	PC	40	353.6732	0	0
10	Ultimatum	PC	40	203.5087	0	0
10	Ultimatum	Person	40	1021.0708	2	10
10	Ultimatum	Person	20	270.2485	9	45
10	Dictator	PC	10	503.8376	n/a	n/a
10	Ultimatum	Person	20	603.9473	9	45
10	Dictator	PC	10	320.3033	n/a	n/a
10	Dictator	Person	10	336.9882	n/a	n/a
10	Ultimatum	PC	60	1221.2901	0	0
10	Dictator	Person	10	303.6183	n/a	n/a
10	Ultimatum	PC	50	1121.1805	0	0
10	Dictator	Person	10	253.5635	n/a	n/a
10	Ultimatum	Person	20	370.3581	10	50
10	Dictator	PC	10	336.9882	n/a	n/a
10	Dictator	Person	10	1171.2353	n/a	n/a
10	Ultimatum	PC	10	754.1118	13	65
10	Ultimatum	PC	40	1404.8245	2	10
10	Dictator	PC	n/a	NaN	n/a	n/a
10	Ultimatum	Person	20	3.2894	9	45
10	Ultimatum	Person	20	670.6871	9	45
10	Dictator	PC	10	1388.1395	n/a	n/a
5	Dictator	PC	10	1021.0708	n/a	n/a
5	Dictator	PC	10	303.6183	n/a	n/a
5	Ultimatum	PC	40	420.4129	0	0
5	Ultimatum	PC	40	737.4268	0	0
5	Dictator	PC	0	270.2485	n/a	n/a
5	Dictator	PC	0	336.9882	n/a	n/a
5	Ultimatum	Person	40	2138.9619	0	0
5	Dictator	Person	0	270.2485	n/a	n/a
5	Dictator	PC	0	887.5913	n/a	n/a
5	Ultimatum	Person	50	1872.0028	0	0
5	Ultimatum	PC	50	1321.3998	0	0
5	Dictator	Person	0	320.3033	n/a	n/a
5	Dictator	Person	0	403.728	n/a	n/a
5	Dictator	Person	0	487.1527	n/a	n/a
5	Dictator	PC	40	870.9063	n/a	n/a
5	Dictator	Person	20	1338.0847	n/a	n/a
5	Ultimatum	Person	40	1938.7426	0	0
5	Ultimatum	Person	50	1388.1395	0	0
