Condition	GameType	OpponentType	PlayerChoice	PlayerRT	OpponentLoss	PlayerLoss
1	Dictator	Person	10	521.2849	n/a	n/a
1	Dictator	Person	30	3.9397	n/a	n/a
1	Ultimatum	Person	60	371.0879	0	0
1	Ultimatum	Person	50	220.8909	0	0
1	Ultimatum	PC	50	1005.253	0	0
1	Ultimatum	PC	60	654.7933	0	0
1	Dictator	PC	30	1422.4668	n/a	n/a
1	Dictator	PC	20	1188.8271	n/a	n/a
1	Dictator	PC	20	237.5795	n/a	n/a
1	Ultimatum	Person	50	421.1536	0	0
1	Ultimatum	PC	40	1756.2379	0	0
1	Dictator	Person	20	287.6451	n/a	n/a
1	Ultimatum	PC	40	404.465	0	0
1	Ultimatum	Person	40	971.8759	0	0
1	Ultimatum	Person	40	471.2192	2	10
1	Dictator	PC	20	1222.2042	n/a	n/a
1	Dictator	Person	10	1255.5813	n/a	n/a
1	Ultimatum	PC	50	537.9735	0	0
1	Dictator	PC	0	1138.7614	n/a	n/a
2	Dictator	Person	0	754.9247	n/a	n/a
2	Ultimatum	PC	50	404.465	0	0
2	Ultimatum	PC	40	771.6132	0	0
2	Ultimatum	Person	50	237.5795	0	0
2	Dictator	PC	20	421.1536	n/a	n/a
2	Ultimatum	Person	50	287.6451	0	0
2	Ultimatum	Person	50	1906.4349	0	0
2	Dictator	PC	0	337.7108	n/a	n/a
2	Dictator	PC	0	638.1048	n/a	n/a
2	Dictator	PC	10	604.7277	n/a	n/a
2	Dictator	Person	20	1005.253	n/a	n/a
2	Dictator	PC	0	1055.3186	n/a	n/a
2	Dictator	Person	30	537.9735	n/a	n/a
2	Ultimatum	Person	50	671.4819	0	0
2	Dictator	Person	20	437.8421	n/a	n/a
2	Ultimatum	PC	50	254.268	0	0
2	Ultimatum	PC	50	688.1704	0	0
2	Dictator	Person	30	621.4162	n/a	n/a
2	Ultimatum	PC	50	321.0223	0	0
2	Dictator	Person	20	337.7108	n/a	n/a
3	Ultimatum	Person	50	254.268	0	0
3	Dictator	Person	30	2123.3861	n/a	n/a
3	Ultimatum	Person	50	1088.6957	0	0
3	Ultimatum	Person	50	237.5795	0	0
3	Dictator	PC	0	270.9566	n/a	n/a
3	Ultimatum	Person	50	487.9078	0	0
3	Ultimatum	Person	50	187.5138	0	0
3	Dictator	PC	0	404.465	n/a	n/a
3	Ultimatum	PC	30	287.6451	7	35
3	Ultimatum	PC	40	1839.6807	0	0
3	Ultimatum	PC	40	1088.6957	2	10
3	Dictator	Person	30	1055.3186	n/a	n/a
3	Dictator	Person	30	971.8759	n/a	n/a
3	Ultimatum	PC	40	1706.1722	2	10
3	Dictator	Person	40	1639.418	n/a	n/a
3	Dictator	PC	10	1122.0729	n/a	n/a
