StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
2	3	1	1	1015.9584
2	3	1	1	782.707
2	1	4	0	732.7245
2	3	3	1	666.0813
2	1	2	1	649.4205
2	2	1	1	1632.4084
2	1	5	0	1282.5314
2	2	2	1	982.6367
2	1	4	0	749.3853
2	2	3	1	682.7421
2	1	2	1	699.4029
2	2	2	1	766.0462
2	3	4	0	782.707
2	3	2	1	532.7948
2	1	5	0	766.0462
2	2	4	0	866.011
2	1	1	1	632.7597
2	3	3	1	832.6894
2	2	5	0	699.4029
2	3	1	1	566.1164
2	1	5	0	616.0988
2	3	2	1	599.438
2	2	3	1	782.707
2	3	5	0	816.0286
2	1	3	1	599.438
2	3	5	0	666.0813
2	3	5	0	899.3327
2	3	2	1	616.0988
2	2	1	1	666.0813
2	2	2	1	599.438
2	1	1	1	599.438
2	2	4	0	799.3678
2	1	4	0	899.3327
2	3	4	0	682.7421
2	1	1	1	866.011
2	2	5	0	915.9935
2	1	3	1	932.6543
2	3	3	1	816.0286
2	1	2	1	1032.6192
2	2	1	1	732.7245
2	1	3	1	599.438
2	2	3	1	949.3151
2	2	5	0	932.6543
2	2	4	0	1315.853
2	3	4	0	965.9759
3	2	4	1	816.0286
3	2	3	1	682.7421
3	1	3	1	582.7772
3	1	2	1	699.4029
3	3	4	0	632.7597
3	3	3	1	532.7948
3	3	1	1	532.7948
3	2	3	1	599.438
3	3	3	1	616.0988
3	1	5	0	849.3502
3	2	1	1	632.7597
3	1	3	1	516.134
3	3	1	1	566.1164
3	1	5	0	682.7421
3	2	1	1	816.0286
3	1	3	1	599.438
3	2	5	0	716.0637
3	2	3	1	682.7421
3	2	5	0	666.0813
3	3	1	1	532.7948
3	2	2	1	1032.6192
3	1	1	1	616.0988
3	2	2	1	549.4556
3	2	1	1	549.4556
3	3	2	1	499.4732
3	1	4	0	782.707
3	3	5	0	766.0462
3	1	4	0	566.1164
3	3	3	1	599.438
3	1	1	1	532.7948
3	3	5	0	699.4029
3	3	2	1	532.7948
3	1	1	1	616.0988
3	2	4	0	532.7948
3	3	5	1	532.7948
3	3	4	0	549.4556
3	2	5	0	632.7597
3	3	2	1	599.438
3	1	5	0	782.707
3	1	4	0	699.4029
3	1	2	1	549.4556
3	3	4	0	632.7597
3	1	2	1	532.7948
3	2	2	1	582.7772
3	2	4	0	616.0988
1	3	1	1	782.707
1	2	3	1	716.0637
1	2	4	0	632.7597
1	3	5	0	666.0813
1	3	5	0	732.7245
1	1	1	1	1399.157
1	3	4	0	682.7421
1	3	3	1	632.7597
1	2	4	0	699.4029
1	1	3	1	516.134
1	1	5	0	616.0988
1	3	1	1	499.4732
1	1	5	0	649.4205
1	3	3	1	582.7772
1	1	2	1	866.011
1	2	1	1	749.3853
1	3	4	0	682.7421
1	3	5	0	649.4205
1	1	4	0	582.7772
1	2	3	1	599.438
1	2	5	0	599.438
1	2	1	1	532.7948
1	1	4	0	566.1164
1	2	2	1	499.4732
1	3	2	1	649.4205
1	1	3	1	482.8123
1	3	2	1	666.0813
1	2	5	1	599.438
1	2	3	1	549.4556
1	2	2	1	732.7245
1	2	1	1	632.7597
1	1	1	1	499.4732
1	2	2	1	649.4205
1	3	1	1	915.9935
1	1	4	0	732.7245
1	1	1	1	816.0286
1	1	2	1	649.4205
1	2	5	0	732.7245
1	3	3	1	582.7772
1	1	2	1	682.7421
1	3	4	0	666.0813
1	2	4	0	782.707
1	1	3	1	482.8123
1	1	5	0	682.7421
1	3	2	1	1249.2097
