StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	Rating: 3/5	Keep $8, Give $2	Accept	1703.3828
3	 	Keep $6, Give $4	Accept	785.5676
3	Rating 5/5	Keep $9, Give $1	Accept	1920.3209
3	Rating 5/5	Keep $7, Give $3	Accept	1019.1933
3	 	Keep $5, Give $5	Accept	852.3178
3	Rating: 3/5	Keep $6, Give $4	Accept	652.0672
3	Rating: 3/5	Keep $9, Give $1	Accept	1653.3201
3	 	Keep $9, Give $1	Accept	618.6921
3	Rating: 3/5	Keep $5, Give $5	Accept	652.0672
3	Rating: 3/5	Keep $5, Give $5	Accept	435.1291
3	Rating 5/5	Keep $6, Give $4	Accept	718.8174
3	Rating: 3/5	Keep $6, Give $4	Accept	718.8174
3	Rating 5/5	Keep $8, Give $2	Accept	852.3178
3	Rating: 3/5	Keep $8, Give $2	Accept	635.3797
3	Rating: 3/5	Keep $9, Give $1	Accept	768.8801
3	Rating: 3/5	Keep $9, Give $1	Accept	518.5669
3	Rating 5/5	Keep $5, Give $5	Accept	585.317
3	Rating: 3/5	Keep $7, Give $3	Accept	435.1291
3	Rating 5/5	Keep $7, Give $3	Accept	485.1918
3	Rating 5/5	Keep $6, Give $4	Accept	1085.9435
3	 	Keep $7, Give $3	Accept	385.0665
3	 	Keep $6, Give $4	Accept	835.6303
3	Rating: 3/5	Keep $7, Give $3	Accept	685.4423
3	Rating 5/5	Keep $6, Give $4	Accept	401.754
3	 	Keep $6, Give $4	Accept	568.6295
3	 	Keep $9, Give $1	Accept	401.754
3	Rating: 3/5	Keep $7, Give $3	Accept	468.5042
3	 	Keep $7, Give $3	Accept	351.6914
3	 	Keep $5, Give $5	Accept	1286.1941
3	Rating 5/5	Keep $9, Give $1	Accept	518.5669
3	 	Keep $5, Give $5	Accept	568.6295
3	 	Keep $8, Give $2	Accept	1069.2559
3	 	Keep $9, Give $1	Accept	802.2552
3	Rating 5/5	Keep $5, Give $5	Accept	652.0672
3	Rating 5/5	Keep $9, Give $1	Accept	468.5042
3	Rating: 3/5	Keep $5, Give $5	Accept	435.1291
3	Rating 5/5	Keep $5, Give $5	Accept	518.5669
3	 	Keep $8, Give $2	Accept	451.8167
3	 	Keep $7, Give $3	Accept	768.8801
3	 	Keep $8, Give $2	Accept	535.2544
3	Rating 5/5	Keep $8, Give $2	Accept	618.6921
3	Rating 5/5	Keep $8, Give $2	Accept	468.5042
3	Rating: 3/5	Keep $6, Give $4	Accept	401.754
1	Rating 5/5	Keep $8, Give $2	Accept	802.2552
1	 	Keep $5, Give $5	Accept	602.0046
1	Rating: 3/5	Keep $8, Give $2	Accept	818.9427
1	Rating: 3/5	Keep $6, Give $4	Accept	518.5669
1	Rating 5/5	Keep $7, Give $3	Accept	551.942
1	 	Keep $5, Give $5	Accept	585.317
1	Rating: 3/5	Keep $8, Give $2	Accept	318.3163
1	Rating 5/5	Keep $7, Give $3	Accept	301.6287
1	 	Keep $9, Give $1	Accept	568.6295
1	Rating 5/5	Keep $8, Give $2	Accept	785.5676
1	Rating 5/5	Keep $9, Give $1	Accept	284.9412
1	 	Keep $8, Give $2	Accept	451.8167
1	Rating: 3/5	Keep $5, Give $5	Accept	635.3797
1	 	Keep $6, Give $4	Accept	418.4416
1	Rating: 3/5	Keep $8, Give $2	Accept	451.8167
1	Rating 5/5	Keep $7, Give $3	Accept	301.6287
1	Rating: 3/5	Keep $9, Give $1	Accept	401.754
1	 	Keep $7, Give $3	Accept	602.0046
1	 	Keep $6, Give $4	Accept	501.8793
1	Rating: 3/5	Keep $7, Give $3	Accept	902.3805
1	Rating: 3/5	Keep $7, Give $3	Accept	451.8167
1	 	Keep $8, Give $2	Accept	385.0665
1	Rating 5/5	Keep $5, Give $5	Accept	385.0665
1	Rating 5/5	Keep $9, Give $1	Accept	652.0672
1	Rating: 3/5	Keep $6, Give $4	Accept	385.0665
1	Rating 5/5	Keep $6, Give $4	Accept	335.0038
1	Rating: 3/5	Keep $6, Give $4	Accept	485.1918
1	Rating 5/5	Keep $6, Give $4	Accept	318.3163
1	Rating 5/5	Keep $6, Give $4	Accept	418.4416
1	Rating: 3/5	Keep $7, Give $3	Accept	335.0038
1	 	Keep $9, Give $1	Accept	401.754
1	Rating 5/5	Keep $5, Give $5	Accept	418.4416
1	 	Keep $7, Give $3	Accept	435.1291
1	 	Keep $8, Give $2	Accept	335.0038
1	Rating: 3/5	Keep $5, Give $5	Accept	485.1918
1	 	Keep $9, Give $1	Accept	685.4423
1	Rating: 3/5	Keep $5, Give $5	Accept	518.5669
1	 	Keep $6, Give $4	Accept	301.6287
1	Rating: 3/5	Keep $9, Give $1	Accept	335.0038
1	Rating: 3/5	Keep $9, Give $1	Accept	451.8167
1	 	Keep $5, Give $5	Accept	385.0665
1	 	Keep $7, Give $3	Accept	652.0672
1	Rating 5/5	Keep $9, Give $1	Accept	301.6287
1	Rating 5/5	Keep $8, Give $2	Accept	351.6914
1	Rating 5/5	Keep $5, Give $5	Accept	401.754
2	 	Keep $6, Give $4	Accept	468.5042
2	Rating: 3/5	Keep $7, Give $3	Accept	301.6287
2	Rating: 3/5	Keep $8, Give $2	Accept	351.6914
2	Rating: 3/5	Keep $5, Give $5	Accept	335.0038
2	 	Keep $5, Give $5	Accept	401.754
2	Rating 5/5	Keep $5, Give $5	Accept	335.0038
2	Rating: 3/5	Keep $8, Give $2	Accept	635.3797
2	Rating 5/5	Keep $5, Give $5	Accept	518.5669
2	 	Keep $5, Give $5	Accept	385.0665
2	Rating 5/5	Keep $9, Give $1	Accept	652.0672
2	 	Keep $7, Give $3	Accept	802.2552
2	Rating: 3/5	Keep $6, Give $4	Accept	535.2544
2	 	Keep $5, Give $5	Accept	902.3805
2	Rating: 3/5	Keep $8, Give $2	Accept	368.3789
2	Rating: 3/5	Keep $9, Give $1	Accept	551.942
2	Rating: 3/5	Keep $9, Give $1	Accept	368.3789
2	Rating 5/5	Keep $8, Give $2	Accept	401.754
2	Rating: 3/5	Keep $7, Give $3	Accept	501.8793
2	Rating: 3/5	Keep $5, Give $5	Accept	518.5669
2	Rating: 3/5	Keep $6, Give $4	Accept	485.1918
2	Rating 5/5	Keep $6, Give $4	Accept	318.3163
2	Rating 5/5	Keep $6, Give $4	Accept	735.505
2	Rating: 3/5	Keep $6, Give $4	Accept	401.754
2	 	Keep $9, Give $1	Accept	335.0038
2	 	Keep $8, Give $2	Accept	518.5669
2	 	Keep $8, Give $2	Accept	1136.0061
2	Rating 5/5	Keep $6, Give $4	Accept	1219.4439
2	 	Keep $7, Give $3	Accept	435.1291
2	Rating 5/5	Keep $7, Give $3	Accept	451.8167
2	Rating 5/5	Keep $7, Give $3	Accept	435.1291
2	Rating 5/5	Keep $8, Give $2	Accept	418.4416
2	 	Keep $9, Give $1	Accept	1102.631
2	Rating 5/5	Keep $7, Give $3	Accept	635.3797
2	 	Keep $7, Give $3	Accept	885.6929
2	 	Keep $9, Give $1	Accept	685.4423
2	Rating 5/5	Keep $9, Give $1	Accept	401.754
2	Rating: 3/5	Keep $9, Give $1	Accept	518.5669
2	 	Keep $6, Give $4	Accept	451.8167
2	Rating 5/5	Keep $9, Give $1	Accept	368.3789
2	 	Keep $8, Give $2	Accept	752.1925
2	 	Keep $6, Give $4	Accept	301.6287
2	Rating 5/5	Keep $8, Give $2	Accept	351.6914
2	Rating: 3/5	Keep $7, Give $3	Accept	451.8167
2	Rating 5/5	Keep $5, Give $5	Accept	385.0665
