StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
2	2	5	0	1235.8908
2	3	3	0	1469.4913
2	3	1	0	1519.5486
2	2	4	0	1302.6338
2	1	2	0	1569.6058
2	1	2	0	1102.4048
2	1	4	0	1219.205
2	3	5	0	1386.0625
2	2	2	0	968.9187
2	2	4	0	1319.3195
2	1	4	0	1402.7483
2	3	5	0	2020.1211
2	2	3	0	1018.976
2	3	2	0	1436.1198
2	3	4	0	885.49
2	2	2	0	752.004
2	3	2	0	1119.0905
2	3	3	0	985.6045
2	2	1	0	1119.0905
2	2	1	0	1269.2623
2	2	3	0	735.3182
2	3	1	0	718.6325
2	1	2	0	1235.8908
2	3	5	0	802.0612
2	2	2	0	752.004
2	2	3	0	818.747
2	2	5	0	718.6325
2	3	1	0	868.8042
2	2	5	0	968.9187
2	1	4	0	685.261
2	3	2	0	1185.8335
2	2	4	0	418.2889
2	1	1	0	1002.2902
2	3	4	0	701.9467
2	1	1	0	551.7749
2	3	3	0	601.8322
2	1	1	0	768.6897
2	3	4	0	802.0612
2	1	5	0	1069.0333
2	1	3	0	1419.434
2	1	5	1	1336.0053
2	1	5	1	1069.0333
2	2	1	0	1135.7763
2	1	3	0	718.6325
2	1	3	0	701.9467
1	1	5	1	1069.0333
1	3	1	0	835.4327
1	2	4	0	835.4327
1	2	5	0	1986.7496
1	2	5	0	918.8615
1	1	5	0	518.4034
1	2	3	0	818.747
1	2	4	0	501.7177
1	1	1	0	1452.8056
1	2	1	0	2270.4074
1	1	2	0	1352.691
1	1	1	0	1703.0918
1	1	4	0	2787.6657
1	3	5	1	1502.8628
1	3	5	1	885.49
1	2	4	0	1269.2623
1	2	3	0	1269.2623
1	2	2	0	1319.3195
1	1	3	0	718.6325
1	3	3	0	885.49
1	3	1	0	2086.8641
1	1	4	0	2720.9227
1	3	5	1	1469.4913
1	2	3	0	835.4327
1	1	1	0	685.261
1	3	1	0	802.0612
1	2	5	1	1302.6338
1	1	3	0	1285.948
1	3	3	0	1719.7776
1	1	3	0	668.5752
1	3	4	0	651.8895
1	1	4	0	535.0892
1	1	5	0	351.5459
1	3	4	0	401.6032
1	2	2	0	701.9467
1	3	2	0	668.5752
1	1	2	0	868.8042
1	3	2	0	635.2037
1	2	2	0	701.9467
1	1	2	0	1185.8335
1	2	1	0	885.49
3	1	1	0	1002.2902
3	3	4	0	1185.8335
3	1	4	0	868.8042
3	3	4	0	418.2889
3	1	5	1	835.4327
3	1	1	0	1235.8908
3	1	1	0	752.004
3	1	5	1	1886.6351
3	3	2	0	952.233
3	2	2	0	1102.4048
3	2	1	0	1219.205
3	1	4	0	268.1172
3	3	5	1	768.6897
3	2	2	0	785.3755
3	3	1	0	351.5459
3	3	5	0	985.6045
3	1	2	0	535.0892
3	3	3	0	2620.8082
3	2	3	0	618.5179
3	2	1	0	334.8602
3	3	1	0	802.0612
3	3	4	0	1502.8628
3	2	5	1	802.0612
3	2	4	0	918.8615
3	2	5	1	1018.976
3	3	2	0	1119.0905
3	2	5	0	1052.3475
3	2	2	1	268.1172
3	2	4	0	434.9747
3	1	2	0	618.5179
3	2	3	0	1018.976
3	3	1	0	501.7177
3	1	5	1	802.0612
3	1	3	0	1152.462
3	3	3	0	952.233
3	3	3	0	535.0892
3	3	2	1	368.2317
3	2	1	0	685.261
3	1	4	0	902.1757
3	1	3	0	518.4034
3	1	2	0	418.2889
3	2	4	0	601.8322
3	2	3	0	1319.3195
