StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	Rating: 3/5	Keep $8, Give $2	Reject	1269.1514
3	 	Keep $6, Give $4	Accept	1018.8774
3	Rating 5/5	Keep $9, Give $1	Reject	1118.987
3	Rating 5/5	Keep $7, Give $3	Reject	1869.8092
3	 	Keep $5, Give $5	Accept	968.8226
3	Rating: 3/5	Keep $6, Give $4	Accept	1002.1924
3	Rating: 3/5	Keep $9, Give $1	Reject	835.3431
3	 	Keep $9, Give $1	Reject	1285.8364
3	Rating: 3/5	Keep $5, Give $5	Accept	852.028
3	Rating: 3/5	Keep $5, Give $5	Accept	751.9184
3	Rating 5/5	Keep $6, Give $4	Accept	1052.2472
3	Rating: 3/5	Keep $6, Give $4	Accept	1102.3021
3	Rating 5/5	Keep $8, Give $2	Reject	902.0828
3	Rating: 3/5	Keep $8, Give $2	Accept	1419.3159
3	Rating: 3/5	Keep $9, Give $1	Reject	885.3979
3	Rating: 3/5	Keep $9, Give $1	Reject	935.4527
3	Rating 5/5	Keep $5, Give $5	Accept	835.3431
3	Rating: 3/5	Keep $7, Give $3	Reject	1385.946
3	Rating: 3/5	Keep $8, Give $2	Reject	768.6033
3	Rating 5/5	Keep $7, Give $3	Reject	751.9184
3	Rating 5/5	Keep $6, Give $4	Accept	868.7129
3	 	Keep $7, Give $3	Reject	1118.987
3	 	Keep $6, Give $4	Accept	651.8088
3	Rating: 3/5	Keep $7, Give $3	Reject	668.4937
3	Rating 5/5	Keep $6, Give $4	Accept	1235.7815
3	 	Keep $6, Give $4	Accept	1252.4665
3	 	Keep $9, Give $1	Reject	852.028
3	Rating: 3/5	Keep $7, Give $3	Reject	818.6581
3	 	Keep $7, Give $3	Reject	868.7129
3	 	Keep $5, Give $5	Accept	685.1786
3	Rating 5/5	Keep $7, Give $3	Reject	835.3431
3	Rating 5/5	Keep $9, Give $1	Reject	818.6581
3	 	Keep $5, Give $5	Accept	952.1376
3	 	Keep $8, Give $2	Reject	1018.8774
3	 	Keep $9, Give $1	Reject	768.6033
3	Rating 5/5	Keep $5, Give $5	Accept	885.3979
3	Rating 5/5	Keep $9, Give $1	Reject	718.5485
3	Rating: 3/5	Keep $5, Give $5	Accept	585.069
3	Rating 5/5	Keep $5, Give $5	Accept	651.8088
3	 	Keep $8, Give $2	Reject	751.9184
3	 	Keep $7, Give $3	Reject	751.9184
3	 	Keep $8, Give $2	Reject	701.8636
3	Rating 5/5	Keep $8, Give $2	Reject	718.5485
3	Rating 5/5	Keep $8, Give $2	Accept	1502.7405
3	Rating: 3/5	Keep $6, Give $4	Accept	785.2883
1	Rating 5/5	Keep $8, Give $2	Reject	952.1376
1	 	Keep $5, Give $5	Accept	885.3979
1	Rating: 3/5	Keep $8, Give $2	Reject	685.1786
1	Rating: 3/5	Keep $6, Give $4	Accept	852.028
1	Rating 5/5	Keep $7, Give $3	Reject	668.4937
1	 	Keep $5, Give $5	Accept	918.7677
1	Rating: 3/5	Keep $8, Give $2	Reject	651.8088
1	Rating 5/5	Keep $7, Give $3	Reject	718.5485
1	 	Keep $9, Give $1	Reject	1202.4117
1	Rating 5/5	Keep $8, Give $2	Reject	768.6033
1	Rating 5/5	Keep $9, Give $1	Reject	835.3431
1	 	Keep $8, Give $2	Reject	968.8226
1	Rating: 3/5	Keep $5, Give $5	Accept	701.8636
1	 	Keep $6, Give $4	Accept	818.6581
1	Rating: 3/5	Keep $8, Give $2	Reject	801.9732
1	Rating 5/5	Keep $7, Give $3	Reject	785.2883
1	Rating: 3/5	Keep $9, Give $1	Reject	735.2334
1	 	Keep $7, Give $3	Reject	768.6033
1	 	Keep $6, Give $4	Accept	1052.2472
1	Rating: 3/5	Keep $7, Give $3	Reject	1219.0966
1	Rating: 3/5	Keep $7, Give $3	Reject	601.7539
1	 	Keep $8, Give $2	Reject	618.4389
1	Rating 5/5	Keep $5, Give $5	Accept	635.1238
1	Rating 5/5	Keep $9, Give $1	Reject	535.0142
1	Rating: 3/5	Keep $6, Give $4	Accept	718.5485
1	Rating 5/5	Keep $6, Give $4	Accept	651.8088
1	Rating: 3/5	Keep $6, Give $4	Accept	618.4389
1	Rating 5/5	Keep $6, Give $4	Accept	718.5485
1	Rating 5/5	Keep $6, Give $4	Accept	484.9594
1	Rating: 3/5	Keep $7, Give $3	Reject	718.5485
1	 	Keep $9, Give $1	Reject	718.5485
1	Rating 5/5	Keep $5, Give $5	Accept	651.8088
1	 	Keep $7, Give $3	Reject	985.5075
1	 	Keep $8, Give $2	Reject	618.4389
1	Rating: 3/5	Keep $5, Give $5	Accept	635.1238
1	 	Keep $9, Give $1	Reject	585.069
1	Rating: 3/5	Keep $5, Give $5	Accept	601.7539
1	 	Keep $6, Give $4	Accept	852.028
1	Rating: 3/5	Keep $9, Give $1	Reject	635.1238
1	Rating: 3/5	Keep $9, Give $1	Reject	651.8088
1	 	Keep $5, Give $5	Accept	618.4389
1	 	Keep $7, Give $3	Reject	418.2196
1	Rating 5/5	Keep $9, Give $1	Reject	902.0828
1	Rating 5/5	Keep $8, Give $2	Reject	601.7539
1	Rating 5/5	Keep $5, Give $5	Accept	518.3293
2	 	Keep $6, Give $4	Accept	735.2334
2	Rating: 3/5	Keep $7, Give $3	Reject	1185.7267
2	Rating: 3/5	Keep $8, Give $2	Reject	618.4389
2	Rating: 3/5	Keep $5, Give $5	Accept	451.5895
2	 	Keep $5, Give $5	Accept	501.6443
2	Rating 5/5	Keep $5, Give $5	Accept	751.9184
2	Rating: 3/5	Keep $8, Give $2	Reject	501.6443
2	Rating 5/5	Keep $5, Give $5	Accept	501.6443
2	 	Keep $5, Give $5	Accept	701.8636
2	Rating 5/5	Keep $9, Give $1	Reject	852.028
2	 	Keep $7, Give $3	Reject	852.028
2	Rating: 3/5	Keep $6, Give $4	Accept	801.9732
2	 	Keep $5, Give $5	Accept	968.8226
2	Rating: 3/5	Keep $8, Give $2	Reject	885.3979
2	Rating: 3/5	Keep $9, Give $1	Reject	585.069
2	Rating: 3/5	Keep $9, Give $1	Reject	501.6443
2	Rating 5/5	Keep $8, Give $2	Reject	568.3841
2	Rating: 3/5	Keep $7, Give $3	Reject	735.2334
2	Rating: 3/5	Keep $5, Give $5	Accept	1302.5213
2	Rating: 3/5	Keep $6, Give $4	Accept	585.069
2	Rating 5/5	Keep $6, Give $4	Accept	718.5485
2	Rating 5/5	Keep $6, Give $4	Accept	618.4389
2	Rating: 3/5	Keep $6, Give $4	Accept	451.5895
2	 	Keep $9, Give $1	Reject	551.6991
2	 	Keep $8, Give $2	Reject	518.3293
2	 	Keep $8, Give $2	Reject	451.5895
2	Rating 5/5	Keep $6, Give $4	Accept	768.6033
2	Rating 5/5	Keep $7, Give $3	Reject	1285.8364
2	Rating 5/5	Keep $7, Give $3	Reject	885.3979
2	Rating 5/5	Keep $8, Give $2	Reject	585.069
2	 	Keep $9, Give $1	Reject	885.3979
2	Rating 5/5	Keep $7, Give $3	Reject	1152.3569
2	 	Keep $7, Give $3	Reject	601.7539
2	 	Keep $9, Give $1	Reject	501.6443
2	Rating 5/5	Keep $9, Give $1	Reject	852.028
2	Rating: 3/5	Keep $9, Give $1	Reject	451.5895
2	 	Keep $6, Give $4	Accept	918.7677
2	Rating 5/5	Keep $9, Give $1	Reject	484.9594
2	 	Keep $8, Give $2	Reject	1369.261
2	 	Keep $6, Give $4	Accept	768.6033
2	Rating 5/5	Keep $8, Give $2	Reject	484.9594
2	Rating: 3/5	Keep $7, Give $3	Reject	501.6443
2	Rating 5/5	Keep $5, Give $5	Accept	468.2745
2	Rating: 3/5	Keep $5, Give $5	Accept	651.8088
2	 	Keep $9, Give $1	Accept	1002.4171
2	Rating 5/5	Keep $6, Give $4	Accept	1352.8401
2	Rating: 3/5	Keep $9, Give $1	Reject	1169.2852
2	Rating: 3/5	Keep $7, Give $3	Accept	1269.406
2	Rating 5/5	Keep $5, Give $5	Accept	1336.1533
2	 	Keep $7, Give $3	Accept	935.6699
2	 	Keep $5, Give $5	Accept	752.115
2	Rating 5/5	Keep $9, Give $1	Reject	818.8622
2	 	Keep $6, Give $4	Accept	1019.1039
2	 	Keep $6, Give $4	Accept	568.5601
2	 	Keep $5, Give $5	Accept	668.6809
2	Rating: 3/5	Keep $6, Give $4	Accept	1119.2248
2	 	Keep $7, Give $3	Reject	1152.5984
2	Rating: 3/5	Keep $8, Give $2	Reject	835.549
2	 	Keep $9, Give $1	Reject	868.9226
2	 	Keep $5, Give $5	Accept	1019.1039
2	Rating: 3/5	Keep $5, Give $5	Accept	618.6205
2	 	Keep $8, Give $2	Reject	1669.8895
2	 	Keep $9, Give $1	Reject	618.6205
2	Rating: 3/5	Keep $7, Give $3	Accept	785.4886
2	Rating: 3/5	Keep $6, Give $4	Accept	618.6205
2	Rating 5/5	Keep $7, Give $3	Accept	1069.1643
2	Rating 5/5	Keep $6, Give $4	Accept	568.5601
2	 	Keep $8, Give $2	Reject	685.3677
2	Rating: 3/5	Keep $6, Give $4	Accept	1019.1039
2	Rating 5/5	Keep $6, Give $4	Accept	401.692
2	Rating 5/5	Keep $9, Give $1	Reject	935.6699
2	 	Keep $8, Give $2	Reject	952.3567
2	Rating 5/5	Keep $7, Give $3	Accept	885.6094
2	Rating 5/5	Keep $5, Give $5	Accept	518.4996
2	Rating: 3/5	Keep $7, Give $3	Accept	835.549
2	Rating: 3/5	Keep $9, Give $1	Reject	635.3073
2	Rating 5/5	Keep $5, Give $5	Accept	685.3677
2	Rating 5/5	Keep $8, Give $2	Reject	1102.538
2	Rating 5/5	Keep $9, Give $1	Reject	1219.3456
2	Rating: 3/5	Keep $5, Give $5	Accept	835.549
2	Rating: 3/5	Keep $9, Give $1	Reject	668.6809
2	 	Keep $6, Give $4	Accept	785.4886
2	Rating: 3/5	Keep $5, Give $5	Accept	468.4392
2	Rating 5/5	Keep $8, Give $2	Reject	1202.6588
2	Rating 5/5	Keep $7, Give $3	Accept	852.2358
2	Rating 5/5	Keep $8, Give $2	Reject	1169.2852
2	Rating: 3/5	Keep $8, Give $2	Accept	685.3677
2	Rating: 3/5	Keep $8, Give $2	Accept	752.115
2	 	Keep $7, Give $3	Accept	1586.4554
