StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	Rating: 3/5	Keep $9, Give $1	Reject	1336.1854
3	Rating: 3/5	Keep $6, Give $4	Reject	818.8872
3	Rating 5/5	Keep $6, Give $4	Reject	551.8946
3	 	Keep $7, Give $3	Reject	735.452
3	 	Keep $7, Give $3	Reject	1202.6891
3	 	Keep $9, Give $1	Reject	952.3835
3	Rating 5/5	Keep $6, Give $4	Reject	668.7038
3	 	Keep $8, Give $2	Reject	601.9557
3	Rating 5/5	Keep $9, Give $1	Reject	685.3909
3	Rating: 3/5	Keep $5, Give $5	Accept	868.9483
3	Rating 5/5	Keep $5, Give $5	Accept	601.9557
3	Rating: 3/5	Keep $7, Give $3	Reject	702.0779
3	Rating: 3/5	Keep $7, Give $3	Reject	568.5816
3	Rating: 3/5	Keep $8, Give $2	Reject	568.5816
3	 	Keep $9, Give $1	Reject	818.8872
3	Rating 5/5	Keep $8, Give $2	Reject	735.452
3	Rating 5/5	Keep $7, Give $3	Reject	752.139
3	 	Keep $7, Give $3	Reject	735.452
3	Rating: 3/5	Keep $5, Give $5	Accept	718.765
3	Rating: 3/5	Keep $7, Give $3	Reject	868.9483
3	Rating: 3/5	Keep $9, Give $1	Reject	652.0168
3	Rating 5/5	Keep $5, Give $5	Accept	702.0779
3	Rating: 3/5	Keep $8, Give $2	Reject	568.5816
3	 	Keep $6, Give $4	Reject	635.3298
3	 	Keep $5, Give $5	Accept	501.8335
3	 	Keep $8, Give $2	Reject	351.6501
3	 	Keep $9, Give $1	Reject	418.3983
3	Rating: 3/5	Keep $6, Give $4	Reject	768.8261
3	Rating: 3/5	Keep $6, Give $4	Reject	768.8261
3	 	Keep $6, Give $4	Reject	618.6427
3	Rating 5/5	Keep $8, Give $2	Reject	685.3909
3	Rating 5/5	Keep $5, Give $5	Accept	752.139
3	Rating 5/5	Keep $9, Give $1	Reject	368.3372
3	Rating: 3/5	Keep $9, Give $1	Reject	435.0853
3	 	Keep $6, Give $4	Reject	485.1464
3	 	Keep $8, Give $2	Reject	501.8335
3	Rating 5/5	Keep $6, Give $4	Reject	401.7112
3	Rating 5/5	Keep $7, Give $3	Reject	351.6501
3	Rating 5/5	Keep $8, Give $2	Reject	451.7723
3	 	Keep $5, Give $5	Accept	601.9557
3	 	Keep $5, Give $5	Accept	401.7112
3	Rating: 3/5	Keep $8, Give $2	Reject	668.7038
3	Rating: 3/5	Keep $5, Give $5	Accept	485.1464
3	Rating 5/5	Keep $9, Give $1	Reject	368.3372
3	Rating 5/5	Keep $7, Give $3	Reject	368.3372
1	 	Keep $9, Give $1	Reject	802.2002
1	 	Keep $7, Give $3	Reject	768.8261
1	 	Keep $8, Give $2	Reject	585.2687
1	Rating: 3/5	Keep $9, Give $1	Reject	351.6501
1	Rating 5/5	Keep $5, Give $5	Accept	818.8872
1	Rating 5/5	Keep $5, Give $5	Accept	635.3298
1	Rating: 3/5	Keep $8, Give $2	Reject	351.6501
1	 	Keep $6, Give $4	Reject	284.902
1	 	Keep $5, Give $5	Accept	652.0168
1	Rating: 3/5	Keep $6, Give $4	Reject	351.6501
1	Rating 5/5	Keep $6, Give $4	Reject	518.5205
1	Rating 5/5	Keep $8, Give $2	Reject	351.6501
1	 	Keep $7, Give $3	Reject	435.0853
1	Rating: 3/5	Keep $5, Give $5	Accept	501.8335
1	Rating 5/5	Keep $8, Give $2	Reject	334.9631
1	Rating 5/5	Keep $8, Give $2	Reject	351.6501
1	Rating: 3/5	Keep $6, Give $4	Reject	368.3372
1	 	Keep $6, Give $4	Reject	818.8872
1	Rating 5/5	Keep $6, Give $4	Reject	485.1464
1	Rating 5/5	Keep $9, Give $1	Reject	318.276
1	Rating: 3/5	Keep $7, Give $3	Reject	401.7112
1	Rating: 3/5	Keep $6, Give $4	Reject	385.0242
1	Rating: 3/5	Keep $7, Give $3	Reject	451.7723
1	Rating 5/5	Keep $5, Give $5	Accept	468.4594
1	 	Keep $8, Give $2	Reject	401.7112
1	 	Keep $5, Give $5	Accept	551.8946
1	Rating 5/5	Keep $6, Give $4	Reject	301.589
1	 	Keep $7, Give $3	Reject	368.3372
1	Rating: 3/5	Keep $9, Give $1	Reject	284.902
1	 	Keep $5, Give $5	Accept	835.5742
1	Rating 5/5	Keep $7, Give $3	Reject	451.7723
1	Rating: 3/5	Keep $8, Give $2	Reject	318.276
1	Rating: 3/5	Keep $5, Give $5	Accept	451.7723
1	Rating 5/5	Keep $7, Give $3	Reject	401.7112
1	 	Keep $9, Give $1	Reject	418.3983
1	Rating: 3/5	Keep $7, Give $3	Reject	284.902
1	Rating 5/5	Keep $9, Give $1	Reject	351.6501
1	Rating 5/5	Keep $7, Give $3	Reject	385.0242
1	Rating 5/5	Keep $9, Give $1	Reject	301.589
1	Rating: 3/5	Keep $5, Give $5	Accept	601.9557
1	 	Keep $8, Give $2	Reject	551.8946
1	Rating: 3/5	Keep $8, Give $2	Reject	318.276
1	Rating: 3/5	Keep $9, Give $1	Reject	318.276
1	 	Keep $6, Give $4	Reject	401.7112
1	 	Keep $9, Give $1	Reject	618.6427
2	 	Keep $7, Give $3	Reject	451.7723
2	Rating: 3/5	Keep $9, Give $1	Reject	334.9631
2	 	Keep $8, Give $2	Reject	468.4594
2	 	Keep $5, Give $5	Accept	535.2075
2	Rating 5/5	Keep $7, Give $3	Reject	368.3372
2	Rating 5/5	Keep $6, Give $4	Reject	301.589
2	 	Keep $9, Give $1	Reject	334.9631
2	Rating 5/5	Keep $9, Give $1	Reject	368.3372
2	Rating 5/5	Keep $6, Give $4	Reject	385.0242
2	Rating: 3/5	Keep $5, Give $5	Accept	385.0242
2	Rating 5/5	Keep $5, Give $5	Accept	601.9557
2	 	Keep $9, Give $1	Reject	351.6501
2	 	Keep $5, Give $5	Accept	401.7112
2	Rating 5/5	Keep $9, Give $1	Reject	284.902
2	Rating: 3/5	Keep $8, Give $2	Reject	568.5816
2	Rating: 3/5	Keep $7, Give $3	Reject	401.7112
2	Rating: 3/5	Keep $9, Give $1	Reject	518.5205
2	Rating 5/5	Keep $8, Give $2	Reject	468.4594
2	 	Keep $9, Give $1	Reject	284.902
2	Rating: 3/5	Keep $6, Give $4	Reject	234.8408
2	 	Keep $8, Give $2	Reject	284.902
2	Rating 5/5	Keep $7, Give $3	Reject	385.0242
2	 	Keep $7, Give $3	Reject	334.9631
2	Rating: 3/5	Keep $8, Give $2	Reject	468.4594
2	Rating 5/5	Keep $5, Give $5	Accept	535.2075
2	 	Keep $6, Give $4	Reject	752.139
2	 	Keep $6, Give $4	Reject	468.4594
2	Rating: 3/5	Keep $9, Give $1	Reject	401.7112
2	 	Keep $7, Give $3	Reject	368.3372
2	 	Keep $8, Give $2	Reject	485.1464
2	Rating: 3/5	Keep $7, Give $3	Reject	334.9631
2	Rating: 3/5	Keep $5, Give $5	Accept	601.9557
2	 	Keep $6, Give $4	Reject	585.2687
2	Rating: 3/5	Keep $8, Give $2	Reject	385.0242
2	Rating 5/5	Keep $6, Give $4	Reject	301.589
2	Rating 5/5	Keep $8, Give $2	Reject	435.0853
2	Rating 5/5	Keep $5, Give $5	Accept	468.4594
2	Rating 5/5	Keep $8, Give $2	Reject	385.0242
2	 	Keep $5, Give $5	Accept	451.7723
2	Rating: 3/5	Keep $7, Give $3	Reject	334.9631
2	Rating 5/5	Keep $9, Give $1	Reject	418.3983
2	Rating: 3/5	Keep $6, Give $4	Reject	401.7112
2	Rating: 3/5	Keep $6, Give $4	Reject	284.902
2	Rating 5/5	Keep $7, Give $3	Reject	301.589
2	Rating: 3/5	Keep $5, Give $5	Accept	418.3983
