StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
2	 	Keep $7, Give $3	Accept	1035.6416
2	Rating: 3/5	Keep $5, Give $5	Accept	1052.3271
2	Rating 5/5	Keep $9, Give $1	Reject	952.2136
2	Rating 5/5	Keep $7, Give $3	Accept	1085.6983
2	 	Keep $8, Give $2	Reject	1636.3227
2	Rating 5/5	Keep $9, Give $1	Reject	1302.6109
2	Rating: 3/5	Keep $8, Give $2	Reject	918.8424
2	Rating 5/5	Keep $5, Give $5	Accept	1285.9253
2	Rating: 3/5	Keep $7, Give $3	Reject	2136.8903
2	Rating: 3/5	Keep $5, Give $5	Accept	1169.1262
2	Rating: 3/5	Keep $6, Give $4	Accept	1352.6677
2	 	Keep $6, Give $4	Accept	1469.4668
2	 	Keep $7, Give $3	Accept	2253.6894
2	Rating 5/5	Keep $8, Give $2	Reject	1052.3271
2	 	Keep $5, Give $5	Accept	1135.7551
2	 	Keep $6, Give $4	Accept	1536.2091
2	Rating 5/5	Keep $8, Give $2	Reject	885.4713
2	 	Keep $6, Give $4	Accept	1302.6109
2	 	Keep $8, Give $2	Reject	802.0433
2	 	Keep $9, Give $1	Reject	968.8992
2	 	Keep $9, Give $1	Reject	651.8731
2	Rating 5/5	Keep $6, Give $4	Accept	1486.1524
2	Rating 5/5	Keep $7, Give $3	Accept	2186.947
2	Rating 5/5	Keep $7, Give $3	Accept	1853.2353
2	Rating: 3/5	Keep $6, Give $4	Accept	1219.183
2	 	Keep $7, Give $3	Reject	2053.4623
2	Rating: 3/5	Keep $6, Give $4	Accept	1119.0695
2	Rating 5/5	Keep $5, Give $5	Accept	1319.2965
2	Rating: 3/5	Keep $7, Give $3	Accept	1519.5236
2	Rating: 3/5	Keep $7, Give $3	Accept	935.528
2	Rating 5/5	Keep $6, Give $4	Accept	902.1569
2	 	Keep $5, Give $5	Accept	902.1569
2	Rating 5/5	Keep $9, Give $1	Reject	1069.0127
2	Rating 5/5	Keep $5, Give $5	Accept	1653.0083
2	Rating: 3/5	Keep $9, Give $1	Reject	1135.7551
2	 	Keep $5, Give $5	Accept	2387.1741
2	Rating: 3/5	Keep $9, Give $1	Reject	802.0433
2	Rating 5/5	Keep $8, Give $2	Reject	1185.8118
2	Rating: 3/5	Keep $5, Give $5	Accept	1169.1262
2	Rating: 3/5	Keep $8, Give $2	Reject	1002.2704
2	 	Keep $8, Give $2	Reject	935.528
2	Rating 5/5	Keep $6, Give $4	Accept	835.4145
2	Rating: 3/5	Keep $8, Give $2	Reject	1786.4929
2	Rating: 3/5	Keep $9, Give $1	Reject	802.0433
3	Rating: 3/5	Keep $7, Give $3	Accept	1703.065
3	 	Keep $9, Give $1	Reject	1602.9515
3	Rating 5/5	Keep $6, Give $4	Accept	1185.8118
3	Rating: 3/5	Keep $9, Give $1	Reject	1035.6416
3	Rating 5/5	Keep $9, Give $1	Reject	902.1569
3	 	Keep $6, Give $4	Accept	1219.183
3	Rating: 3/5	Keep $6, Give $4	Accept	1636.3227
3	 	Keep $8, Give $2	Reject	1335.9821
3	 	Keep $7, Give $3	Accept	1069.0127
3	 	Keep $5, Give $5	Accept	1486.1524
3	Rating 5/5	Keep $7, Give $3	Accept	1152.4407
3	Rating: 3/5	Keep $8, Give $2	Reject	1035.6416
3	 	Keep $9, Give $1	Reject	1335.9821
3	 	Keep $8, Give $2	Reject	952.2136
3	Rating: 3/5	Keep $9, Give $1	Reject	1586.2659
3	Rating 5/5	Keep $9, Give $1	Reject	1285.9253
3	 	Keep $5, Give $5	Accept	935.528
3	 	Keep $7, Give $3	Accept	1552.8947
3	Rating: 3/5	Keep $8, Give $2	Reject	1035.6416
3	Rating 5/5	Keep $7, Give $3	Accept	768.6722
3	 	Keep $7, Give $3	Accept	1803.1785
3	 	Keep $6, Give $4	Accept	1536.2091
3	Rating 5/5	Keep $5, Give $5	Accept	952.2136
3	Rating 5/5	Keep $8, Give $2	Reject	802.0433
3	Rating 5/5	Keep $5, Give $5	Accept	1285.9253
3	Rating 5/5	Keep $9, Give $1	Reject	918.8424
3	 	Keep $5, Give $5	Accept	1135.7551
3	Rating: 3/5	Keep $5, Give $5	Accept	1169.1262
3	Rating: 3/5	Keep $5, Give $5	Accept	718.6154
3	Rating: 3/5	Keep $9, Give $1	Reject	1152.4407
3	Rating 5/5	Keep $8, Give $2	Reject	718.6154
3	Rating: 3/5	Keep $8, Give $2	Reject	718.6154
3	Rating 5/5	Keep $5, Give $5	Accept	1035.6416
3	Rating: 3/5	Keep $6, Give $4	Accept	1402.7245
3	 	Keep $6, Give $4	Accept	868.7857
3	 	Keep $9, Give $1	Reject	651.8731
3	Rating: 3/5	Keep $5, Give $5	Reject	1736.4362
3	Rating 5/5	Keep $6, Give $4	Accept	968.8992
3	Rating 5/5	Keep $6, Give $4	Accept	1502.838
3	Rating 5/5	Keep $7, Give $3	Accept	968.8992
3	Rating: 3/5	Keep $7, Give $3	Accept	718.6154
3	Rating 5/5	Keep $8, Give $2	Reject	1769.8074
3	Rating: 3/5	Keep $7, Give $3	Accept	635.1875
3	Rating: 3/5	Keep $6, Give $4	Accept	902.1569
3	 	Keep $8, Give $2	Reject	868.7857
1	 	Keep $9, Give $1	Reject	1319.2965
1	 	Keep $7, Give $3	Accept	968.8992
1	 	Keep $8, Give $2	Reject	1369.3533
1	Rating 5/5	Keep $6, Give $4	Accept	2086.8335
1	 	Keep $7, Give $3	Accept	735.301
1	Rating 5/5	Keep $8, Give $2	Reject	968.8992
1	 	Keep $9, Give $1	Reject	1002.2704
1	 	Keep $8, Give $2	Reject	835.4145
1	Rating: 3/5	Keep $7, Give $3	Accept	1552.8947
1	Rating: 3/5	Keep $8, Give $2	Reject	1302.6109
1	 	Keep $6, Give $4	Accept	1386.0389
1	Rating: 3/5	Keep $8, Give $2	Reject	735.301
1	Rating 5/5	Keep $7, Give $3	Accept	1536.2091
1	 	Keep $5, Give $5	Accept	802.0433
1	Rating: 3/5	Keep $5, Give $5	Accept	735.301
1	Rating 5/5	Keep $9, Give $1	Reject	818.7289
1	Rating: 3/5	Keep $6, Give $4	Accept	935.528
1	 	Keep $6, Give $4	Accept	818.7289
1	Rating 5/5	Keep $8, Give $2	Reject	1035.6416
1	Rating: 3/5	Keep $5, Give $5	Accept	802.0433
1	 	Keep $5, Give $5	Accept	735.301
1	Rating: 3/5	Keep $6, Give $4	Accept	701.9298
1	Rating: 3/5	Keep $5, Give $5	Accept	751.9866
1	 	Keep $5, Give $5	Accept	1002.2704
1	Rating: 3/5	Keep $9, Give $1	Reject	1002.2704
1	 	Keep $6, Give $4	Accept	685.2442
1	Rating 5/5	Keep $5, Give $5	Reject	1519.5236
1	Rating: 3/5	Keep $9, Give $1	Reject	968.8992
1	Rating 5/5	Keep $7, Give $3	Accept	1152.4407
1	 	Keep $9, Give $1	Reject	1002.2704
1	Rating 5/5	Keep $5, Give $5	Accept	818.7289
1	Rating: 3/5	Keep $8, Give $2	Reject	918.8424
1	Rating: 3/5	Keep $7, Give $3	Accept	718.6154
1	Rating 5/5	Keep $6, Give $4	Accept	802.0433
1	Rating: 3/5	Keep $7, Give $3	Accept	968.8992
1	Rating 5/5	Keep $6, Give $4	Accept	1402.7245
1	Rating 5/5	Keep $9, Give $1	Reject	868.7857
1	Rating 5/5	Keep $8, Give $2	Reject	1002.2704
1	Rating: 3/5	Keep $6, Give $4	Accept	635.1875
1	Rating 5/5	Keep $5, Give $5	Accept	585.1307
1	Rating: 3/5	Keep $9, Give $1	Reject	651.8731
1	 	Keep $7, Give $3	Accept	735.301
1	 	Keep $8, Give $2	Reject	852.1001
