StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	Rating: 3/5	Keep $8, Give $2	Reject	1452.6895
3	Rating: 3/5	Keep $9, Give $1	Reject	818.6609
3	Rating: 3/5	Keep $5, Give $5	Accept	1219.1
3	Rating 5/5	Keep $5, Give $5	Accept	2971.0211
3	Rating: 3/5	Keep $8, Give $2	Reject	635.1263
3	 	Keep $9, Give $1	Reject	2186.8278
3	 	Keep $7, Give $3	Accept	902.0857
3	 	Keep $7, Give $3	Accept	701.8662
3	 	Keep $7, Give $3	Accept	1402.6346
3	Rating 5/5	Keep $6, Give $4	Accept	1018.8805
3	 	Keep $5, Give $5	Accept	1702.9639
3	 	Keep $6, Give $4	Accept	1102.3053
3	Rating 5/5	Keep $9, Give $1	Reject	835.3459
3	Rating: 3/5	Keep $7, Give $3	Accept	801.9759
3	 	Keep $8, Give $2	Reject	1886.4985
3	Rating: 3/5	Keep $7, Give $3	Accept	1169.0451
3	Rating 5/5	Keep $8, Give $2	Reject	751.9211
3	Rating 5/5	Keep $6, Give $4	Accept	701.8662
3	Rating: 3/5	Keep $6, Give $4	Accept	952.1406
3	Rating 5/5	Keep $8, Give $2	Reject	518.3316
3	 	Keep $6, Give $4	Accept	535.0165
3	Rating 5/5	Keep $7, Give $3	Accept	1135.6752
3	 	Keep $6, Give $4	Accept	985.5105
3	Rating 5/5	Keep $9, Give $1	Reject	701.8662
3	Rating 5/5	Keep $7, Give $3	Reject	1285.8398
3	Rating: 3/5	Keep $8, Give $2	Reject	701.8662
3	Rating: 3/5	Keep $9, Give $1	Reject	718.5511
3	Rating: 3/5	Keep $9, Give $1	Reject	885.4008
3	Rating: 3/5	Keep $5, Give $5	Accept	685.1812
3	Rating: 3/5	Keep $6, Give $4	Accept	1085.6203
3	Rating: 3/5	Keep $5, Give $5	Accept	585.0714
3	 	Keep $8, Give $2	Reject	968.8256
3	Rating: 3/5	Keep $6, Give $4	Accept	484.9617
3	Rating 5/5	Keep $5, Give $5	Accept	585.0714
3	Rating 5/5	Keep $8, Give $2	Reject	768.606
