StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	 	Keep $9, Give $1	Reject	1118.8738
1	 	Keep $5, Give $5	Accept	651.7205
1	Rating: 3/5	Keep $6, Give $4	Accept	1736.1834
1	 	Keep $6, Give $4	Accept	785.1929
1	Rating 5/5	Keep $6, Give $4	Accept	968.7174
1	Rating: 3/5	Keep $8, Give $2	Reject	1018.7695
1	Rating: 3/5	Keep $6, Give $4	Accept	1102.1897
1	Rating 5/5	Keep $5, Give $5	Accept	1185.6099
1	Rating 5/5	Keep $7, Give $3	Accept	835.245
1	Rating: 3/5	Keep $8, Give $2	Reject	635.0364
1	 	Keep $5, Give $5	Accept	851.929
1	 	Keep $5, Give $5	Accept	1085.5057
1	Rating: 3/5	Keep $7, Give $3	Accept	985.4014
1	Rating 5/5	Keep $8, Give $2	Reject	1002.0854
1	Rating 5/5	Keep $9, Give $1	Reject	868.6131
1	 	Keep $8, Give $2	Reject	885.2971
1	Rating: 3/5	Keep $7, Give $3	Accept	635.0364
1	Rating 5/5	Keep $8, Give $2	Reject	851.929
1	Rating 5/5	Keep $5, Give $5	Accept	835.245
1	Rating 5/5	Keep $6, Give $4	Accept	701.7726
1	Rating: 3/5	Keep $6, Give $4	Accept	1552.6589
1	Rating: 3/5	Keep $9, Give $1	Reject	685.0886
1	 	Keep $7, Give $3	Accept	918.6652
1	 	Keep $7, Give $3	Accept	384.7758
1	 	Keep $9, Give $1	Reject	885.2971
1	Rating: 3/5	Keep $5, Give $5	Accept	1085.5057
1	Rating 5/5	Keep $9, Give $1	Reject	1185.6099
1	Rating 5/5	Keep $7, Give $3	Accept	1168.9259
1	Rating 5/5	Keep $7, Give $3	Accept	1752.8675
1	Rating: 3/5	Keep $9, Give $1	Reject	868.6131
1	Rating: 3/5	Keep $7, Give $3	Accept	901.9812
1	Rating 5/5	Keep $8, Give $2	Reject	1218.978
1	Rating: 3/5	Keep $8, Give $2	Reject	1152.2419
1	Rating: 3/5	Keep $5, Give $5	Accept	901.9812
1	 	Keep $7, Give $3	Accept	1185.6099
1	 	Keep $8, Give $2	Reject	1335.7664
1	Rating: 3/5	Keep $9, Give $1	Reject	835.245
1	 	Keep $8, Give $2	Reject	751.8248
1	Rating 5/5	Keep $5, Give $5	Accept	1152.2419
1	Rating 5/5	Keep $9, Give $1	Reject	1469.2387
1	Rating: 3/5	Keep $5, Give $5	Accept	851.929
1	 	Keep $9, Give $1	Reject	1502.6068
1	 	Keep $6, Give $4	Accept	1752.8675
1	Rating 5/5	Keep $6, Give $4	Accept	751.8248
3	 	Keep $7, Give $3	Accept	985.4014
3	 	Keep $8, Give $2	Accept	1218.978
3	 	Keep $6, Give $4	Accept	1202.294
3	Rating 5/5	Keep $7, Give $3	Accept	1352.4504
3	Rating 5/5	Keep $5, Give $5	Accept	1519.2909
3	 	Keep $9, Give $1	Reject	918.6652
3	Rating 5/5	Keep $8, Give $2	Reject	701.7726
3	Rating 5/5	Keep $9, Give $1	Reject	768.5088
3	Rating: 3/5	Keep $6, Give $4	Accept	735.1407
3	Rating: 3/5	Keep $6, Give $4	Accept	584.9843
3	 	Keep $7, Give $3	Accept	1903.0239
3	Rating: 3/5	Keep $5, Give $5	Accept	451.5119
3	Rating: 3/5	Keep $8, Give $2	Reject	651.7205
3	Rating 5/5	Keep $8, Give $2	Reject	2520.3336
3	Rating 5/5	Keep $5, Give $5	Accept	868.6131
3	Rating: 3/5	Keep $8, Give $2	Reject	1302.3983
3	Rating 5/5	Keep $5, Give $5	Accept	518.2481
3	 	Keep $5, Give $5	Accept	818.5609
3	Rating 5/5	Keep $6, Give $4	Accept	851.929
3	Rating: 3/5	Keep $9, Give $1	Reject	751.8248
3	Rating: 3/5	Keep $6, Give $4	Accept	935.3493
3	Rating: 3/5	Keep $7, Give $3	Accept	1068.8216
3	Rating 5/5	Keep $6, Give $4	Accept	851.929
3	Rating: 3/5	Keep $7, Give $3	Accept	785.1929
3	Rating: 3/5	Keep $5, Give $5	Accept	1018.7695
3	Rating 5/5	Keep $8, Give $2	Reject	1135.5578
3	Rating: 3/5	Keep $9, Give $1	Reject	835.245
3	Rating: 3/5	Keep $8, Give $2	Reject	1836.2877
3	Rating 5/5	Keep $6, Give $4	Accept	1786.2356
3	 	Keep $5, Give $5	Accept	1218.978
3	 	Keep $9, Give $1	Reject	1035.4535
3	 	Keep $8, Give $2	Reject	968.7174
3	 	Keep $8, Give $2	Reject	1535.9749
3	 	Keep $9, Give $1	Reject	1602.7111
3	Rating: 3/5	Keep $5, Give $5	Accept	1352.4504
3	 	Keep $7, Give $3	Accept	1135.5578
3	 	Keep $6, Give $4	Accept	2069.8644
3	Rating 5/5	Keep $7, Give $3	Accept	2019.8122
3	Rating: 3/5	Keep $7, Give $3	Accept	835.245
