StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating: 3/5	Keep $9, Give $1	Reject	2150.8341
1	Rating 5/5	Keep $9, Give $1	Reject	350.3575
1	Rating: 3/5	Keep $8, Give $2	Reject	1550.6752
1	 	Keep $7, Give $3	Reject	1033.8717
1	Rating 5/5	Keep $8, Give $2	Reject	733.7923
1	 	Keep $8, Give $2	Reject	500.3972
1	Rating: 3/5	Keep $9, Give $1	Reject	750.4634
1	 	Keep $5, Give $5	Accept	550.4104
1	Rating 5/5	Keep $5, Give $5	Accept	300.3442
1	Rating 5/5	Keep $7, Give $3	Reject	533.7393
1	Rating: 3/5	Keep $6, Give $4	Accept	467.055
1	Rating: 3/5	Keep $5, Give $5	Accept	533.7393
1	Rating: 3/5	Keep $6, Give $4	Accept	633.7658
1	Rating 5/5	Keep $6, Give $4	Accept	333.6864
1	Rating 5/5	Keep $7, Give $3	Reject	900.5031
1	Rating 5/5	Keep $9, Give $1	Reject	333.6864
1	 	Keep $9, Give $1	Reject	450.3839
1	Rating: 3/5	Keep $8, Give $2	Reject	383.6996
1	Rating: 3/5	Keep $6, Give $4	Accept	500.3972
1	 	Keep $6, Give $4	Accept	450.3839
1	Rating 5/5	Keep $7, Give $3	Reject	450.3839
1	Rating: 3/5	Keep $5, Give $5	Accept	517.0683
1	Rating 5/5	Keep $5, Give $5	Accept	567.0815
1	Rating: 3/5	Keep $9, Give $1	Reject	467.055
1	Rating: 3/5	Keep $7, Give $3	Reject	383.6996
1	 	Keep $9, Give $1	Reject	400.3707
1	Rating 5/5	Keep $9, Give $1	Reject	733.7923
1	Rating: 3/5	Keep $7, Give $3	Reject	567.0815
1	Rating: 3/5	Keep $7, Give $3	Reject	350.3575
1	Rating 5/5	Keep $8, Give $2	Reject	517.0683
1	Rating 5/5	Keep $6, Give $4	Accept	850.4899
1	Rating: 3/5	Keep $8, Give $2	Reject	2384.2292
1	 	Keep $9, Give $1	Reject	1333.9512
1	Rating 5/5	Keep $6, Give $4	Accept	2234.1895
1	 	Keep $7, Give $3	Reject	2834.3484
1	 	Keep $5, Give $5	Accept	650.4369
1	Rating 5/5	Keep $8, Give $2	Reject	583.7526
1	 	Keep $6, Give $4	Accept	1067.2139
1	Rating: 3/5	Keep $5, Give $5	Accept	1117.2271
1	 	Keep $7, Give $3	Reject	433.7129
1	 	Keep $5, Give $5	Accept	750.4634
1	 	Keep $8, Give $2	Reject	550.4104
1	 	Keep $6, Give $4	Accept	417.0418
2	Rating 5/5	Keep $6, Give $4	Reject	1133.8982
2	Rating: 3/5	Keep $5, Give $5	Accept	1967.4522
2	Rating: 3/5	Keep $6, Give $4	Accept	950.5163
2	 	Keep $6, Give $4	Accept	1967.4522
2	 	Keep $9, Give $1	Reject	517.0683
2	 	Keep $6, Give $4	Accept	483.7261
2	Rating: 3/5	Keep $8, Give $2	Reject	467.055
2	Rating: 3/5	Keep $8, Give $2	Reject	333.6864
2	Rating: 3/5	Keep $9, Give $1	Reject	467.055
2	Rating 5/5	Keep $9, Give $1	Reject	1850.7546
2	 	Keep $7, Give $3	Reject	783.8055
2	Rating 5/5	Keep $5, Give $5	Accept	1117.2271
2	 	Keep $5, Give $5	Accept	467.055
2	 	Keep $6, Give $4	Accept	833.8188
2	Rating 5/5	Keep $8, Give $2	Reject	767.1345
2	Rating: 3/5	Keep $8, Give $2	Reject	383.6996
2	Rating: 3/5	Keep $6, Give $4	Accept	450.3839
2	Rating 5/5	Keep $7, Give $3	Reject	1417.3066
2	Rating 5/5	Keep $9, Give $1	Reject	467.055
2	Rating 5/5	Keep $6, Give $4	Accept	450.3839
2	Rating: 3/5	Keep $9, Give $1	Reject	383.6996
2	 	Keep $7, Give $3	Reject	517.0683
2	Rating 5/5	Keep $7, Give $3	Reject	300.3442
2	Rating: 3/5	Keep $9, Give $1	Reject	417.0418
2	Rating: 3/5	Keep $5, Give $5	Accept	867.1609
2	 	Keep $8, Give $2	Reject	767.1345
2	 	Keep $7, Give $3	Reject	400.3707
2	Rating 5/5	Keep $5, Give $5	Accept	683.7791
2	Rating 5/5	Keep $5, Give $5	Accept	317.0153
2	Rating: 3/5	Keep $5, Give $5	Accept	300.3442
2	Rating 5/5	Keep $9, Give $1	Reject	400.3707
2	 	Keep $8, Give $2	Reject	350.3575
2	Rating 5/5	Keep $6, Give $4	Accept	533.7393
2	Rating: 3/5	Keep $6, Give $4	Accept	400.3707
2	Rating: 3/5	Keep $7, Give $3	Reject	1067.2139
2	Rating 5/5	Keep $7, Give $3	Reject	367.0285
2	 	Keep $9, Give $1	Reject	600.4237
2	 	Keep $5, Give $5	Accept	450.3839
2	 	Keep $5, Give $5	Accept	1000.5296
2	Rating: 3/5	Keep $7, Give $3	Reject	500.3972
2	Rating 5/5	Keep $8, Give $2	Reject	550.4104
2	Rating: 3/5	Keep $7, Give $3	Reject	383.6996
2	 	Keep $9, Give $1	Reject	400.3707
2	 	Keep $8, Give $2	Reject	367.0285
2	Rating 5/5	Keep $8, Give $2	Reject	1450.6487
3	Rating 5/5	Keep $8, Give $2	Reject	400.3707
3	Rating: 3/5	Keep $8, Give $2	Reject	783.8055
3	Rating 5/5	Keep $7, Give $3	Reject	500.3972
3	Rating: 3/5	Keep $7, Give $3	Reject	400.3707
3	Rating: 3/5	Keep $9, Give $1	Reject	1067.2139
3	Rating 5/5	Keep $6, Give $4	Accept	683.7791
3	 	Keep $9, Give $1	Reject	700.4501
3	Rating 5/5	Keep $5, Give $5	Accept	650.4369
3	Rating 5/5	Keep $7, Give $3	Reject	683.7791
3	 	Keep $9, Give $1	Reject	650.4369
3	Rating: 3/5	Keep $5, Give $5	Accept	1650.7017
3	 	Keep $7, Give $3	Reject	483.7261
3	 	Keep $8, Give $2	Reject	400.3707
3	 	Keep $8, Give $2	Reject	550.4104
3	Rating: 3/5	Keep $7, Give $3	Reject	333.6864
3	Rating: 3/5	Keep $5, Give $5	Accept	450.3839
3	Rating: 3/5	Keep $9, Give $1	Reject	467.055
3	 	Keep $5, Give $5	Accept	783.8055
3	Rating: 3/5	Keep $8, Give $2	Reject	1117.2271
3	 	Keep $5, Give $5	Accept	2017.4654
3	 	Keep $5, Give $5	Accept	367.0285
