TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	1	n/a	0	NaN
2	1	1	n/a	0	NaN
3	1	1	Low	1	864.9462
4	1	1	High	1	548.5714
5	1	1	n/a	0	NaN
6	1	1	High	0	498.6175
7	1	1	Low	1	531.9201
8	1	1	Low	0	315.4531
9	1	1	High	0	1281.2288
10	1	1	High	1	298.8018
11	1	1	Low	1	332.1044
12	1	1	Low	0	265.4992
13	1	1	Low	1	315.4531
14	1	1	High	1	681.7818
15	1	1	Low	1	648.4792
16	1	1	High	0	731.7358
17	1	1	Low	1	448.6636
18	1	1	Low	1	531.9201
19	1	1	Low	0	415.361
20	1	1	Low	1	548.5714
21	1	1	Low	0	515.2688
22	1	1	Low	0	565.2227
23	1	1	High	1	465.3149
24	1	1	High	1	831.6436
25	1	1	High	1	481.9662
26	1	1	Low	1	348.7557
27	1	1	High	0	282.1505
28	1	1	Low	1	631.8279
29	1	1	High	1	981.5053
30	1	1	Low	0	831.6436
31	1	1	Low	1	315.4531
32	1	1	Low	1	348.7557
33	1	1	High	1	348.7557
34	1	1	High	0	348.7557
35	1	1	High	0	298.8018
36	1	1	Low	0	515.2688
37	1	1	Low	1	448.6636
38	1	1	High	1	265.4992
39	1	1	Low	1	248.8479
40	1	1	Low	1	332.1044
41	2	2	n/a	0	NaN
42	2	2	High	1	681.7818
43	2	2	High	0	415.361
44	2	2	Low	1	498.6175
45	2	2	Low	0	864.9462
46	2	2	Low	0	448.6636
47	2	2	Low	0	531.9201
48	2	2	High	1	265.4992
49	2	2	Low	1	332.1044
50	2	2	High	1	298.8018
51	2	2	High	1	581.874
52	2	2	High	1	332.1044
53	2	2	High	1	332.1044
54	2	2	High	1	548.5714
55	2	2	Low	0	265.4992
56	2	2	Low	0	348.7557
57	2	2	High	0	382.0583
58	2	2	Low	0	232.1966
59	2	2	High	1	282.1505
60	2	2	High	0	498.6175
61	2	2	High	1	332.1044
62	2	2	High	1	298.8018
63	2	2	High	1	298.8018
64	2	2	High	1	315.4531
65	2	2	High	1	565.2227
66	2	2	Low	1	365.407
67	2	2	Low	1	315.4531
68	2	2	Low	1	49.0322
69	2	2	Low	1	332.1044
70	2	2	High	1	382.0583
71	2	2	High	1	565.2227
72	2	2	Low	0	265.4992
73	2	2	High	1	265.4992
74	2	2	Low	0	365.407
75	2	2	Low	0	382.0583
76	2	2	High	0	382.0583
77	2	2	Low	1	398.7097
78	2	2	Low	1	315.4531
79	2	2	High	1	298.8018
80	2	2	Low	0	864.9462
81	3	3	Low	1	398.7097
82	3	3	High	0	1231.2749
83	3	3	High	1	465.3149
84	3	3	High	1	348.7557
85	3	3	High	1	465.3149
86	3	3	High	0	298.8018
87	3	3	Low	0	332.1044
88	3	3	High	1	232.1966
89	3	3	Low	1	332.1044
90	3	3	Low	0	298.8018
91	3	3	Low	1	398.7097
92	3	3	Low	0	332.1044
93	3	3	Low	0	298.8018
94	3	3	High	1	282.1505
95	3	3	Low	1	348.7557
96	3	3	High	1	282.1505
97	3	3	High	0	315.4531
98	3	3	Low	0	315.4531
99	3	3	High	1	298.8018
100	3	3	Low	0	282.1505
101	3	3	Low	1	481.9662
102	3	3	Low	1	215.5453
103	3	3	High	0	848.2949
104	3	3	Low	0	282.1505
105	3	3	Low	1	265.4992
106	3	3	Low	0	298.8018
107	3	3	Low	0	232.1966
108	3	3	High	1	282.1505
109	3	3	High	1	382.0583
110	3	3	High	0	298.8018
111	3	3	Low	1	615.1766
112	3	3	Low	1	648.4792
113	3	3	Low	0	481.9662
114	3	3	Low	0	498.6175
115	3	3	Low	0	448.6636
116	3	3	Low	0	665.1305
117	3	3	High	0	698.4332
118	3	3	High	1	481.9662
119	3	3	High	0	415.361
120	3	3	High	0	598.5253
121	4	4	n/a	0	NaN
122	4	4	Low	1	465.3149
123	4	4	High	1	481.9662
124	4	4	Low	0	432.0123
125	4	4	n/a	0	NaN
126	4	4	Low	0	315.4531
127	4	4	High	0	248.8479
128	4	4	Low	1	282.1505
129	4	4	High	1	365.407
130	4	4	High	0	282.1505
131	4	4	Low	1	515.2688
132	4	4	High	1	298.8018
133	4	4	Low	0	382.0583
134	4	4	High	1	298.8018
135	4	4	High	1	365.407
136	4	4	Low	1	282.1505
137	4	4	Low	1	282.1505
138	4	4	Low	0	315.4531
139	4	4	Low	0	198.894
140	4	4	Low	1	198.894
141	4	4	High	1	615.1766
142	4	4	Low	0	282.1505
143	4	4	High	1	265.4992
144	4	4	High	0	282.1505
145	4	4	High	1	282.1505
146	4	4	High	1	98.9862
147	4	4	Low	1	315.4531
148	4	4	High	1	298.8018
149	4	4	High	1	415.361
150	4	4	High	0	415.361
151	4	4	Low	1	382.0583
152	4	4	High	1	265.4992
153	4	4	Low	1	515.2688
154	4	4	Low	1	282.1505
155	4	4	Low	0	298.8018
156	4	4	Low	1	298.8018
157	4	4	High	1	232.1966
158	4	4	High	1	315.4531
159	4	4	High	0	248.8479
160	4	4	Low	0	248.8479
161	5	5	Low	1	698.8714
162	5	5	High	1	399.0706
163	5	5	Low	1	648.9046
164	5	5	Low	0	365.7594
165	5	5	High	0	282.4814
166	5	5	Low	0	265.8258
167	5	5	Low	0	149.2366
168	5	5	Low	1	249.1702
169	5	5	High	1	165.8922
170	5	5	High	1	265.8258
171	5	5	Low	0	299.137
172	5	5	High	0	232.5146
173	5	5	High	0	232.5146
174	5	5	Low	1	15.9917
175	5	5	Low	0	15.9917
176	5	5	High	1	449.0374
177	5	5	High	1	349.1038
178	5	5	High	0	299.137
179	5	5	High	0	215.859
180	5	5	High	0	282.4814
181	5	5	High	1	315.7926
182	5	5	High	0	465.693
183	5	5	High	1	415.7262
184	5	5	Low	0	315.7926
185	5	5	High	0	199.2034
186	5	5	Low	0	282.4814
187	5	5	Low	0	315.7926
188	5	5	Low	0	598.9378
189	5	5	High	1	299.137
190	5	5	Low	1	315.7926
191	5	5	High	1	299.137
192	5	5	High	1	199.2034
193	5	5	High	1	215.859
194	5	5	High	1	265.8258
195	5	5	Low	1	282.4814
196	5	5	High	1	199.2034
197	5	5	High	0	32.6473
198	5	5	Low	0	349.1038
199	5	5	Low	1	249.1702
200	5	5	Low	0	249.1702
201	6	6	Low	0	332.4482
202	6	6	High	1	215.859
203	6	6	High	1	332.4482
204	6	6	Low	1	249.1702
205	6	6	Low	0	65.9585
206	6	6	Low	0	332.4482
207	6	6	Low	0	282.4814
208	6	6	High	1	265.8258
209	6	6	High	1	415.7262
210	6	6	High	0	282.4814
211	6	6	High	0	265.8258
212	6	6	High	1	299.137
213	6	6	High	0	49.3029
214	6	6	Low	1	249.1702
215	6	6	High	1	415.7262
216	6	6	Low	1	399.0706
217	6	6	Low	1	315.7926
218	6	6	High	1	265.8258
219	6	6	High	1	299.137
220	6	6	High	1	265.8258
221	6	6	Low	0	299.137
222	6	6	Low	0	415.7262
223	6	6	Low	1	315.7926
224	6	6	High	0	65.9585
225	6	6	Low	1	149.2366
226	6	6	High	0	382.415
227	6	6	Low	0	182.5478
228	6	6	High	0	265.8258
229	6	6	High	1	265.8258
230	6	6	High	1	299.137
231	6	6	High	1	299.137
232	6	6	High	1	265.8258
233	6	6	Low	1	232.5146
234	6	6	High	1	65.9585
235	6	6	Low	0	265.8258
236	6	6	Low	0	482.3486
237	6	6	High	0	415.7262
238	6	6	High	0	499.0042
239	6	6	Low	1	15.9917
240	6	6	High	1	299.137
241	7	7	High	1	565.6266
242	7	7	High	1	315.7926
243	7	7	High	1	332.4482
244	7	7	High	1	349.1038
245	7	7	High	1	282.4814
246	7	7	High	0	332.4482
247	7	7	High	1	565.6266
248	7	7	High	1	282.4814
249	7	7	Low	1	15.9917
250	7	7	Low	0	332.4482
251	7	7	High	1	465.693
252	7	7	High	1	332.4482
253	7	7	High	1	299.137
254	7	7	High	1	332.4482
255	7	7	Low	0	882.0831
256	7	7	High	1	432.3818
257	7	7	High	1	399.0706
258	7	7	Low	0	282.4814
259	7	7	High	0	299.137
260	7	7	High	1	332.4482
261	7	7	High	0	382.415
262	7	7	Low	1	299.137
263	7	7	Low	0	299.137
264	7	7	High	1	265.8258
265	7	7	Low	0	315.7926
266	7	7	High	1	132.581
267	7	7	Low	0	265.8258
268	7	7	Low	1	432.3818
269	7	7	Low	0	49.3029
270	7	7	Low	0	532.3154
271	7	7	Low	1	365.7594
272	7	7	High	0	415.7262
273	7	7	High	1	332.4482
274	7	7	Low	1	349.1038
275	7	7	High	0	315.7926
276	7	7	High	1	249.1702
277	7	7	Low	1	265.8258
278	7	7	High	1	265.8258
279	7	7	Low	1	299.137
280	7	7	High	1	382.415
281	8	8	High	1	765.4938
282	8	8	Low	0	282.4814
283	8	8	High	1	315.7926
284	8	8	High	0	432.3818
285	8	8	Low	1	1165.2283
286	8	8	Low	1	532.3154
287	8	8	High	1	265.8258
288	8	8	High	1	282.4814
289	8	8	Low	1	315.7926
290	8	8	Low	0	232.5146
291	8	8	High	1	282.4814
292	8	8	Low	1	332.4482
293	8	8	High	0	299.137
294	8	8	Low	1	315.7926
295	8	8	Low	1	249.1702
296	8	8	Low	1	265.8258
297	8	8	Low	0	332.4482
298	8	8	Low	0	299.137
299	8	8	High	0	282.4814
300	8	8	High	1	332.4482
301	8	8	Low	1	349.1038
302	8	8	Low	1	265.8258
303	8	8	High	1	265.8258
304	8	8	Low	0	332.4482
305	8	8	Low	0	332.4482
306	8	8	High	1	282.4814
307	8	8	Low	0	299.137
308	8	8	Low	1	265.8258
309	8	8	High	1	682.2158
310	8	8	High	1	332.4482
311	8	8	High	1	332.4482
312	8	8	High	1	249.1702
313	8	8	Low	0	265.8258
314	8	8	High	0	249.1702
315	8	8	Low	0	82.6141
316	8	8	High	1	315.7926
317	8	8	Low	1	99.2697
318	8	8	Low	0	365.7594
319	8	8	High	1	232.5146
320	8	8	Low	0	149.2366
