TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	3	n/a	0	NaN
2	1	3	Low	1	548.7856
3	1	3	Low	1	365.5959
4	1	3	Low	1	632.0536
5	1	3	Low	0	498.8248
6	1	3	Low	1	582.0928
7	1	3	Low	0	465.5176
8	1	3	Low	1	382.2495
9	1	3	High	1	465.5176
10	1	3	Low	1	532.132
11	1	3	High	1	382.2495
12	1	3	Low	0	398.9031
13	1	3	Low	0	648.7073
14	1	3	Low	1	731.9753
15	1	3	High	0	765.2825
16	1	3	Low	0	398.9031
17	1	3	n/a	0	NaN
18	1	3	High	1	398.9031
19	1	3	Low	0	448.864
20	1	3	Low	1	448.864
21	1	3	Low	0	348.9423
22	1	3	High	1	398.9031
23	1	3	High	1	382.2495
24	1	3	High	1	398.9031
25	1	3	High	1	532.132
26	1	3	Low	0	332.2887
27	1	3	Low	1	265.6743
28	1	3	High	1	249.0206
29	1	3	Low	1	298.9815
30	1	3	Low	1	265.6743
31	1	3	High	0	265.6743
32	1	3	High	1	265.6743
33	1	3	Low	0	382.2495
34	1	3	High	0	365.5959
35	1	3	High	1	448.864
36	1	3	Low	0	348.9423
37	1	3	High	1	332.2887
38	1	3	Low	1	482.1712
39	1	3	Low	0	1364.8124
40	1	3	High	1	382.2495
41	2	4	Low	0	1048.3939
42	2	4	Low	0	1448.0805
43	2	4	Low	1	315.6351
44	2	4	High	0	465.5176
45	2	4	Low	1	365.5959
46	2	4	Low	1	382.2495
47	2	4	Low	1	432.2103
48	2	4	Low	0	415.5567
49	2	4	Low	0	398.9031
50	2	4	Low	1	598.7464
51	2	4	Low	1	415.5567
52	2	4	Low	1	615.4
53	2	4	Low	1	515.4784
54	2	4	Low	0	415.5567
55	2	4	Low	0	382.2495
56	2	4	Low	1	249.0206
57	2	4	Low	1	398.9031
58	2	4	High	1	848.5506
59	2	4	High	1	448.864
60	2	4	High	1	365.5959
61	2	4	Low	1	415.5567
62	2	4	High	1	432.2103
63	2	4	Low	0	598.7464
64	2	4	Low	0	781.9361
65	2	4	Low	0	398.9031
66	2	4	High	1	482.1712
67	2	4	High	1	448.864
68	2	4	High	0	465.5176
69	2	4	Low	0	465.5176
70	2	4	High	0	382.2495
71	2	4	High	1	765.2825
72	2	4	High	1	398.9031
73	2	4	n/a	0	NaN
74	2	4	High	1	1148.3155
75	2	4	Low	1	382.2495
76	2	4	Low	1	665.3609
77	2	4	High	0	515.4784
78	2	4	Low	1	532.132
79	2	4	Low	0	365.5959
80	2	4	Low	1	515.4784
81	3	5	High	0	948.4722
82	3	5	Low	0	398.9031
83	3	5	High	1	332.2887
84	3	5	High	0	365.5959
85	3	5	n/a	0	NaN
86	3	5	High	1	398.9031
87	3	5	High	0	432.2103
88	3	5	High	1	382.2495
89	3	5	High	0	382.2495
90	3	5	High	1	398.9031
91	3	5	High	0	598.7464
92	3	5	High	1	582.0928
93	3	5	High	1	682.0145
94	3	5	High	1	365.5959
95	3	5	High	1	415.5567
96	3	5	High	0	948.4722
97	3	5	High	1	482.1712
98	3	5	High	1	448.864
99	3	5	Low	1	731.9753
100	3	5	Low	0	398.9031
101	3	5	High	1	432.2103
102	3	5	High	1	698.6681
103	3	5	High	1	382.2495
104	3	5	High	1	432.2103
105	3	5	High	0	698.6681
106	3	5	High	1	1431.4269
107	3	5	High	1	498.8248
108	3	5	High	1	265.6743
109	3	5	High	1	332.2887
110	3	5	High	1	448.864
111	3	5	High	0	498.8248
112	3	5	High	1	365.5959
113	3	5	High	1	448.864
114	3	5	Low	0	282.3279
115	3	5	High	1	382.2495
116	3	5	High	1	398.9031
117	3	5	Low	1	415.5567
