TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	3	n/a	0	NaN
2	1	3	Low	0	848.7149
3	1	3	n/a	0	NaN
4	1	3	High	1	765.4394
5	1	3	High	1	498.958
6	1	3	High	1	998.6107
7	1	3	High	1	615.5436
8	1	3	High	1	498.958
9	1	3	High	1	548.9233
10	1	3	High	1	482.3029
11	1	3	High	1	482.3029
12	1	3	High	1	415.6825
13	1	3	High	1	515.6131
14	1	3	High	0	515.6131
15	1	3	Low	1	665.5089
16	1	3	Low	0	415.6825
17	1	3	High	1	582.2334
18	1	3	High	1	465.6478
19	1	3	High	1	548.9233
20	1	3	High	1	465.6478
21	1	3	High	1	515.6131
22	1	3	High	1	482.3029
23	1	3	High	1	515.6131
24	1	3	High	1	482.3029
25	1	3	High	1	565.5783
26	1	3	High	1	432.3376
27	1	3	High	1	399.0275
28	1	3	High	1	415.6825
29	1	3	High	1	382.3724
30	1	3	High	1	382.3724
31	1	3	High	1	515.6131
32	1	3	High	0	432.3376
33	1	3	Low	0	399.0275
34	1	3	High	1	448.9927
35	1	3	High	1	532.2682
36	1	3	High	1	598.8885
37	1	3	High	1	615.5436
38	1	3	High	1	532.2682
39	1	3	High	0	448.9927
40	1	3	High	0	1448.298
41	2	4	Low	0	1481.6082
42	2	4	High	1	615.5436
43	2	4	High	1	399.0275
44	2	4	High	1	565.5783
45	2	4	High	1	582.2334
46	2	4	High	1	432.3376
47	2	4	High	1	382.3724
48	2	4	High	1	532.2682
49	2	4	High	1	415.6825
50	2	4	High	0	432.3376
51	2	4	Low	0	548.9233
52	2	4	Low	1	1248.437
53	2	4	Low	1	399.0275
54	2	4	Low	1	415.6825
55	2	4	Low	0	515.6131
56	2	4	High	1	498.958
57	2	4	High	0	382.3724
58	2	4	n/a	0	NaN
59	2	4	n/a	0	NaN
60	2	4	High	1	382.3724
61	2	4	High	1	615.5436
62	2	4	High	1	382.3724
63	2	4	High	1	782.0945
64	2	4	High	0	548.9233
65	2	4	Low	0	1215.1268
66	2	4	High	0	432.3376
67	2	4	Low	0	565.5783
68	2	4	Low	1	548.9233
69	2	4	Low	0	415.6825
70	2	4	High	1	498.958
71	2	4	High	1	582.2334
72	2	4	High	1	548.9233
73	2	4	High	1	482.3029
74	2	4	High	0	565.5783
75	2	4	High	1	715.4741
76	2	4	High	1	548.9233
77	2	4	High	1	498.958
78	2	4	High	1	448.9927
79	2	4	High	0	515.6131
80	2	4	High	0	548.9233
81	3	5	n/a	0	NaN
82	3	5	Low	0	515.6131
83	3	5	High	1	565.5783
84	3	5	High	0	532.2682
85	3	5	High	1	532.2682
86	3	5	High	1	432.3376
87	3	5	High	1	448.9927
88	3	5	High	1	482.3029
89	3	5	High	1	448.9927
90	3	5	High	0	532.2682
91	3	5	High	1	548.9233
92	3	5	High	1	665.5089
93	3	5	High	1	515.6131
94	3	5	High	1	465.6478
95	3	5	High	0	465.6478
96	3	5	High	1	665.5089
97	3	5	High	1	498.958
98	3	5	High	1	432.3376
99	3	5	High	0	498.958
100	3	5	High	1	732.1292
101	3	5	High	1	632.1987
102	3	5	High	1	615.5436
103	3	5	High	1	565.5783
104	3	5	High	1	648.8538
105	3	5	High	1	465.6478
106	3	5	High	0	399.0275
107	3	5	High	0	415.6825
108	3	5	High	1	548.9233
109	3	5	High	0	515.6131
110	3	5	Low	0	399.0275
111	3	5	High	0	1265.0921
112	3	5	High	1	532.2682
113	3	5	High	1	498.958
114	3	5	High	0	465.6478
115	3	5	High	0	998.6107
116	3	5	n/a	0	NaN
117	3	5	High	1	1065.231
118	3	5	High	1	565.5783
119	3	5	High	0	399.0275
120	3	5	Low	0	648.8538
121	4	6	Low	1	1215.1268
122	4	6	Low	1	349.0622
123	4	6	Low	0	648.8538
124	4	6	Low	0	365.7173
125	4	6	High	1	865.3699
126	4	6	High	1	415.6825
127	4	6	High	1	448.9927
128	4	6	High	0	432.3376
129	4	6	Low	0	648.8538
130	4	6	High	1	482.3029
131	4	6	High	0	465.6478
132	4	6	High	0	765.4394
133	4	6	High	0	1131.8514
134	4	6	Low	0	515.6131
135	4	6	Low	0	565.5783
136	4	6	Low	1	865.3699
137	4	6	Low	0	382.3724
138	4	6	Low	1	1181.8166
139	4	6	Low	0	382.3724
140	4	6	Low	0	632.1987
141	4	6	n/a	0	NaN
142	4	6	High	0	448.9927
143	4	6	Low	0	399.0275
144	4	6	Low	1	782.0945
145	4	6	Low	1	365.7173
146	4	6	Low	0	648.8538
147	4	6	Low	1	598.8885
148	4	6	Low	0	365.7173
149	4	6	High	0	365.7173
150	4	6	High	1	582.2334
151	4	6	Low	1	765.4394
152	4	6	Low	0	482.3029
153	4	6	Low	0	399.0275
154	4	6	Low	1	1065.231
155	4	6	Low	1	465.6478
156	4	6	Low	0	765.4394
157	4	6	Low	0	1131.8514
158	4	6	High	0	415.6825
159	4	6	High	0	349.0622
160	4	6	High	1	365.7173
161	5	7	Low	1	1414.7809
162	5	7	Low	1	515.4832
163	5	7	Low	1	382.2539
164	5	7	Low	0	482.1759
165	5	7	Low	0	565.4442
166	5	7	Low	1	765.2881
167	5	7	Low	0	515.4832
168	5	7	High	1	348.9466
169	5	7	High	1	665.3662
170	5	7	High	1	632.0588
171	5	7	High	0	398.9076
172	5	7	Low	1	648.7125
173	5	7	Low	1	465.5222
174	5	7	Low	1	432.2149
175	5	7	Low	0	648.7125
176	5	7	Low	1	532.1369
177	5	7	Low	0	765.2881
178	5	7	High	1	682.0198
179	5	7	Low	1	765.2881
180	5	7	Low	0	498.8295
181	5	7	High	1	498.8295
182	5	7	High	1	448.8686
183	5	7	Low	0	582.0978
184	5	7	High	1	748.6345
185	5	7	Low	0	831.9028
186	5	7	High	1	532.1369
187	5	7	Low	1	648.7125
188	5	7	Low	0	698.6735
189	5	7	Low	0	765.2881
190	5	7	Low	1	532.1369
191	5	7	Low	1	498.8295
192	5	7	High	0	648.7125
193	5	7	High	1	815.2491
194	5	7	High	1	765.2881
195	5	7	Low	1	1081.7077
196	5	7	High	1	815.2491
197	5	7	High	0	1015.093
198	5	7	High	1	515.4832
199	5	7	High	0	682.0198
200	5	7	Low	0	698.6735
201	6	8	Low	1	1015.093
202	6	8	High	1	981.7857
203	6	8	n/a	0	NaN
204	6	8	Low	1	348.9466
205	6	8	Low	1	398.9076
206	6	8	Low	0	448.8686
207	6	8	High	1	482.1759
208	6	8	High	1	365.6002
209	6	8	High	1	482.1759
210	6	8	High	1	448.8686
211	6	8	High	1	348.9466
212	6	8	High	1	398.9076
213	6	8	High	0	515.4832
214	6	8	High	1	748.6345
215	6	8	High	1	432.2149
216	6	8	High	0	515.4832
217	6	8	Low	1	448.8686
218	6	8	Low	0	398.9076
219	6	8	Low	1	365.6002
220	6	8	Low	0	582.0978
221	6	8	High	0	682.0198
222	6	8	Low	1	515.4832
223	6	8	High	1	632.0588
224	6	8	Low	1	831.9028
225	6	8	Low	0	465.5222
226	6	8	High	0	398.9076
