TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	1	Low	0	898.3701
2	1	1	Low	0	532.0179
3	1	1	High	1	465.4085
4	1	1	High	1	565.3227
5	1	1	High	1	365.4943
6	1	1	High	1	348.8419
7	1	1	High	0	332.1895
8	1	1	High	1	348.8419
9	1	1	High	1	415.4514
10	1	1	High	1	498.7132
11	1	1	High	0	398.799
12	1	1	High	1	681.8893
13	1	1	High	1	565.3227
14	1	1	High	1	515.3656
15	1	1	High	1	465.4085
16	1	1	High	1	448.7561
17	1	1	High	1	498.7132
18	1	1	High	1	448.7561
19	1	1	High	1	548.6703
20	1	1	High	1	448.7561
21	1	1	High	1	548.6703
22	1	1	High	1	515.3656
23	1	1	High	1	465.4085
24	1	1	High	1	498.7132
25	1	1	High	1	415.4514
26	1	1	High	1	482.0608
27	1	1	High	1	448.7561
28	1	1	High	1	432.1037
29	1	1	High	1	432.1037
30	1	1	High	1	482.0608
31	1	1	High	1	581.975
32	1	1	High	1	365.4943
33	1	1	High	1	415.4514
34	1	1	High	1	482.0608
35	1	1	High	0	448.7561
36	1	1	High	1	332.1895
37	1	1	High	0	382.1466
38	1	1	High	1	432.1037
39	1	1	High	1	348.8419
40	1	1	High	1	432.1037
41	2	2	High	0	598.6274
42	2	2	Low	0	565.3227
43	2	2	Low	1	665.2369
44	2	2	Low	0	515.3656
45	2	2	High	0	415.4514
46	2	2	High	0	382.1466
47	2	2	Low	0	465.4085
48	2	2	Low	0	465.4085
49	2	2	Low	1	432.1037
50	2	2	Low	0	415.4514
51	2	2	High	1	681.8893
52	2	2	Low	0	482.0608
53	2	2	High	1	465.4085
54	2	2	High	1	515.3656
55	2	2	Low	1	482.0608
56	2	2	High	1	365.4943
57	2	2	Low	1	398.799
58	2	2	Low	1	448.7561
59	2	2	High	1	415.4514
60	2	2	High	1	382.1466
61	2	2	High	1	532.0179
62	2	2	Low	1	415.4514
63	2	2	Low	0	398.799
64	2	2	Low	1	265.58
65	2	2	High	0	265.58
66	2	2	Low	0	282.2324
67	2	2	High	0	448.7561
68	2	2	High	1	282.2324
69	2	2	High	1	265.58
70	2	2	Low	1	248.9277
71	2	2	Low	1	498.7132
72	2	2	High	0	382.1466
73	2	2	High	0	232.2753
74	2	2	High	1	265.58
75	2	2	High	1	315.5371
76	2	2	Low	0	282.2324
77	2	2	Low	0	232.2753
78	2	2	Low	1	265.58
79	2	2	High	1	265.58
80	2	2	Low	1	198.9706
81	3	3	High	1	415.4514
82	3	3	High	0	332.1895
83	3	3	High	1	248.9277
84	3	3	High	1	315.5371
85	3	3	Low	1	298.8848
