TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	1	n/a	0	NaN
1	1	1	n/a	0	NaN
2	1	1	n/a	0	NaN
2	1	1	n/a	0	NaN
3	1	1	High	0	1314.7286
4	1	1	High	1	698.5778
5	1	1	Low	0	415.4815
6	1	1	High	1	498.7451
7	1	1	High	1	415.4815
8	1	1	Low	1	265.607
9	1	1	High	1	265.607
10	1	1	Low	1	265.607
11	1	1	Low	0	298.9125
12	1	1	Low	0	265.607
13	1	1	Low	0	248.9543
14	1	1	Low	1	282.2597
15	1	1	High	1	215.6488
16	1	1	High	1	265.607
17	1	1	High	1	215.6488
18	1	1	Low	0	165.6907
19	1	1	High	1	298.9125
20	1	1	Low	0	282.2597
21	1	1	High	1	448.787
22	1	1	High	1	265.607
23	1	1	High	1	282.2597
24	1	1	Low	0	282.2597
25	1	1	High	0	232.3016
26	1	1	Low	0	49.1216
27	1	1	Low	1	32.4689
28	1	1	High	1	49.1216
29	1	1	High	1	215.6488
30	1	1	Low	1	99.0798
31	1	1	High	0	348.8706
32	1	1	Low	1	232.3016
33	1	1	Low	1	432.1343
34	1	1	Low	1	432.1343
35	1	1	Low	0	432.1343
36	1	1	High	1	448.787
37	1	1	High	0	382.1761
38	1	1	Low	0	482.0924
39	1	1	Low	1	631.9669
40	1	1	Low	0	515.3979
41	2	2	High	1	831.7996
42	2	2	High	1	698.5778
43	2	2	High	0	498.7451
44	2	2	Low	1	532.0506
45	2	2	High	0	398.8288
46	2	2	Low	0	282.2597
47	2	2	High	0	482.0924
48	2	2	Low	0	615.3142
49	2	2	Low	1	498.7451
50	2	2	High	1	248.9543
51	2	2	High	1	448.787
52	2	2	High	1	432.1343
53	2	2	High	1	515.3979
54	2	2	High	1	498.7451
55	2	2	High	0	448.787
56	2	2	Low	0	482.0924
57	2	2	High	1	648.6197
58	2	2	High	1	482.0924
59	2	2	High	1	448.787
60	2	2	High	0	432.1343
61	2	2	Low	0	498.7451
62	2	2	High	1	465.4397
63	2	2	High	0	415.4815
64	2	2	High	1	781.8415
65	2	2	High	0	415.4815
66	2	2	High	0	498.7451
67	2	2	High	1	398.8288
68	2	2	High	1	415.4815
69	2	2	High	1	398.8288
70	2	2	High	0	432.1343
71	2	2	Low	1	465.4397
72	2	2	Low	1	398.8288
73	2	2	Low	1	415.4815
74	2	2	Low	1	532.0506
75	2	2	High	1	365.5234
76	2	2	Low	0	348.8706
77	2	2	High	1	265.607
78	2	2	High	0	298.9125
79	2	2	High	1	282.2597
80	2	2	High	1	298.9125
81	3	3	High	1	631.9669
82	3	3	High	0	598.6615
83	3	3	High	1	465.4397
84	3	3	High	1	265.607
85	3	3	Low	0	298.9125
86	3	3	High	1	15.8162
87	3	3	Low	0	149.0379
88	3	3	High	1	232.3016
89	3	3	High	1	365.5234
90	3	3	High	0	382.1761
91	3	3	High	1	448.787
92	3	3	High	1	382.1761
93	3	3	High	0	448.787
94	3	3	Low	0	432.1343
95	3	3	High	1	765.1887
96	3	3	High	1	498.7451
97	3	3	High	1	748.536
98	3	3	High	1	448.787
99	3	3	High	1	548.7033
100	3	3	High	1	432.1343
101	3	3	Low	1	465.4397
102	3	3	Low	1	398.8288
103	3	3	Low	0	382.1761
104	3	3	Low	0	482.0924
105	3	3	High	1	565.356
106	3	3	High	1	748.536
107	3	3	High	1	665.2724
108	3	3	High	1	515.3979
109	3	3	Low	1	565.356
110	3	3	Low	0	482.0924
111	3	3	High	0	415.4815
112	3	3	Low	0	465.4397
113	3	3	High	1	398.8288
114	3	3	High	1	348.8706
115	3	3	High	1	432.1343
116	3	3	High	0	415.4815
117	3	3	High	1	432.1343
118	3	3	High	0	448.787
119	3	3	High	1	348.8706
120	3	3	High	1	382.1761
121	4	4	Low	1	1048.285
122	4	4	Low	1	415.4815
123	4	4	Low	0	382.1761
124	4	4	Low	1	1198.1596
125	4	4	High	1	1214.8123
126	4	4	n/a	0	NaN
126	4	4	n/a	0	NaN
127	4	4	Low	1	382.1761
128	4	4	High	1	348.8706
129	4	4	Low	1	615.3142
130	4	4	High	1	282.2597
131	4	4	High	1	365.5234
132	4	4	High	1	365.5234
133	4	4	High	1	448.787
134	4	4	High	1	398.8288
135	4	4	Low	0	332.2179
136	4	4	High	1	432.1343
137	4	4	High	1	365.5234
138	4	4	High	1	382.1761
139	4	4	High	1	398.8288
140	4	4	High	1	415.4815
141	4	4	Low	1	1114.8959
142	4	4	Low	0	382.1761
143	4	4	High	1	865.1051
144	4	4	High	1	798.4942
145	4	4	High	0	382.1761
146	4	4	High	0	498.7451
147	4	4	High	1	365.5234
148	4	4	High	1	382.1761
149	4	4	High	1	681.9251
150	4	4	High	0	482.0924
151	4	4	Low	0	615.3142
152	4	4	High	1	298.9125
153	4	4	High	1	332.2179
154	4	4	High	1	315.5652
155	4	4	High	1	348.8706
156	4	4	High	0	348.8706
157	4	4	Low	1	448.787
158	4	4	High	0	415.4815
159	4	4	High	0	698.5778
160	4	4	High	1	415.4815
161	5	5	Low	1	748.7009
162	5	5	Low	1	448.9236
163	5	5	Low	1	432.2693
164	5	5	Low	0	398.9607
165	5	5	Low	1	532.1951
166	5	5	Low	1	365.6522
167	5	5	Low	1	332.3436
168	5	5	Low	1	315.6893
169	5	5	Low	1	398.9607
170	5	5	Low	0	348.9979
171	5	5	Low	0	482.2322
172	5	5	Low	1	382.3065
173	5	5	Low	0	415.615
174	5	5	Low	1	398.9607
174	5	5	High	1	515.5408
175	5	5	High	1	365.6522
176	5	5	High	0	398.9607
177	5	5	High	0	382.3065
178	5	5	Low	1	249.0721
179	5	5	Low	0	382.3065
180	5	5	Low	0	682.0838
181	5	5	Low	1	432.2693
182	5	5	Low	0	448.9236
183	5	5	High	1	715.3923
184	5	5	High	1	432.2693
185	5	5	High	1	398.9607
186	5	5	High	1	398.9607
187	5	5	High	0	448.9236
188	5	5	Low	0	698.738
189	5	5	High	1	299.035
190	5	5	High	1	565.5037
191	5	5	High	0	332.3436
192	5	5	High	0	265.7264
193	5	5	High	1	182.4549
194	5	5	Low	1	199.1092
195	5	5	Low	1	115.8377
196	5	5	Low	0	182.4549
197	5	5	High	1	165.8006
198	5	5	High	1	115.8377
199	5	5	High	0	415.615
200	6	6	Low	0	615.4666
201	6	6	High	1	365.6522
202	6	6	High	0	415.615
203	6	6	Low	1	115.8377
204	6	6	High	0	15.912
205	6	6	Low	1	249.0721
206	6	6	Low	0	15.912
207	6	6	High	1	299.035
208	6	6	Low	0	265.7264
209	6	6	High	0	15.912
210	6	6	Low	0	65.8749
211	6	6	High	1	15.912
212	6	6	High	1	15.912
213	6	6	Low	1	215.7635
214	6	6	Low	1	215.7635
215	6	6	High	0	82.5291
216	6	6	Low	1	82.5291
217	6	6	High	1	232.4178
218	6	6	Low	1	265.7264
219	6	6	Low	1	265.7264
220	6	6	Low	0	282.3807
221	6	6	Low	1	232.4178
222	6	6	Low	1	348.9979
223	6	6	Low	1	249.0721
224	6	6	Low	1	299.035
225	6	6	High	1	232.4178
226	6	6	Low	1	115.8377
227	6	6	High	1	215.7635
228	6	6	High	1	149.1463
229	6	6	Low	1	249.0721
230	6	6	High	1	432.2693
231	6	6	Low	0	182.4549
232	6	6	Low	1	332.3436
233	6	6	Low	0	398.9607
234	6	6	Low	1	199.1092
235	6	6	High	1	232.4178
236	6	6	Low	0	265.7264
237	6	6	High	1	482.2322
238	6	6	Low	1	432.2693
239	6	6	Low	0	482.2322
240	7	7	Low	0	265.7264
241	7	7	Low	0	115.8377
242	7	7	High	1	265.7264
243	7	7	High	1	249.0721
244	7	7	High	1	249.0721
245	7	7	Low	1	282.3807
246	7	7	Low	1	249.0721
247	7	7	High	0	299.035
248	7	7	High	1	249.0721
249	7	7	High	1	249.0721
250	7	7	Low	1	299.035
251	7	7	High	1	15.912
252	7	7	Low	0	99.1834
253	7	7	High	1	232.4178
254	7	7	Low	0	249.0721
255	7	7	High	1	249.0721
256	7	7	Low	0	532.1951
257	7	7	High	0	265.7264
258	7	7	High	1	199.1092
259	7	7	High	1	299.035
260	7	7	Low	1	332.3436
261	7	7	Low	1	65.8749
262	7	7	Low	1	249.0721
263	7	7	High	0	315.6893
264	7	7	High	1	299.035
265	7	7	Low	1	282.3807
266	7	7	High	1	149.1463
267	7	7	High	0	232.4178
268	7	7	Low	1	415.615
269	7	7	High	0	249.0721
270	7	7	High	1	215.7635
271	7	7	High	1	15.912
272	7	7	Low	0	315.6893
273	7	7	Low	1	398.9607
274	7	7	High	0	265.7264
275	7	7	Low	1	149.1463
276	7	7	High	1	315.6893
277	7	7	High	1	265.7264
278	7	7	Low	0	365.6522
279	7	7	Low	0	382.3065
280	8	8	Low	1	382.3065
281	8	8	High	0	299.035
282	8	8	High	1	49.2206
283	8	8	Low	0	332.3436
284	8	8	High	1	315.6893
285	8	8	High	1	332.3436
286	8	8	Low	1	299.035
287	8	8	High	0	265.7264
288	8	8	High	1	332.3436
289	8	8	High	1	282.3807
290	8	8	Low	0	398.9607
291	8	8	Low	1	249.0721
292	8	8	Low	0	82.5291
293	8	8	High	1	215.7635
294	8	8	High	1	348.9979
295	8	8	Low	0	249.0721
296	8	8	Low	0	49.2206
296	8	8	Low	1	199.1092
297	8	8	Low	0	282.3807
298	8	8	High	1	32.5663
299	8	8	High	1	299.035
300	8	8	High	1	265.7264
301	8	8	High	1	265.7264
302	8	8	Low	1	448.9236
303	8	8	High	1	365.6522
304	8	8	Low	1	299.035
305	8	8	High	1	348.9979
306	8	8	Low	0	348.9979
307	8	8	High	0	199.1092
308	8	8	Low	1	332.3436
309	8	8	Low	0	382.3065
310	8	8	High	1	265.7264
311	8	8	Low	0	265.7264
312	8	8	Low	0	132.492
313	8	8	Low	1	49.2206
314	8	8	Low	0	115.8377
315	8	8	High	0	32.5663
316	8	8	Low	1	115.8377
317	8	8	Low	1	132.492
318	8	8	Low	1	282.3807
319					
320					
