TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	6	n/a	0	NaN
2	1	6	High	1	532.9275
3	1	6	High	1	466.2785
4	1	6	High	1	516.2653
5	1	6	High	1	432.954
6	1	6	High	1	399.6295
7	1	6	High	1	449.6163
8	1	6	High	1	382.9672
9	1	6	High	1	416.2918
10	1	6	High	1	416.2918
11	1	6	High	0	382.9672
12	1	6	High	0	599.5766
13	1	6	Low	0	599.5766
14	1	6	High	1	682.8878
15	1	6	High	1	516.2653
16	1	6	High	1	516.2653
17	1	6	High	1	449.6163
18	1	6	High	1	449.6163
19	1	6	High	1	399.6295
20	1	6	High	1	499.603
21	1	6	High	0	416.2918
22	1	6	High	1	499.603
23	1	6	High	1	682.8878
24	1	6	High	1	516.2653
25	1	6	High	1	466.2785
26	1	6	High	0	566.2521
27	1	6	High	0	616.2388
28	1	6	High	1	782.8614
29	1	6	High	1	499.603
30	1	6	High	1	482.9408
31	1	6	High	0	399.6295
32	1	6	Low	0	1199.4178
33	1	6	High	1	632.9011
34	1	6	High	1	682.8878
35	1	6	High	1	449.6163
36	1	6	High	1	466.2785
37	1	6	High	1	499.603
38	1	6	High	0	432.954
39	1	6	High	1	666.2256
40	1	6	High	1	516.2653
41	2	7	High	1	832.8481
42	2	7	High	1	949.4839
43	2	7	High	1	849.5104
44	2	7	High	1	832.8481
45	2	7	High	0	599.5766
46	2	7	High	0	682.8878
47	2	7	High	1	732.8746
48	2	7	High	1	932.8217
49	2	7	High	1	966.1462
50	2	7	High	0	649.5633
51	2	7	Low	0	1116.1065
52	2	7	High	1	732.8746
53	2	7	High	0	582.9143
54	2	7	High	1	982.8085
55	2	7	High	1	782.8614
56	2	7	High	0	649.5633
57	2	7	High	0	432.954
58	2	7	High	1	749.5369
59	2	7	High	1	616.2388
60	2	7	High	1	616.2388
61	2	7	High	1	616.2388
62	2	7	High	1	632.9011
63	2	7	High	1	416.2918
64	2	7	High	1	499.603
65	2	7	High	1	449.6163
66	2	7	High	1	482.9408
67	2	7	High	0	532.9275
68	2	7	High	0	616.2388
69	2	7	Low	0	882.8349
70	2	7	High	1	716.2124
71	2	7	High	1	616.2388
72	2	7	High	1	482.9408
73	2	7	High	0	649.5633
74	2	7	High	1	682.8878
75	2	7	High	0	532.9275
76	2	7	Low	0	632.9011
77	2	7	High	0	432.954
78	2	7	High	0	532.9275
79	2	7	Low	0	1049.4575
80	2	7	High	0	599.5766
81	3	8	Low	0	782.8614
82	3	8	High	0	616.2388
83	3	8	Low	0	649.5633
84	3	8	Low	1	632.9011
85	3	8	Low	0	499.603
86	3	8	Low	0	532.9275
87	3	8	High	1	999.4707
88	3	8	High	1	632.9011
89	3	8	High	1	449.6163
90	3	8	High	0	582.9143
91	3	8	Low	0	599.5766
92	3	8	High	0	582.9143
93	3	8	High	1	566.2521
94	3	8	High	0	466.2785
95	3	8	High	1	732.8746
96	3	8	Low	1	482.9408
97	3	8	High	1	416.2918
98	3	8	High	1	449.6163
99	3	8	Low	1	482.9408
100	3	8	High	1	399.6295
101	3	8	Low	1	349.6427
102	3	8	High	1	366.305
103	3	8	Low	1	349.6427
104	3	8	Low	1	432.954
105	3	8	Low	1	382.9672
106	3	8	High	1	349.6427
107	3	8	High	1	532.9275
108	3	8	Low	1	299.656
109	3	8	Low	0	449.6163
110	3	8	High	1	532.9275
111	3	8	High	1	432.954
112	3	8	High	1	516.2653
113	3	8	Low	0	449.6163
114	3	8	Low	1	299.656
115	3	8	Low	1	399.6295
116	3	8	Low	0	482.9408
117	3	8	Low	1	499.603
118	3	8	Low	1	599.5766
119	3	8	Low	1	466.2785
120	3	8	High	1	449.6163
121	4	1	High	0	799.5236
122	4	1	Low	0	416.2918
123	4	1	High	1	299.656
124	4	1	High	1	266.3314
125	4	1	High	1	382.9672
126	4	1	Low	0	299.656
127	4	1	High	1	599.5766
128	4	1	High	1	382.9672
129	4	1	High	1	916.1594
130	4	1	Low	0	399.6295
131	4	1	High	1	399.6295
132	4	1	Low	1	499.603
133	4	1	High	1	482.9408
134	4	1	Low	0	616.2388
135	4	1	High	0	332.9805
136	4	1	Low	1	332.9805
137	4	1	High	1	349.6427
138	4	1	Low	1	432.954
139	4	1	High	1	432.954
140	4	1	High	1	566.2521
141	4	1	High	0	482.9408
142	4	1	High	1	366.305
143	4	1	High	1	749.5369
144	4	1	Low	0	582.9143
145	4	1	Low	0	382.9672
146	4	1	High	0	332.9805
147	4	1	Low	1	299.656
148	4	1	Low	0	549.5898
149	4	1	High	0	416.2918
150	4	1	Low	1	1282.7291
151	4	1	High	1	299.656
152	4	1	Low	0	566.2521
153	4	1	High	1	282.9937
154	4	1	High	1	282.9937
155	4	1	High	0	299.656
156	4	1	Low	1	282.9937
157	4	1	High	1	349.6427
158	4	1	Low	0	282.9937
159	4	1	High	1	416.2918
160	4	1	High	1	299.656
161	5	2	High	1	649.498
162	5	2	High	1	349.5893
163	5	2	High	1	382.9125
164	5	2	High	1	316.2661
165	5	2	High	1	332.9277
166	5	2	High	1	699.4828
167	5	2	High	0	482.882
168	5	2	Low	1	382.9125
169	5	2	High	1	349.5893
170	5	2	High	1	416.2357
171	5	2	Low	0	349.5893
172	5	2	Low	1	282.9429
173	5	2	Low	1	282.9429
174	5	2	High	0	282.9429
175	5	2	High	1	266.2813
176	5	2	High	0	282.9429
177	5	2	High	0	332.9277
178	5	2	Low	1	466.2204
179	5	2	Low	1	266.2813
180	5	2	High	1	282.9429
181	5	2	High	1	266.2813
182	5	2	Low	1	399.5741
183	5	2	Low	1	416.2357
184	5	2	Low	1	349.5893
185	5	2	Low	0	749.4676
186	5	2	High	1	249.6197
187	5	2	Low	0	599.5132
188	5	2	Low	1	349.5893
189	5	2	Low	1	316.2661
190	5	2	Low	1	316.2661
191	5	2	Low	0	399.5741
192	5	2	High	1	516.2052
193	5	2	Low	1	449.5589
194	5	2	Low	1	249.6197
195	5	2	Low	1	432.8973
196	5	2	High	1	382.9125
197	5	2	Low	0	432.8973
198	5	2	High	0	366.2509
