TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	5	n/a	0	NaN
2	1	5	High	1	1314.606
3	1	5	High	1	565.2731
4	1	5	High	1	498.6657
5	1	5	High	0	515.3176
6	1	5	Low	1	881.6581
7	1	5	Low	1	1064.8284
8	1	5	Low	1	665.1842
9	1	5	Low	0	815.0507
10	1	5	Low	1	748.4434
11	1	5	Low	1	631.8805
12	1	5	Low	0	581.9249
13	1	5	High	1	498.6657
14	1	5	High	0	648.5323
15	1	5	Low	1	482.0139
16	1	5	Low	1	415.4065
17	1	5	Low	0	432.0584
18	1	5	High	1	515.3176
19	1	5	High	0	1198.0431
20	1	5	Low	1	615.2286
21	1	5	Low	1	515.3176
22	1	5	Low	1	515.3176
23	1	5	Low	0	615.2286
24	1	5	High	0	1081.4802
25	1	5	Low	0	515.3176
26	1	5	High	0	598.5768
27	1	5	High	1	665.1842
28	1	5	High	1	465.3621
29	1	5	High	1	565.2731
30	1	5	High	1	615.2286
31	1	5	n/a	0	NaN
32	1	5	High	1	1148.0876
33	1	5	High	1	448.7102
34	1	5	High	1	448.7102
35	1	5	High	0	382.1028
36	1	5	Low	0	598.5768
37	1	5	High	1	415.4065
38	1	5	High	1	465.3621
39	1	5	High	1	548.6213
40	1	5	Low	1	565.2731
41	2	6	High	1	1164.7394
42	2	6	High	1	448.7102
43	2	6	High	1	1164.7394
44	2	6	High	1	631.8805
45	2	6	High	1	548.6213
46	2	6	High	1	448.7102
47	2	6	High	0	631.8805
48	2	6	High	1	698.4878
49	2	6	High	1	848.3544
50	2	6	High	1	531.9694
51	2	6	Low	0	998.221
52	2	6	High	1	432.0584
53	2	6	High	1	581.9249
54	2	6	High	1	432.0584
55	2	6	High	1	415.4065
56	2	6	High	1	448.7102
57	2	6	Low	0	448.7102
58	2	6	High	1	465.3621
59	2	6	High	1	731.7915
60	2	6	High	1	448.7102
61	2	6	High	0	1297.9541
62	2	6	Low	1	448.7102
63	2	6	Low	1	581.9249
64	2	6	Low	1	448.7102
65	2	6	Low	0	465.3621
66	2	6	Low	0	415.4065
67	2	6	High	1	681.836
68	2	6	High	0	432.0584
69	2	6	Low	0	415.4065
70	2	6	Low	0	1231.3468
71	2	6	High	1	865.0063
72	2	6	High	1	415.4065
73	2	6	High	1	448.7102
74	2	6	High	1	448.7102
75	2	6	High	0	415.4065
76	2	6	High	1	715.1397
77	2	6	High	1	448.7102
78	2	6	High	1	448.7102
79	2	6	High	1	665.1842
80	2	6	High	0	465.3621
81	3	7	Low	1	931.6136
82	3	7	Low	1	681.836
83	3	7	Low	0	681.836
84	3	7	Low	1	415.4065
85	3	7	Low	0	548.6213
86	3	7	Low	1	1264.6505
87	3	7	High	0	831.7026
88	3	7	Low	0	448.7102
89	3	7	Low	0	482.0139
90	3	7	High	1	1081.4802
91	3	7	Low	0	831.7026
92	3	7	High	1	398.7547
93	3	7	High	1	448.7102
94	3	7	High	1	432.0584
95	3	7	High	0	465.3621
96	3	7	High	1	365.451
97	3	7	High	1	498.6657
98	3	7	High	1	415.4065
99	3	7	High	1	665.1842
100	3	7	Low	1	848.3544
101	3	7	Low	1	815.0507
102	3	7	Low	1	531.9694
103	3	7	Low	1	581.9249
104	3	7	Low	0	465.3621
105	3	7	Low	1	1247.9986
106	3	7	Low	0	631.8805
107	3	7	Low	1	1148.0876
108	3	7	Low	0	998.221
109	3	7	High	1	581.9249
110	3	7	Low	0	482.0139
111	3	7	High	0	748.4434
112	3	7	Low	0	548.6213
113	3	7	High	1	432.0584
114	3	7	High	1	482.0139
115	3	7	Low	0	748.4434
116	3	7	High	0	1148.0876
117	3	7	High	1	415.4065
118	3	7	High	0	432.0584
119	3	7	High	1	432.0584
120	3	7	High	0	482.0139
121	4	8	Low	0	964.9173
122	4	8	High	0	581.9249
123	4	8	High	1	531.9694
124	4	8	High	1	681.836
125	4	8	High	1	715.1397
126	4	8	High	1	565.2731
127	4	8	High	0	448.7102
128	4	8	High	1	432.0584
129	4	8	High	0	565.2731
130	4	8	High	1	498.6657
131	4	8	Low	0	1264.6505
132	4	8	High	1	615.2286
133	4	8	High	0	665.1842
134	4	8	High	0	415.4065
135	4	8	Low	1	631.8805
136	4	8	High	1	665.1842
137	4	8	Low	0	398.7547
138	4	8	High	1	432.0584
139	4	8	High	1	498.6657
140	4	8	High	1	548.6213
141	4	8	Low	1	1247.9986
142	4	8	High	1	931.6136
143	4	8	High	0	465.3621
144	4	8	Low	0	515.3176
145	4	8	Low	1	432.0584
146	4	8	Low	1	432.0584
147	4	8	Low	0	615.2286
148	4	8	High	1	448.7102
149	4	8	High	1	665.1842
150	4	8	High	0	548.6213
151	4	8	Low	1	698.4878
152	4	8	Low	0	581.9249
153	4	8	High	1	898.3099
154	4	8	Low	0	565.2731
155	4	8	Low	0	432.0584
156	4	8	High	1	448.7102
157	4	8	Low	1	998.221
158	4	8	High	1	631.8805
159	4	8	Low	0	548.6213
160	4	8	High	1	498.6657
161	5	1	High	1	881.7264
162	5	1	High	0	1114.8606
163	5	1	High	1	598.6348
164	5	1	High	1	432.1103
165	5	1	High	1	365.5005
166	5	1	High	0	382.153
167	5	1	High	1	382.153
168	5	1	High	1	615.2872
169	5	1	Low	1	515.3726
170	5	1	High	1	382.153
171	5	1	Low	1	1331.3424
172	5	1	Low	1	515.3726
173	5	1	Low	1	815.1166
174	5	1	High	1	532.025
175	5	1	Low	1	482.0677
176	5	1	Low	0	398.8054
177	5	1	Low	0	748.5068
178	5	1	High	1	698.5495
179	5	1	High	0	498.7201
180	5	1	Low	1	931.6837
181	5	1	Low	0	548.6774
182	5	1	Low	1	515.3726
183	5	1	High	0	448.7628
184	5	1	Low	0	631.9397
185	5	1	High	1	382.153
186	5	1	Low	1	881.7264
187	5	1	Low	0	798.4641
188	5	1	Low	0	948.3361
189	5	1	Low	1	498.7201
190	5	1	High	1	581.9823
191	5	1	Low	1	748.5068
192	5	1	Low	1	498.7201
193	5	1	Low	0	748.5068
194	5	1	Low	1	498.7201
195	5	1	Low	1	865.0739
196	5	1	Low	1	548.6774
197	5	1	Low	1	348.8481
198	5	1	High	0	432.1103
199	5	1	Low	0	1231.4277
200	5	1	Low	0	848.4215
201	6	2	High	1	1148.1655
202	6	2	High	1	931.6837
203	6	2	High	0	815.1166
204	6	2	High	1	515.3726
205	6	2	High	1	831.769
206	6	2	n/a	0	NaN
207	6	2	High	1	615.2872
208	6	2	High	1	532.025
209	6	2	High	0	631.9397
210	6	2	High	1	432.1103
211	6	2	High	1	665.2446
212	6	2	High	1	765.1592
213	6	2	High	0	465.4152
