TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	1	n/a	0	NaN
2	1	1	High	1	883.227
3	1	1	High	1	1049.8843
4	1	1	High	1	1099.8815
5	1	1	High	1	1199.8758
6	1	1	High	1	783.2327
7	1	1	High	1	683.2383
8	1	1	High	0	933.2242
9	1	1	Low	0	1349.8674
10	1	1	Low	0	1283.2045
11	1	1	High	1	749.9012
12	1	1	High	1	583.244
13	1	1	High	1	616.5754
14	1	1	High	1	666.5726
15	1	1	High	1	799.8984
16	1	1	High	1	666.5726
17	1	1	High	1	583.244
18	1	1	High	1	766.567
19	1	1	High	1	599.9097
20	1	1	High	1	666.5726
21	1	1	Low	1	749.9012
22	1	1	Low	0	549.9125
23	1	1	High	0	683.2383
24	1	1	High	0	783.2327
25	1	1	Low	0	716.5698
26	1	1	High	1	566.5783
27	1	1	High	0	666.5726
28	1	1	High	1	549.9125
29	1	1	Low	0	549.9125
30	1	1	High	1	416.5867
31	1	1	High	0	799.8984
32	1	1	High	0	416.5867
33	1	1	Low	0	549.9125
34	1	1	High	1	1299.8702
35	1	1	n/a	0	NaN
36	1	1	High	0	283.2609
37	1	1	Low	0	333.2581
38	1	1	High	1	249.9295
39	1	1	High	1	383.2553
40	1	1	High	1	666.5726
41	2	2	Low	0	1033.2186
42	2	2	High	1	516.5811
43	2	2	High	1	399.921
44	2	2	High	1	416.5867
45	2	2	High	1	399.921
46	2	2	High	1	416.5867
47	2	2	High	1	399.921
48	2	2	High	1	433.2524
49	2	2	High	1	449.9182
50	2	2	High	0	483.2496
51	2	2	Low	0	583.244
52	2	2	High	1	566.5783
53	2	2	High	0	599.9097
54	2	2	Low	1	1216.5416
55	2	2	Low	1	1333.2017
56	2	2	n/a	0	NaN
57	2	2	High	1	466.5839
58	2	2	Low	1	1116.5472
59	2	2	Low	1	433.2524
60	2	2	High	1	633.2412
61	2	2	High	1	383.2553
62	2	2	Low	1	633.2412
63	2	2	Low	1	733.2355
64	2	2	High	1	549.9125
65	2	2	High	1	633.2412
66	2	2	Low	0	783.2327
67	2	2	Low	0	1466.5275
68	2	2	High	0	1116.5472
69	2	2	Low	1	466.5839
70	2	2	High	1	399.921
71	2	2	High	1	566.5783
72	2	2	Low	1	816.5641
73	2	2	Low	0	549.9125
74	2	2	Low	1	766.567
75	2	2	High	1	566.5783
76	2	2	Low	1	449.9182
77	2	2	High	1	499.9153
78	2	2	Low	0	533.2468
79	2	2	High	0	516.5811
80	2	2	High	0	399.921
81	3	3	Low	0	1149.8787
82	3	3	High	0	433.2524
83	3	3	Low	1	1216.5416
84	3	3	High	0	449.9182
85	3	3	Low	0	649.9069
86	3	3	High	0	483.2496
87	3	3	Low	0	966.5557
88	3	3	High	1	549.9125
89	3	3	Low	0	583.244
90	3	3	High	0	483.2496
91	3	3	High	1	899.8928
92	3	3	High	0	399.921
93	3	3	High	1	483.2496
94	3	3	Low	0	583.244
95	3	3	High	1	399.921
96	3	3	High	1	399.921
97	3	3	High	1	1399.8646
98	3	3	High	0	416.5867
99	3	3	High	1	433.2524
100	3	3	High	1	1333.2017
101	3	3	n/a	0	NaN
102	3	3	Low	1	733.2355
103	3	3	Low	0	433.2524
104	3	3	High	1	866.5613
105	3	3	High	1	699.9041
106	3	3	High	1	683.2383
107	3	3	High	0	683.2383
108	3	3	High	1	383.2553
109	3	3	High	1	399.921
110	3	3	High	1	566.5783
111	3	3	Low	1	533.2468
112	3	3	High	1	566.5783
113	3	3	High	0	399.921
114	3	3	High	0	916.5585
115	3	3	Low	1	716.5698
116	3	3	High	0	466.5839
117	3	3	Low	0	649.9069
118	3	3	High	1	616.5754
119	3	3	High	1	516.5811
120	3	3	High	1	449.9182
121	4	4	n/a	0	NaN
122	4	4	Low	1	499.9153
123	4	4	Low	0	433.2524
124	4	4	Low	0	483.2496
125	4	4	High	1	833.2299
126	4	4	Low	1	866.5613
127	4	4	Low	0	466.5839
128	4	4	Low	0	566.5783
129	4	4	High	1	483.2496
130	4	4	Low	1	466.5839
131	4	4	Low	0	1333.2017
132	4	4	Low	1	649.9069
133	4	4	High	1	299.9266
134	4	4	High	1	383.2553
135	4	4	n/a	0	NaN
136	4	4	n/a	0	NaN
137	4	4	High	0	566.5783
138	4	4	Low	0	349.9238
139	4	4	Low	0	566.5783
140	4	4	Low	1	466.5839
141	4	4	High	1	366.5895
142	4	4	High	1	316.5924
143	4	4	High	1	799.8984
144	4	4	High	1	649.9069
145	4	4	High	1	783.2327
146	4	4	High	0	399.921
147	4	4	Low	0	899.8928
148	4	4	High	1	433.2524
149	4	4	Low	0	716.5698
150	4	4	High	1	433.2524
151	4	4	Low	1	516.5811
152	4	4	Low	0	366.5895
153	4	4	High	1	399.921
154	4	4	High	1	666.5726
155	4	4	High	1	683.2383
156	4	4	High	0	833.2299
157	4	4	Low	1	849.8956
158	4	4	High	1	666.5726
159	4	4	High	1	483.2496
160	4	4	High	1	649.9069
161	5	5	High	1	1349.3524
162	5	5	High	1	682.8695
163	5	5	High	1	399.6142
164	5	5	High	1	349.628
165	5	5	High	1	399.6142
166	5	5	High	1	382.9521
167	5	5	Low	0	482.9246
168	5	5	High	1	432.9384
169	5	5	High	0	399.6142
170	5	5	Low	1	399.6142
171	5	5	Low	1	882.8143
172	5	5	Low	0	416.2763
173	5	5	High	0	432.9384
174	5	5	Low	0	382.9521
175	5	5	Low	1	332.9659
176	5	5	High	1	382.9521
177	5	5	Low	1	282.9797
178	5	5	High	1	532.9108
179	5	5	Low	0	932.8006
180	5	5	Low	1	566.2349
181	5	5	High	0	382.9521
182	5	5	Low	0	449.6004
183	5	5	High	1	499.5866
184	5	5	Low	0	382.9521
185	5	5	High	1	799.504
186	5	5	High	1	366.2901
187	5	5	High	1	349.628
188	5	5	High	1	332.9659
189	5	5	High	1	432.9384
190	5	5	High	1	399.6142
191	5	5	Low	0	932.8006
192	5	5	High	1	416.2763
193	5	5	High	1	316.3038
194	5	5	High	0	516.2487
195	5	5	High	0	649.5453
196	5	5	Low	0	399.6142
197	5	5	High	1	366.2901
198	5	5	High	1	416.2763
199	5	5	Low	0	349.628
200	5	5	High	0	499.5866
201	6	6	Low	0	782.8419
202	6	6	High	1	399.6142
203	6	6	High	1	632.8832
204	6	6	High	0	366.2901
205	6	6	Low	1	782.8419
206	6	6	Low	0	482.9246
