TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	5	High	1	1414.517
2	1	5	High	1	1081.4802
3	1	5	High	1	515.3176
4	1	5	High	0	398.7547
5	1	5	Low	0	731.7915
6	1	5	High	1	631.8805
7	1	5	High	0	265.54
8	1	5	Low	1	565.2731
9	1	5	n/a	0	NaN
10	1	5	High	0	565.2731
11	1	5	Low	0	465.3621
12	1	5	Low	1	482.0139
13	1	5	High	1	515.3176
14	1	5	High	0	298.8436
15	1	5	Low	0	1181.3912
16	1	5	High	1	1381.2133
17	1	5	High	1	1364.5615
18	1	5	High	1	432.0584
19	1	5	Low	1	315.4955
20	1	5	Low	1	282.1918
21	1	5	High	1	382.1028
22	1	5	Low	0	298.8436
23	1	5	Low	1	1481.1244
24	1	5	Low	0	631.8805
25	1	5	High	1	615.2286
26	1	5	Low	1	465.3621
27	1	5	High	1	565.2731
28	1	5	Low	1	631.8805
29	1	5	High	1	448.7102
30	1	5	High	0	981.5691
31	1	5	n/a	0	NaN
32	1	5	High	0	465.3621
33	1	5	High	1	382.1028
34	1	5	Low	1	298.8436
35	1	5	Low	0	848.3544
36	1	5	High	1	415.4065
37	1	5	Low	1	581.9249
38	1	5	High	1	765.0952
39	1	5	Low	0	465.3621
40	1	5	High	1	398.7547
41	2	6	Low	0	1031.5247
42	2	6	High	1	865.0063
43	2	6	High	0	448.7102
44	2	6	High	1	1148.0876
45	2	6	Low	0	715.1397
46	2	6	High	1	332.1473
47	2	6	High	1	382.1028
48	2	6	High	1	465.3621
49	2	6	High	1	365.451
50	2	6	High	1	365.451
51	2	6	Low	0	1414.517
52	2	6	High	1	332.1473
53	2	6	High	0	348.7992
54	2	6	Low	1	515.3176
55	2	6	High	1	831.7026
56	2	6	Low	1	581.9249
57	2	6	Low	0	1131.4357
58	2	6	High	1	848.3544
59	2	6	Low	0	365.451
60	2	6	n/a	0	NaN
61	2	6	Low	1	665.1842
62	2	6	High	1	348.7992
63	2	6	Low	1	448.7102
64	2	6	High	1	398.7547
65	2	6	Low	0	415.4065
