TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	1	High	1	1165.0261
2	1	1	High	1	1148.372
3	1	1	High	1	615.4425
4	1	1	High	1	565.4804
5	1	1	High	1	532.1723
6	1	1	High	0	482.2102
7	1	1	High	1	1081.7558
8	1	1	High	1	448.9021
9	1	1	High	0	448.9021
10	1	1	High	1	515.5182
11	1	1	Low	0	598.7885
12	1	1	Low	0	565.4804
13	1	1	High	1	548.8263
14	1	1	High	1	465.5561
15	1	1	High	1	482.2102
16	1	1	High	0	415.594
17	1	1	High	1	415.594
18	1	1	High	0	415.594
19	1	1	High	0	398.9399
20	1	1	High	1	1231.6422
21	1	1	High	1	482.2102
22	1	1	High	1	465.5561
23	1	1	High	0	432.248
24	1	1	High	1	448.9021
25	1	1	High	0	432.248
26	1	1	Low	1	448.9021
27	1	1	Low	0	415.594
28	1	1	Low	0	382.2859
29	1	1	High	1	498.8642
30	1	1	High	1	398.9399
31	1	1	High	1	565.4804
32	1	1	High	1	465.5561
33	1	1	High	1	565.4804
34	1	1	High	1	498.8642
35	1	1	High	1	515.5182
36	1	1	High	0	532.1723
37	1	1	High	1	482.2102
38	1	1	High	0	482.2102
39	1	1	High	1	415.594
40	1	1	High	1	482.2102
41	2	2	n/a	0	NaN
42	2	2	High	1	665.4047
43	2	2	High	1	448.9021
44	2	2	High	1	715.3668
45	2	2	High	1	482.2102
46	2	2	High	1	415.594
47	2	2	High	1	548.8263
48	2	2	High	0	532.1723
49	2	2	Low	0	848.5992
50	2	2	Low	1	415.594
51	2	2	Low	0	582.1344
52	2	2	Low	0	482.2102
53	2	2	High	0	648.7506
54	2	2	High	1	432.248
55	2	2	High	1	448.9021
56	2	2	High	1	432.248
57	2	2	High	1	615.4425
58	2	2	High	1	565.4804
59	2	2	High	1	465.5561
60	2	2	High	1	465.5561
61	2	2	High	1	532.1723
62	2	2	High	1	532.1723
63	2	2	High	1	632.0966
64	2	2	High	0	615.4425
65	2	2	High	1	415.594
66	2	2	High	0	781.983
67	2	2	High	1	465.5561
68	2	2	High	1	498.8642
69	2	2	High	1	565.4804
70	2	2	High	1	632.0966
71	2	2	High	1	465.5561
72	2	2	High	1	548.8263
73	2	2	High	1	498.8642
74	2	2	High	1	465.5561
75	2	2	High	1	498.8642
76	2	2	High	1	432.248
77	2	2	High	0	765.3289
78	2	2	High	1	582.1344
79	2	2	High	1	532.1723
80	2	2	High	1	748.6749
81	3	3	n/a	0	NaN
82	3	3	Low	1	648.7506
83	3	3	Low	0	515.5182
84	3	3	Low	1	465.5561
85	3	3	Low	0	698.7128
86	3	3	Low	0	482.2102
87	3	3	Low	0	598.7885
88	3	3	High	1	1081.7558
89	3	3	High	1	432.248
90	3	3	High	0	498.8642
91	3	3	High	1	532.1723
92	3	3	High	1	548.8263
93	3	3	High	1	432.248
94	3	3	High	1	432.248
95	3	3	High	1	548.8263
96	3	3	High	1	482.2102
97	3	3	High	1	432.248
98	3	3	High	1	548.8263
99	3	3	High	1	748.6749
100	3	3	High	1	632.0966
101	3	3	High	1	632.0966
102	3	3	High	0	465.5561
103	3	3	High	1	532.1723
104	3	3	High	0	582.1344
105	3	3	High	1	715.3668
106	3	3	High	0	598.7885
107	3	3	High	1	465.5561
108	3	3	High	0	448.9021
109	3	3	High	1	415.594
110	3	3	High	1	415.594
111	3	3	High	1	881.9073
112	3	3	High	1	548.8263
113	3	3	High	1	515.5182
114	3	3	High	1	515.5182
115	3	3	High	0	648.7506
116	3	3	High	1	532.1723
117	3	3	High	1	498.8642
118	3	3	High	1	582.1344
119	3	3	High	1	698.7128
120	3	3	High	1	482.2102
121	4	4	n/a	0	NaN
122	4	4	Low	0	482.2102
123	4	4	High	1	482.2102
124	4	4	High	0	398.9399
125	4	4	Low	0	698.7128
126	4	4	High	1	515.5182
127	4	4	High	1	432.248
128	4	4	High	1	415.594
129	4	4	High	1	382.2859
130	4	4	High	1	448.9021
131	4	4	High	1	632.0966
132	4	4	High	1	532.1723
133	4	4	High	1	448.9021
134	4	4	High	1	382.2859
135	4	4	High	1	415.594
136	4	4	High	1	448.9021
137	4	4	High	1	432.248
138	4	4	High	1	365.6318
139	4	4	High	1	382.2859
140	4	4	High	0	398.9399
141	4	4	High	0	448.9021
142	4	4	High	1	415.594
143	4	4	High	0	448.9021
