TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	8	Low	1	632.7483
2	1	8	Low	1	666.0697
3	1	8	Low	1	899.3195
4	1	8	High	1	799.3553
5	1	8	High	0	582.7662
6	1	8	Low	0	499.4627
7	1	8	High	1	1132.5692
8	1	8	Low	0	799.3553
9	1	8	High	1	432.82
10	1	8	Low	1	449.4807
11	1	8	Low	0	965.9623
12	1	8	High	1	599.4269
13	1	8	Low	1	632.7483
14	1	8	High	0	716.0518
15	1	8	Low	0	366.1772
16	1	8	Low	0	399.4986
17	1	8	Low	1	616.0876
18	1	8	High	1	1365.819
19	1	8	High	1	899.3195
20	1	8	Low	1	749.3732
21	1	8	Low	1	516.1234
22	1	8	High	1	716.0518
23	1	8	High	0	782.6946
24	1	8	Low	1	1082.5871
25	1	8	Low	1	965.9623
26	1	8	High	0	766.0339
27	1	8	Low	1	516.1234
28	1	8	Low	0	716.0518
29	1	8	High	0	865.9981
30	1	8	High	1	416.1593
31	1	8	High	1	566.1055
32	1	8	High	1	1215.8727
33	1	8	Low	1	449.4807
34	1	8	High	1	532.7841
35	1	8	High	1	666.0697
36	1	8	High	0	666.0697
37	1	8	High	1	1049.2657
38	1	8	Low	1	899.3195
39	1	8	High	0	382.8379
40	1	8	High	0	716.0518
41	2	1	High	1	1115.9085
42	2	1	Low	1	949.3016
43	2	1	High	0	1465.7832
44	2	1	Low	1	1265.8548
45	2	1	Low	1	766.0339
46	2	1	High	1	1082.5871
47	2	1	Low	0	1265.8548
48	2	1	Low	1	1315.8369
49	2	1	High	1	865.9981
50	2	1	Low	0	382.8379
51	2	1	Low	1	549.4448
52	2	1	Low	1	632.7483
53	2	1	High	1	816.016
54	2	1	High	0	399.4986
55	2	1	Low	1	466.1413
56	2	1	Low	1	516.1234
57	2	1	Low	0	466.1413
58	2	1	High	0	466.1413
59	2	1	High	1	432.82
60	2	1	High	1	349.5165
61	2	1	Low	1	816.016
62	2	1	High	1	732.7125
63	2	1	Low	0	616.0876
64	2	1	High	1	366.1772
65	2	1	High	1	499.4627
66	2	1	High	1	499.4627
67	2	1	Low	0	732.7125
68	2	1	High	1	349.5165
69	2	1	High	1	616.0876
70	2	1	Low	0	932.6409
71	2	1	High	1	516.1234
72	2	1	High	1	299.5344
73	2	1	High	1	399.4986
74	2	1	Low	1	649.409
75	2	1	High	1	332.8558
76	2	1	Low	1	366.1772
77	2	1	Low	0	366.1772
78	2	1	High	1	266.213
79	2	1	Low	1	299.5344
80	2	1	Low	0	549.4448
81	3	2	High	1	1332.4976
82	3	2	n/a	0	NaN
83	3	2	Low	1	1432.4618
84	3	2	Low	0	816.016
85	3	2	High	1	532.7841
86	3	2	High	0	416.1593
87	3	2	Low	0	299.5344
88	3	2	Low	0	316.1951
89	3	2	Low	0	865.9981
90	3	2	Low	1	316.1951
91	3	2	High	1	332.8558
92	3	2	Low	1	432.82
93	3	2	High	1	366.1772
94	3	2	Low	1	549.4448
95	3	2	High	1	382.8379
96	3	2	Low	1	1099.2478
97	3	2	High	1	566.1055
98	3	2	Low	0	1132.5692
99	3	2	High	0	482.802
100	3	2	Low	1	682.7304
101	3	2	High	1	316.1951
102	3	2	Low	0	582.7662
103	3	2	High	0	382.8379
104	3	2	Low	0	349.5165
105	3	2	High	0	649.409
