TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	7	n/a	0	NaN
2	1	7	Low	0	1131.4174
3	1	7	Low	0	1131.4174
4	1	7	High	1	715.1249
5	1	7	Low	1	1014.8555
6	1	7	Low	1	465.3494
7	1	7	Low	0	531.9562
8	1	7	High	1	631.8664
9	1	7	High	0	531.9562
10	1	7	Low	1	631.8664
11	1	7	Low	1	948.2487
12	1	7	Low	1	548.6079
13	1	7	Low	0	598.563
14	1	7	Low	0	948.2487
15	1	7	High	0	1364.5411
16	1	7	n/a	0	NaN
17	1	7	Low	1	1347.8894
18	1	7	n/a	0	NaN
19	1	7	High	0	798.3834
20	1	7	Low	0	748.4283
21	1	7	High	1	781.7317
22	1	7	Low	0	1164.7208
23	1	7	High	1	581.9113
24	1	7	Low	1	1048.1589
25	1	7	High	1	1297.9343
26	1	7	Low	0	1181.3724
27	1	7	High	1	848.3385
28	1	7	High	1	715.1249
29	1	7	High	1	798.3834
30	1	7	High	1	1181.3724
31	1	7	High	1	848.3385
32	1	7	High	0	815.0351
33	1	7	High	1	748.4283
34	1	7	n/a	0	NaN
35	1	7	Low	1	681.8215
36	1	7	Low	1	998.2038
37	1	7	Low	1	831.6868
38	1	7	Low	1	781.7317
39	1	7	Low	1	531.9562
40	1	7	Low	0	848.3385
41	2	8	High	1	1414.4962
42	2	8	High	1	665.1698
43	2	8	High	0	831.6868
44	2	8	Low	0	864.9902
45	2	8	High	1	781.7317
46	2	8	High	1	448.6977
47	2	8	High	1	615.2147
48	2	8	High	0	581.9113
49	2	8	Low	1	598.563
50	2	8	Low	1	781.7317
51	2	8	High	1	798.3834
52	2	8	High	0	748.4283
53	2	8	Low	0	864.9902
54	2	8	High	0	648.5181
55	2	8	Low	0	565.2596
56	2	8	Low	1	698.4732
57	2	8	High	0	515.3045
58	2	8	Low	1	415.3943
59	2	8	Low	1	531.9562
60	2	8	Low	0	515.3045
61	2	8	Low	0	998.2038
62	2	8	High	1	531.9562
63	2	8	High	1	465.3494
64	2	8	High	1	615.2147
65	2	8	High	0	465.3494
66	2	8	Low	1	465.3494
67	2	8	Low	1	531.9562
68	2	8	High	0	615.2147
69	2	8	Low	0	565.2596
70	2	8	High	0	631.8664
